"park","plot","visit","genus_species","tag","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","is_the_tree_dead"
"Litchfield","10","T4","Grevillea pteridifolia","41",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T4","Banksia dentata","42",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T4","Banksia dentata","43",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T4","Banksia dentata","44",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T4","Grevillea pteridifolia","46",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T4","Banksia dentata","47",5,"1",6.2,5.5,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Banksia dentata","48",5,"1",8.3,7.9,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Banksia dentata","49",5.5,"1",10.6,0,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Banksia dentata","50",4,"3",7.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Grevillea pteridifolia","52",7,"2",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Grevillea pteridifolia","53",6,"2",8.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Grevillea pteridifolia","54",7,"3",7.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Banksia dentata","55",7,"1",9.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Banksia dentata","56",7,"3",14.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T4","Banksia dentata","57",8,"2",21.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","1",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","2",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Pandanus spiralis","3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","4",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","5",4.5,"4",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","6",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","7",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","8",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","9",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","10",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","11",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","12",5.5,"2",16.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Grevillea pteridifolia","13",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","14",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","15",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Melaleuca nervosa","16",7,"5",10.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","17",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","18",3.5,"5",10.4,0,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","19",5.5,"3",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","20",5.5,"2",10.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","21",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Melaleuca nervosa","22",10.5,"4",22.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Melaleuca nervosa","23",7.5,"5",24.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","24",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","25",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","26",7,"4",10.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","27",5.5,"2",13.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","28",NA,NA,0,0,0,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","29",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","30",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","31",5,"3",12.4,0,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","32",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","33",5.5,"3",10.8,9,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","34",8,"3",17.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Grevillea pteridifolia","35",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","36",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","37",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","38",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","39",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","40",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","41",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","42",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","43",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","44",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Grevillea pteridifolia","46",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","47",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","49",NA,NA,0,0,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","50",NA,"5",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","55",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","10","T5","Banksia dentata","56",5.5,"3",16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","57",6,"3",23.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","10","T5","Banksia dentata","58",4.5,"2",8.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","1",13,"1",31,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Denhamia obscura","2",4.5,"0",14,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","3",3.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Gardenia megasperma","4",2,"2",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","6",12.5,"0",31,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","7",7.5,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","8",8,"2",30,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","9",4.5,"2",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","10",6,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","11",5.5,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","12",18.5,"0",43,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","13",8.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","14",4.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","15",5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","16",5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Corymbia confertiflora","17",5.5,"1",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","18",13.5,"1",15,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","19",6.5,"2",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","20",5.5,"2",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","21",7.5,"2",20.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","22",17.5,"2",28,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Acacia lamprocarpa","23",5.5,"2",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Buchanania obovata","24",7.5,"0",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","25",11.5,"1",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","26",6.5,"2",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","27",4,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","28",17.5,"1",15,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","29",9.5,"1",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","30",11,"2",16,8,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","31",23.5,"1",41.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Planchonella arnhemica","32",4.5,"2",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","33",2,"2",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","34",7.5,"2",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","35",11.5,"2",12,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","36",8.5,"1",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","37",6,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Brachychiton megaphyllus","38",5.5,"2",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Acacia lamprocarpa","39",2,"2",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Syzygium suborbiculare","40",10.5,"2",17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Buchanania obovata","41",11,"0",14,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","42",7.5,"2",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","43",2,"1",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","44",6.5,"2",13.5,13,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Persoonia falcata","45",7,"2",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","46",8.5,"2",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","47",14.5,"1",12,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Owenia vernicosa","48",9.5,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","49",11.5,"2",21,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Croton arnhemicus","50",3.5,"2",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","51",11.5,"2",17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Terminalia carpentariae","52",6.5,"1",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Owenia vernicosa","53",8,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Persoonia falcata","54",15,"2",9.5,5,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","55",10,"1",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","56",6.5,"2",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","57",3.5,"2",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","58",14.5,"2",25,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Denhamia obscura","59",9.5,"2",14.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Acacia lamprocarpa","60",8.5,"2",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","61",16.5,"2",21,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","62",17,"1",19,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Eucalyptus tetrodonta","63",8,"1",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","64",6.5,"2",12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Erythrophleum chlorostachys","65",0,"2",18,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T1","Livistona humilis","82",5,"1",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","1",15.6,"1",32.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Denhamia obscura","2",6.5,"1",16.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","3",3.8,"1",7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Gardenia megasperma","4",2.8,"1",5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","6",8,"1",31.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","7",9,"1",7.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","8",7,"3",24,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","9",4.6,"1",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","10",7.5,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","11",6.5,"1",6.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","12",15,"1",43.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","13",9,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","14",4.5,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","15",6,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","16",5.5,"1",7.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Corymbia confertiflora","17",7,"0",6.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","18",14,"1",15.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","19",7.2,"1",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","20",6.5,"1",7.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","21",9,"1",20.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","22",18,"1",28.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","23",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T2","Buchanania obovata","24",8.2,"1",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","25",12,"1",13.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","26",7,"1",13.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","27",4,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","28",17.7,"1",15.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","29",9.6,"1",11.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","30",0,"0",16.5,0,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","31",23.9,"1",42,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Planchonella arnhemica","32",5,"1",6.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","33",2,"1",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","34",8,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","35",7,"1",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","36",10,"1",10.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","37",7,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Brachychiton megaphyllus","38",6,"1",6.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","39",4,"1",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Syzygium suborbiculare","40",11,"1",18.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Buchanania obovata","41",12,"1",15.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","42",9.2,"1",7.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","43",3,"1",11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","44",8,"1",13.5,12.3,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Persoonia falcata","45",8,"1",9.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","46",9.3,"1",7.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","47",15.5,"1",15.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Owenia vernicosa","48",10,"1",9.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","49",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T2","Croton arnhemicus","50",4,"1",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","51",12.5,"1",19.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Terminalia carpentariae","52",9,"1",9.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Owenia vernicosa","53",9,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Persoonia falcata","54",13,"1",11.7,6.4,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","55",11,"1",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","56",10.5,"1",11.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","57",5.5,"1",6.3,5.2,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","58",14.9,"1",26.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Denhamia obscura","59",18,"0",15.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","60",8.9,"1",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","61",20,"1",23.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","62",20,"1",19.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","63",9,"1",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","64",8.5,"1",13.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythrophleum chlorostachys","65",0,"0",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T2","Acacia lamprocarpa","66",5.5,"1",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Erythroxylum ellipticum","67",4,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","68",5.5,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","69",4.5,"1",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","70",7,"1",5.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","71",7,"0",5.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Eucalyptus tetrodonta","72",8,"1",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Acacia lamprocarpa","73",6,"1",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T2","Livistona humilis","82",5.5,"1",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Eucalyptus tetrodonta","1",11,"1",32,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Denhamia obscura","2",9.5,"2",17.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Livistona humilis","3",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Gardenia megasperma","4",2.5,"2",0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Eucalyptus tetrodonta","6",12,"0",31.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Terminalia carpentariae","7",8,"0",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Erythrophleum chlorostachys","8",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Erythrophleum chlorostachys","9",4.8,"1",5.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Terminalia carpentariae","10",7.8,"1",6.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Terminalia carpentariae","11",6.5,"0",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Eucalyptus tetrodonta","12",21,"1",43.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Terminalia carpentariae","13",9,"1",8.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Livistona humilis","14",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Livistona humilis","15",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Livistona humilis","16",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Corymbia confertiflora","17",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Eucalyptus tetrodonta","18",14,"0",16.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Erythrophleum chlorostachys","19",7,"0",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Erythrophleum chlorostachys","20",6,"2",7.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Erythrophleum chlorostachys","21",8,"2",21.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Eucalyptus tetrodonta","22",19,"1",29.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Acacia lamprocarpa","23",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","11","T3","Buchanania obovata","24",8.5,"1",10.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Eucalyptus tetrodonta","25",13,"1",14.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Erythrophleum chlorostachys","26",7,"2",13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","11","T3","Livistona humilis","27",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE
