YEAR,SQUARE_ID,PLOT_ID,AMALG_PTYPE,BRC_NUMBER,BRC_NAMES,TOTAL_COVER
1978,CMBROG,QOZMAYHBSB,X,92040,Agrostis capillaris,1
1978,CMBROG,QOZMAYHBSB,X,820206,Dicranum scoparium,1
1978,CMBROG,QOZMAYHBSB,X,820346,Hylocomium splendens,1
1978,CMBROG,QOZMAYHBSB,X,820351,Hypnum cupressiforme sens.lat.,20
1978,CMBROG,QOZMAYHBSB,X,820459,Plagiothecium undulatum,1
1978,CMBROG,QOZMAYHBSB,X,820463,Pleurozium schreberi,1
1978,CMBROG,QOZMAYHBSB,X,820482,Polytrichum commune,5
1978,CMBROG,QOZMAYHBSB,X,820507,Pseudoscleropodium purum,1
1978,CMBROG,QOZMAYHBSB,X,820533,Rhytidiadelphus squarrosus,1
1978,CMBROG,QOZMAYHBSB,X,910665,Dryopteris filix-mas,1
1978,CMBROG,QOZMAYHBSB,X,920309,Calluna vulgaris,50
1978,CMBROG,QOZMAYHBSB,X,920522,Cirsium vulgare,1
1978,CMBROG,QOZMAYHBSB,X,920627,Deschampsia cespitosa,1
1978,CMBROG,QOZMAYHBSB,X,920628,Deschampsia flexuosa,5
1978,CMBROG,QOZMAYHBSB,X,920726,Erica cinerea,10
1978,CMBROG,QOZMAYHBSB,X,920878,Galium saxatile,1
1978,CMBROG,QOZMAYHBSB,X,920940,Gnaphalium sylvaticum,1
1978,CMBROG,QOZMAYHBSB,X,920983,Holcus lanatus,1
1978,CMBROG,QOZMAYHBSB,X,5505962,Cladonia sp.,1
1978,CMBROG,QOZMAYHBSB,X,9201209,Luzula sylvatica,1
1978,CMBROG,QOZMAYHBSB,X,9201484,Pinus sylvestris,30
1978,CMBROG,QOZMAYHBSB,X,9201488,Plantago major,1
1978,CMBROG,QOZMAYHBSB,X,9201495,Poa annua,1
1978,CMBROG,QOZMAYHBSB,X,9201588,Potentilla erecta,1
1978,CMBROG,QOZMAYHBSB,X,9201610,Prunella vulgaris,1
1978,CMBROG,QOZMAYHBSB,X,9201735,Rumex acetosella,1
1978,CMBROG,QOZMAYHBSB,X,9201822,Cytisus scoparius,1
1978,CMBROG,QOZMAYHBSB,X,9202136,Vaccinium myrtillus,1
1978,CMBROG,QOZMAYHBSB,X,9202173,Veronica officinalis,1
1978,CMBROG,QOZMAYHBSB,X,9202401,Picea sitchensis,1
1978,CMBROG,QOZMAYHBSB,X,9202560,Hieracium 'indeterminate',1
1978,CMBROG,QOZMAYHBSB,X,9205049,Luzula campestris/multiflora,1
1978,CMBROG,QOZMAYHBSB,X,9205193,Rhinanthus sp.,1
1978,CMBROG,QOZMAYHBSB,X,9205207,Sagina sp.,1
1978,CMBROG,QOZMAYHBSB,X,20000223,Hypochoeris spp./Leontodon spp.,1
1978,CMBROG,QOZMAYHBSB,X,20000559,Sphagnum (green/thin),5
1978,CMBROG,QODDJBKSSY,X,820206,Dicranum scoparium,1
1978,CMBROG,QODDJBKSSY,X,820351,Hypnum cupressiforme sens.lat.,30
1978,CMBROG,QODDJBKSSY,X,820463,Pleurozium schreberi,1
1978,CMBROG,QODDJBKSSY,X,820482,Polytrichum commune,1
1978,CMBROG,QODDJBKSSY,X,820533,Rhytidiadelphus squarrosus,1
1978,CMBROG,QODDJBKSSY,X,920309,Calluna vulgaris,90
1978,CMBROG,QODDJBKSSY,X,920628,Deschampsia flexuosa,1
1978,CMBROG,QODDJBKSSY,X,920726,Erica cinerea,1
1978,CMBROG,QODDJBKSSY,X,5505962,Cladonia sp.,1
1978,CMBROG,QODDJBKSSY,X,9201484,Pinus sylvestris,10
1978,CMBROG,QODDJBKSSY,X,9202136,Vaccinium myrtillus,1
1978,CMBROG,QODDJBKSSY,X,9202401,Picea sitchensis,60
1978,CMBROG,DYUSBORGCU,X,820206,Dicranum scoparium,1
1978,CMBROG,DYUSBORGCU,X,820351,Hypnum cupressiforme sens.lat.,1
1978,CMBROG,DYUSBORGCU,X,820459,Plagiothecium undulatum,1
1978,CMBROG,DYUSBORGCU,X,820463,Pleurozium schreberi,1
1978,CMBROG,DYUSBORGCU,X,820482,Polytrichum commune,1
1978,CMBROG,DYUSBORGCU,X,820534,Rhytidiadelphus triquetrus,1
1978,CMBROG,DYUSBORGCU,X,820599,Thuidium tamariscinum,1
1978,CMBROG,DYUSBORGCU,X,920309,Calluna vulgaris,1
1978,CMBROG,DYUSBORGCU,X,920628,Deschampsia flexuosa,1
1978,CMBROG,DYUSBORGCU,X,920726,Erica cinerea,1
1978,CMBROG,DYUSBORGCU,X,9201484,Pinus sylvestris,1
1978,CMBROG,DYUSBORGCU,X,9202136,Vaccinium myrtillus,1
1978,CMBROG,DYUSBORGCU,X,9202401,Picea sitchensis,90
1978,CMBROG,NDEPSJZEIN,X,92035,Agrostis canina sens.lat.,1
1978,CMBROG,NDEPSJZEIN,X,820206,Dicranum scoparium,1
1978,CMBROG,NDEPSJZEIN,X,820346,Hylocomium splendens,1
1978,CMBROG,NDEPSJZEIN,X,820351,Hypnum cupressiforme sens.lat.,10
1978,CMBROG,NDEPSJZEIN,X,820463,Pleurozium schreberi,10
1978,CMBROG,NDEPSJZEIN,X,820482,Polytrichum commune,5
1978,CMBROG,NDEPSJZEIN,X,820532,Rhytidiadelphus loreus,1
1978,CMBROG,NDEPSJZEIN,X,920309,Calluna vulgaris,75
1978,CMBROG,NDEPSJZEIN,X,920628,Deschampsia flexuosa,1
1978,CMBROG,NDEPSJZEIN,X,920726,Erica cinerea,1
1978,CMBROG,NDEPSJZEIN,X,920878,Galium saxatile,1
1978,CMBROG,NDEPSJZEIN,X,920984,Holcus mollis,1
1978,CMBROG,NDEPSJZEIN,X,9201067,Juncus effusus,5
1978,CMBROG,NDEPSJZEIN,X,9201075,Juncus squarrosus,1
1978,CMBROG,NDEPSJZEIN,X,9201307,Molinia caerulea,1
1978,CMBROG,NDEPSJZEIN,X,9201484,Pinus sylvestris,20
1978,CMBROG,NDEPSJZEIN,X,9201588,Potentilla erecta,1
1978,CMBROG,NDEPSJZEIN,X,9202401,Picea sitchensis,20
1978,CMBROG,NDEPSJZEIN,X,20000559,Sphagnum (green/thin),30
1978,CMBROG,FKODRAZGHO,X,820206,Dicranum scoparium,1
1978,CMBROG,FKODRAZGHO,X,820346,Hylocomium splendens,1
1978,CMBROG,FKODRAZGHO,X,820459,Plagiothecium undulatum,1
1978,CMBROG,FKODRAZGHO,X,820482,Polytrichum commune,1
1978,CMBROG,FKODRAZGHO,X,920628,Deschampsia flexuosa,1
1978,CMBROG,FKODRAZGHO,X,5505962,Cladonia sp.,1
1978,CMBROG,FKODRAZGHO,X,9202401,Picea sitchensis,99
1978,DLHRIK,FOGZTGUZNR,RV,9207,Achillea millefolium,1
1978,DLHRIK,FOGZTGUZNR,RV,920109,Angelica sylvestris,1
1978,DLHRIK,FOGZTGUZNR,RV,920125,Anthriscus sylvestris,1
1978,DLHRIK,FOGZTGUZNR,RV,920467,Cerastium fontanum,1
1978,DLHRIK,FOGZTGUZNR,RV,920607,Dactylis glomerata,1
1978,DLHRIK,FOGZTGUZNR,RV,920824,Festuca rubra agg.,1
1978,DLHRIK,FOGZTGUZNR,RV,920968,Heracleum sphondylium,1
1978,DLHRIK,FOGZTGUZNR,RV,920983,Holcus lanatus,1
1978,DLHRIK,FOGZTGUZNR,RV,9201116,Lathyrus pratensis,1
1978,DLHRIK,FOGZTGUZNR,RV,9201183,Lolium perenne,1
1978,DLHRIK,FOGZTGUZNR,RV,9201487,Plantago lanceolata,1
1978,DLHRIK,FOGZTGUZNR,RV,9201495,Poa annua,1
1978,DLHRIK,FOGZTGUZNR,RV,9201507,Poa trivialis,1
1978,DLHRIK,FOGZTGUZNR,RV,9201584,Potentilla anserina,1
1978,DLHRIK,FOGZTGUZNR,RV,9201734,Rumex acetosa,1
1978,DLHRIK,FOGZTGUZNR,RV,9201899,Senecio jacobaea,1
1978,DLHRIK,FOGZTGUZNR,RV,9202034,Taraxacum agg.,1
1978,DLHRIK,FOGZTGUZNR,RV,9202092,Trifolium repens,1
1978,DLHRIK,FOGZTGUZNR,RV,9202168,Veronica chamaedrys,1
1978,DLHRIK,FOGZTGUZNR,RV,9202198,Vicia sepium,1
1978,DLHRIK,FOGZTGUZNR,RV,20000223,Hypochoeris spp./Leontodon spp.,1
1978,DLHRIK,LEKEUAVFIW,RV,92033,Elytrigia repens,1
1978,DLHRIK,LEKEUAVFIW,RV,920109,Angelica sylvestris,1
1978,DLHRIK,LEKEUAVFIW,RV,920607,Dactylis glomerata,1
1978,DLHRIK,LEKEUAVFIW,RV,920810,Fagus sylvatica,1
1978,DLHRIK,LEKEUAVFIW,RV,920873,Galium aparine,1
1978,DLHRIK,LEKEUAVFIW,RV,920968,Heracleum sphondylium,1
1978,DLHRIK,LEKEUAVFIW,RV,920983,Holcus lanatus,1
1978,DLHRIK,LEKEUAVFIW,RV,9201183,Lolium perenne,1
1978,DLHRIK,LEKEUAVFIW,RV,9201242,Matricaria discoidea,1
1978,DLHRIK,LEKEUAVFIW,RV,9201487,Plantago lanceolata,1
1978,DLHRIK,LEKEUAVFIW,RV,9201488,Plantago major,1
1978,DLHRIK,LEKEUAVFIW,RV,9201507,Poa trivialis,1
1978,DLHRIK,LEKEUAVFIW,RV,9201522,Polygonum aviculare agg.,1
1978,DLHRIK,LEKEUAVFIW,RV,9201660,Ranunculus repens,1
1978,DLHRIK,LEKEUAVFIW,RV,9201729,Rubus idaeus,1
1978,DLHRIK,KGEYWUQVYT,SW,92033,Elytrigia repens,1
1978,DLHRIK,KGEYWUQVYT,SW,920125,Anthriscus sylvestris,1
1978,DLHRIK,KGEYWUQVYT,SW,920515,Cirsium arvense,1
1978,DLHRIK,KGEYWUQVYT,SW,920933,Glyceria fluitans,1
1978,DLHRIK,KGEYWUQVYT,SW,920968,Heracleum sphondylium,1
1978,DLHRIK,KGEYWUQVYT,SW,920983,Holcus lanatus,1
1978,DLHRIK,KGEYWUQVYT,SW,9201348,Rorippa nasturtium-aquaticum agg.,1
1978,DLHRIK,KGEYWUQVYT,SW,9201660,Ranunculus repens,1
1978,DLHRIK,KGEYWUQVYT,SW,9201745,Rumex hydrolapathum,1
1978,DLHRIK,KGEYWUQVYT,SW,9201748,Rumex obtusifolius,1
1978,DLHRIK,KGEYWUQVYT,SW,9202126,Urtica dioica,1
1978,DLHRIK,KGEYWUQVYT,SW,9202198,Vicia sepium,1
1978,DLHRIK,KGEYWUQVYT,SW,9204542,Myosotis seedling/sp,1
1978,DLHRIK,AFMMUDFACP,SW,82081,Brachythecium rutabulum,1
1978,DLHRIK,AFMMUDFACP,SW,92033,Elytrigia repens,1
1978,DLHRIK,AFMMUDFACP,SW,920109,Angelica sylvestris,1
1978,DLHRIK,AFMMUDFACP,SW,920169,Arrhenatherum elatius,1
1978,DLHRIK,AFMMUDFACP,SW,920310,Caltha palustris,1
1978,DLHRIK,AFMMUDFACP,SW,920515,Cirsium arvense,1
1978,DLHRIK,AFMMUDFACP,SW,920540,Conium maculatum,1
1978,DLHRIK,AFMMUDFACP,SW,920607,Dactylis glomerata,1
1978,DLHRIK,AFMMUDFACP,SW,920968,Heracleum sphondylium,1
1978,DLHRIK,AFMMUDFACP,SW,920984,Holcus mollis,1
1978,DLHRIK,AFMMUDFACP,SW,2000070,Cardamine hirsuta/flexuosa,1
1978,DLHRIK,AFMMUDFACP,SW,9201116,Lathyrus pratensis,1
1978,DLHRIK,AFMMUDFACP,SW,9201348,Rorippa nasturtium-aquaticum agg.,1
1978,DLHRIK,AFMMUDFACP,SW,9201507,Poa trivialis,1
1978,DLHRIK,AFMMUDFACP,SW,9201642,Ranunculus acris,1
1978,DLHRIK,AFMMUDFACP,SW,9201660,Ranunculus repens,1
1978,DLHRIK,AFMMUDFACP,SW,9201734,Rumex acetosa,1
1978,DLHRIK,AFMMUDFACP,SW,9201748,Rumex obtusifolius,1
1978,DLHRIK,AFMMUDFACP,SW,9202033,Tanacetum vulgare,1
1978,DLHRIK,AFMMUDFACP,SW,9202126,Urtica dioica,1
1978,DLHRIK,AFMMUDFACP,SW,9202166,Veronica beccabunga,1
1978,DLHRIK,AFMMUDFACP,SW,9202198,Vicia sepium,1
1978,DLHRIK,AFMMUDFACP,SW,9202516,Vicia sativa,1
1978,DLHRIK,AFMMUDFACP,SW,9204530,Epilobium sp.,1
1978,DLHRIK,AFMMUDFACP,SW,9204542,Myosotis seedling/sp,1
1978,DLHRIK,TUTTNJTJTT,X,9201103,Lamium purpureum,1
1978,DLHRIK,TUTTNJTJTT,X,9201242,Matricaria discoidea,5
1978,DLHRIK,TUTTNJTJTT,X,9201495,Poa annua,1
1978,DLHRIK,TUTTNJTJTT,X,9201522,Polygonum aviculare agg.,1
1978,DLHRIK,TUTTNJTJTT,X,9202012,Stellaria media,1
1978,DLHRIK,TUTTNJTJTT,X,9204368,Hordeum distichon sens.lat.,80
1978,DLHRIK,CPQRPKXPZZ,X,92039,Agrostis stolonifera,5
1978,DLHRIK,CPQRPKXPZZ,X,92082,Alopecurus geniculatus,1
1978,DLHRIK,CPQRPKXPZZ,X,920231,Bellis perennis,1
1978,DLHRIK,CPQRPKXPZZ,X,920467,Cerastium fontanum,1
1978,DLHRIK,CPQRPKXPZZ,X,920607,Dactylis glomerata,1
1978,DLHRIK,CPQRPKXPZZ,X,920983,Holcus lanatus,5
1978,DLHRIK,CPQRPKXPZZ,X,9201183,Lolium perenne,30
1978,DLHRIK,CPQRPKXPZZ,X,9201242,Matricaria discoidea,1
1978,DLHRIK,CPQRPKXPZZ,X,9201495,Poa annua,1
1978,DLHRIK,CPQRPKXPZZ,X,9201507,Poa trivialis,5
1978,DLHRIK,CPQRPKXPZZ,X,9201660,Ranunculus repens,1
1978,DLHRIK,CPQRPKXPZZ,X,9202012,Stellaria media,1
1978,DLHRIK,CPQRPKXPZZ,X,9202091,Trifolium pratense,10
1978,DLHRIK,CPQRPKXPZZ,X,9202092,Trifolium repens,15
1978,DLHRIK,CPQRPKXPZZ,X,9202247,Phleum pratense sens.lat.,10
1978,DLHRIK,DWZKKPXWEN,X,9201103,Lamium purpureum,1
1978,DLHRIK,DWZKKPXWEN,X,9201242,Matricaria discoidea,5
1978,DLHRIK,DWZKKPXWEN,X,9201495,Poa annua,1
1978,DLHRIK,DWZKKPXWEN,X,9201522,Polygonum aviculare agg.,1
1978,DLHRIK,DWZKKPXWEN,X,9202012,Stellaria media,1
1978,DLHRIK,DWZKKPXWEN,X,9204368,Hordeum distichon sens.lat.,80
1978,DLHRIK,KAATMFDDHM,X,920607,Dactylis glomerata,1
1978,DLHRIK,KAATMFDDHM,X,920983,Holcus lanatus,1
1978,DLHRIK,KAATMFDDHM,X,9201183,Lolium perenne,40
1978,DLHRIK,KAATMFDDHM,X,9201242,Matricaria discoidea,1
1978,DLHRIK,KAATMFDDHM,X,9201495,Poa annua,1
1978,DLHRIK,KAATMFDDHM,X,9202091,Trifolium pratense,1
1978,DLHRIK,KAATMFDDHM,X,9202092,Trifolium repens,10
1978,DLHRIK,KAATMFDDHM,X,9202247,Phleum pratense sens.lat.,20
1978,DLHRIK,PDHWGKKUVB,X,920254,Brassica rapa,1
1978,DLHRIK,PDHWGKKUVB,X,920467,Cerastium fontanum,1
1978,DLHRIK,PDHWGKKUVB,X,9201098,Lamium album,1
1978,DLHRIK,PDHWGKKUVB,X,9201103,Lamium purpureum,1
1978,DLHRIK,PDHWGKKUVB,X,9201183,Lolium perenne,5
1978,DLHRIK,PDHWGKKUVB,X,9201242,Matricaria discoidea,10
1978,DLHRIK,PDHWGKKUVB,X,9201522,Polygonum aviculare agg.,1
1978,DLHRIK,PDHWGKKUVB,X,9202012,Stellaria media,1
1978,DLHRIK,PDHWGKKUVB,X,9202092,Trifolium repens,1
1978,DLHRIK,PDHWGKKUVB,X,9204368,Hordeum distichon sens.lat.,70
1978,NPWDRZ,GFUBECDQFH,SW,9207,Achillea millefolium,1
1978,NPWDRZ,GFUBECDQFH,SW,92040,Agrostis capillaris,10
1978,NPWDRZ,GFUBECDQFH,SW,92058,Alchemilla vulgaris agg.,1
1978,NPWDRZ,GFUBECDQFH,SW,820346,Hylocomium splendens,1
1978,NPWDRZ,GFUBECDQFH,SW,820482,Polytrichum commune,10
1978,NPWDRZ,GFUBECDQFH,SW,820507,Pseudoscleropodium purum,1
1978,NPWDRZ,GFUBECDQFH,SW,820533,Rhytidiadelphus squarrosus,1
1978,NPWDRZ,GFUBECDQFH,SW,820599,Thuidium tamariscinum,1
1978,NPWDRZ,GFUBECDQFH,SW,910244,Blechnum spicant,1
1978,NPWDRZ,GFUBECDQFH,SW,920121,Anthoxanthum odoratum,1
1978,NPWDRZ,GFUBECDQFH,SW,920309,Calluna vulgaris,40
1978,NPWDRZ,GFUBECDQFH,SW,920520,Cirsium palustre,1
1978,NPWDRZ,GFUBECDQFH,SW,920628,Deschampsia flexuosa,1
1978,NPWDRZ,GFUBECDQFH,SW,920878,Galium saxatile,1
1978,NPWDRZ,GFUBECDQFH,SW,9102051,Oreopteris limbosperma,1
1978,NPWDRZ,GFUBECDQFH,SW,9201067,Juncus effusus,20
1978,NPWDRZ,GFUBECDQFH,SW,9201075,Juncus squarrosus,10
1978,NPWDRZ,GFUBECDQFH,SW,9201172,Listera cordata,1
1978,NPWDRZ,GFUBECDQFH,SW,9201344,Nardus stricta,1
1978,NPWDRZ,GFUBECDQFH,SW,9201588,Potentilla erecta,1
1978,NPWDRZ,GFUBECDQFH,SW,9201607,Primula vulgaris,1
1978,NPWDRZ,GFUBECDQFH,SW,9201642,Ranunculus acris,1
1978,NPWDRZ,GFUBECDQFH,SW,9202092,Trifolium repens,1
1978,NPWDRZ,GFUBECDQFH,SW,9202215,Viola palustris,1
1978,NPWDRZ,GFUBECDQFH,SW,9202243,Euphrasia officinalis agg.,1
1978,NPWDRZ,GFUBECDQFH,SW,20000559,Sphagnum (green/thin),1
1978,NPWDRZ,CQGQUNPWPW,SW,9209,Achillea ptarmica,1
1978,NPWDRZ,CQGQUNPWPW,SW,92040,Agrostis capillaris,1
1978,NPWDRZ,CQGQUNPWPW,SW,820482,Polytrichum commune,1
1978,NPWDRZ,CQGQUNPWPW,SW,820533,Rhytidiadelphus squarrosus,1
1978,NPWDRZ,CQGQUNPWPW,SW,910244,Blechnum spicant,1
1978,NPWDRZ,CQGQUNPWPW,SW,920121,Anthoxanthum odoratum,1
1978,NPWDRZ,CQGQUNPWPW,SW,920231,Bellis perennis,1
1978,NPWDRZ,CQGQUNPWPW,SW,920309,Calluna vulgaris,50
1978,NPWDRZ,CQGQUNPWPW,SW,920349,Carex bigelowii,1
1978,NPWDRZ,CQGQUNPWPW,SW,920370,Carex echinata,1
1978,NPWDRZ,CQGQUNPWPW,SW,920467,Cerastium fontanum,1
1978,NPWDRZ,CQGQUNPWPW,SW,920520,Cirsium palustre,1
1978,NPWDRZ,CQGQUNPWPW,SW,920684,Empetrum nigrum,1
1978,NPWDRZ,CQGQUNPWPW,SW,920826,Festuca vivipara,1
1978,NPWDRZ,CQGQUNPWPW,SW,920878,Galium saxatile,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201067,Juncus effusus,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201075,Juncus squarrosus,15
1978,NPWDRZ,CQGQUNPWPW,SW,9201221,Lysimachia nemorum,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201307,Molinia caerulea,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201344,Nardus stricta,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201507,Poa trivialis,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201588,Potentilla erecta,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201610,Prunella vulgaris,1
1978,NPWDRZ,CQGQUNPWPW,SW,9201651,Ranunculus flammula,1
1978,NPWDRZ,CQGQUNPWPW,SW,9202136,Vaccinium myrtillus,1
1978,NPWDRZ,CQGQUNPWPW,SW,9202215,Viola palustris,1
1978,NPWDRZ,CQGQUNPWPW,SW,9202243,Euphrasia officinalis agg.,1
1978,NPWDRZ,CQGQUNPWPW,SW,20000323,Polygala vulgaris/serpyllifolia,1
1978,NPWDRZ,CQGQUNPWPW,SW,20000558,Sphagnum (green/fat),5
1978,NPWDRZ,CQGQUNPWPW,SW,20000559,Sphagnum (green/thin),1
1978,NPWDRZ,PEUWLJOEBF,X,820482,Polytrichum commune,1
1978,NPWDRZ,PEUWLJOEBF,X,920309,Calluna vulgaris,30
1978,NPWDRZ,PEUWLJOEBF,X,920610,Dactylorhiza maculata,1
1978,NPWDRZ,PEUWLJOEBF,X,920731,Erica tetralix,1
1978,NPWDRZ,PEUWLJOEBF,X,920740,Eriophorum angustifolium,10
1978,NPWDRZ,PEUWLJOEBF,X,920744,Eriophorum vaginatum,40
1978,NPWDRZ,PEUWLJOEBF,X,9201075,Juncus squarrosus,1
1978,NPWDRZ,PEUWLJOEBF,X,9201307,Molinia caerulea,10
1978,NPWDRZ,PEUWLJOEBF,X,9201588,Potentilla erecta,1
1978,NPWDRZ,PEUWLJOEBF,X,9201858,Trichophorum cespitosum,1
1978,NPWDRZ,PEUWLJOEBF,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NPWDRZ,PEUWLJOEBF,X,20000558,Sphagnum (green/fat),1
1978,NPWDRZ,PEUWLJOEBF,X,200001598,Sphagnum (red/thin),5
1978,NPWDRZ,KAVFKIJWVN,X,920309,Calluna vulgaris,20
1978,NPWDRZ,KAVFKIJWVN,X,920731,Erica tetralix,1
1978,NPWDRZ,KAVFKIJWVN,X,920740,Eriophorum angustifolium,1
1978,NPWDRZ,KAVFKIJWVN,X,920744,Eriophorum vaginatum,30
1978,NPWDRZ,KAVFKIJWVN,X,9201075,Juncus squarrosus,1
1978,NPWDRZ,KAVFKIJWVN,X,9201307,Molinia caerulea,10
1978,NPWDRZ,KAVFKIJWVN,X,9201345,Narthecium ossifragum,1
1978,NPWDRZ,KAVFKIJWVN,X,9201588,Potentilla erecta,1
1978,NPWDRZ,KAVFKIJWVN,X,9201858,Trichophorum cespitosum,30
1978,NPWDRZ,KAVFKIJWVN,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NPWDRZ,KAVFKIJWVN,X,200001598,Sphagnum (red/thin),5
1978,NPWDRZ,PZFWLORHWH,X,920309,Calluna vulgaris,30
1978,NPWDRZ,PZFWLORHWH,X,920684,Empetrum nigrum,1
1978,NPWDRZ,PZFWLORHWH,X,920731,Erica tetralix,1
1978,NPWDRZ,PZFWLORHWH,X,920740,Eriophorum angustifolium,5
1978,NPWDRZ,PZFWLORHWH,X,920744,Eriophorum vaginatum,30
1978,NPWDRZ,PZFWLORHWH,X,5505962,Cladonia sp.,1
1978,NPWDRZ,PZFWLORHWH,X,9201075,Juncus squarrosus,1
1978,NPWDRZ,PZFWLORHWH,X,9201307,Molinia caerulea,10
1978,NPWDRZ,PZFWLORHWH,X,9201345,Narthecium ossifragum,1
1978,NPWDRZ,PZFWLORHWH,X,9201588,Potentilla erecta,1
1978,NPWDRZ,PZFWLORHWH,X,9201858,Trichophorum cespitosum,20
1978,NPWDRZ,PZFWLORHWH,X,9202136,Vaccinium myrtillus,1
1978,NPWDRZ,PZFWLORHWH,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NPWDRZ,PZFWLORHWH,X,20000558,Sphagnum (green/fat),1
1978,NPWDRZ,PZFWLORHWH,X,20000559,Sphagnum (green/thin),1
1978,NPWDRZ,PZFWLORHWH,X,200001598,Sphagnum (red/thin),1
1978,NPWDRZ,RPEDWVKMPU,X,920309,Calluna vulgaris,25
1978,NPWDRZ,RPEDWVKMPU,X,920731,Erica tetralix,1
1978,NPWDRZ,RPEDWVKMPU,X,920740,Eriophorum angustifolium,5
1978,NPWDRZ,RPEDWVKMPU,X,920744,Eriophorum vaginatum,60
1978,NPWDRZ,RPEDWVKMPU,X,9201307,Molinia caerulea,5
1978,NPWDRZ,RPEDWVKMPU,X,9201345,Narthecium ossifragum,1
1978,NPWDRZ,RPEDWVKMPU,X,9201588,Potentilla erecta,1
1978,NPWDRZ,RPEDWVKMPU,X,9201858,Trichophorum cespitosum,1
1978,NPWDRZ,RPEDWVKMPU,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NPWDRZ,RPEDWVKMPU,X,20000558,Sphagnum (green/fat),1
1978,NPWDRZ,RPEDWVKMPU,X,200001598,Sphagnum (red/thin),1
1978,NPWDRZ,GOMAPHYJIR,X,820482,Polytrichum commune,1
1978,NPWDRZ,GOMAPHYJIR,X,920309,Calluna vulgaris,70
1978,NPWDRZ,GOMAPHYJIR,X,920684,Empetrum nigrum,1
1978,NPWDRZ,GOMAPHYJIR,X,920731,Erica tetralix,1
1978,NPWDRZ,GOMAPHYJIR,X,920740,Eriophorum angustifolium,1
1978,NPWDRZ,GOMAPHYJIR,X,920744,Eriophorum vaginatum,20
1978,NPWDRZ,GOMAPHYJIR,X,9201067,Juncus effusus,1
1978,NPWDRZ,GOMAPHYJIR,X,9201075,Juncus squarrosus,1
1978,NPWDRZ,GOMAPHYJIR,X,9201307,Molinia caerulea,1
1978,NPWDRZ,GOMAPHYJIR,X,9201588,Potentilla erecta,1
1978,NPWDRZ,GOMAPHYJIR,X,9202136,Vaccinium myrtillus,1
1978,NPWDRZ,GOMAPHYJIR,X,20000558,Sphagnum (green/fat),1
1978,NPWDRZ,GOMAPHYJIR,X,20000559,Sphagnum (green/thin),1
1978,NPWDRZ,GOMAPHYJIR,X,200001598,Sphagnum (red/thin),5
1978,EPDZLB,YBCOLZGOVS,H,92033,Elytrigia repens,1
1978,EPDZLB,YBCOLZGOVS,H,92039,Agrostis stolonifera,5
1978,EPDZLB,YBCOLZGOVS,H,920515,Cirsium arvense,35
1978,EPDZLB,YBCOLZGOVS,H,920522,Cirsium vulgare,1
1978,EPDZLB,YBCOLZGOVS,H,920569,Crataegus monogyna,1
1978,EPDZLB,YBCOLZGOVS,H,920607,Dactylis glomerata,1
1978,EPDZLB,YBCOLZGOVS,H,920873,Galium aparine,15
1978,EPDZLB,YBCOLZGOVS,H,9201242,Matricaria discoidea,1
1978,EPDZLB,YBCOLZGOVS,H,9201507,Poa trivialis,5
1978,EPDZLB,YBCOLZGOVS,H,9201748,Rumex obtusifolius,1
1978,EPDZLB,YBCOLZGOVS,H,9202012,Stellaria media,1
1978,EPDZLB,YBCOLZGOVS,H,9202034,Taraxacum agg.,1
1978,EPDZLB,YBCOLZGOVS,H,9202126,Urtica dioica,5
1978,EPDZLB,YBCOLZGOVS,H,9204446,Quercus seedling/sp,1
1978,EPDZLB,RORYTLYZGE,H,92033,Elytrigia repens,1
1978,EPDZLB,RORYTLYZGE,H,92085,Alopecurus pratensis,35
1978,EPDZLB,RORYTLYZGE,H,910712,Equisetum arvense,1
1978,EPDZLB,RORYTLYZGE,H,920125,Anthriscus sylvestris,1
1978,EPDZLB,RORYTLYZGE,H,920569,Crataegus monogyna,1
1978,EPDZLB,RORYTLYZGE,H,920607,Dactylis glomerata,1
1978,EPDZLB,RORYTLYZGE,H,920823,Festuca pratensis,1
1978,EPDZLB,RORYTLYZGE,H,920983,Holcus lanatus,1
1978,EPDZLB,RORYTLYZGE,H,9201507,Poa trivialis,10
1978,EPDZLB,RORYTLYZGE,H,9201660,Ranunculus repens,1
1978,EPDZLB,RORYTLYZGE,H,9201705,Rosa seedling/sp,1
1978,EPDZLB,RORYTLYZGE,H,9202126,Urtica dioica,15
1978,EPDZLB,TMVECGXRKD,RV,9207,Achillea millefolium,1
1978,EPDZLB,TMVECGXRKD,RV,92033,Elytrigia repens,45
1978,EPDZLB,TMVECGXRKD,RV,920125,Anthriscus sylvestris,1
1978,EPDZLB,TMVECGXRKD,RV,920169,Arrhenatherum elatius,5
