"visit_code_1","survey_year","survey_date","site_code","plot_number","seedling_height","species","abundance"
"2012-734",2012,2012-04-17,"734","3","50-200cm","NULL",NA
"2012-734",2012,2012-04-17,"734","3","200-500cm","NULL",NA
"2012-735",2012,2012-05-08,"735","1","0-10cm","NULL",NA
"2012-735",2012,2012-05-08,"735","1","10-25cm","Tetrarrhena juncea",10
"2012-735",2012,2012-05-08,"735","1","25-50cm","Blechnum wattsii",5
"2012-735",2012,2012-05-08,"735","1","50-200cm","NULL",NA
"2012-735",2012,2012-05-08,"735","1","200-500cm","NULL",NA
"2012-735",2012,2012-05-08,"735","2","0-10cm","Tetrarrhena juncea",3
"2012-735",2012,2012-05-08,"735","2","10-25cm","Blechnum wattsii",1
"2012-735",2012,2012-05-08,"735","2","25-50cm","Blechnum wattsii",1
"2012-735",2012,2012-05-08,"735","2","50-200cm","Polyscias sambucifolia",1
"2012-735",2012,2012-05-08,"735","2","200-500cm","NULL",NA
"2012-735",2012,2012-05-08,"735","3","0-10cm","Tetrarrhena juncea",5
"2012-735",2012,2012-05-08,"735","3","10-25cm","Blechnum wattsii",1
"2012-735",2012,2012-05-08,"735","3","25-50cm","Blechnum wattsii",2
"2012-735",2012,2012-05-08,"735","3","50-200cm","NULL",NA
"2012-735",2012,2012-05-08,"735","3","200-500cm","Polyscias sambucifolia",4
"2012-740",2012,2012-05-09,"740","1","0-10cm","Acaena novae-zelandiae",2
"2012-740",2012,2012-05-09,"740","1","0-10cm","Clematis aristata",1
"2012-740",2012,2012-05-09,"740","1","10-25cm","Poa ensiformis",6
"2012-740",2012,2012-05-09,"740","1","25-50cm","Dianella tasmanica",2
"2012-740",2012,2012-05-09,"740","1","50-200cm","Pteridium esculentum",1
"2012-740",2012,2012-05-09,"740","1","200-500cm","NULL",NA
"2012-740",2012,2012-05-09,"740","2","0-10cm","Viola hederacea",15
"2012-740",2012,2012-05-09,"740","2","0-10cm","Acacia dealbata",1
"2012-740",2012,2012-05-09,"740","2","0-10cm","Poa ensiformis",20
"2012-740",2012,2012-05-09,"740","2","0-10cm","Polyscias sambucifolia",2
"2012-740",2012,2012-05-09,"740","2","0-10cm","Pomaderris aspera",1
"2012-740",2012,2012-05-09,"740","2","10-25cm","NULL",NA
"2012-740",2012,2012-05-09,"740","2","25-50cm","Pimelea axiflora",1
"2012-740",2012,2012-05-09,"740","2","50-200cm","Pimelea axiflora",1
"2012-740",2012,2012-05-09,"740","2","50-200cm","Pteridium esculentum",1
"2012-740",2012,2012-05-09,"740","2","200-500cm","NULL",NA
"2012-740",2012,2012-05-09,"740","3","0-10cm","NULL",NA
"2012-740",2012,2012-05-09,"740","3","10-25cm","NULL",NA
"2012-740",2012,2012-05-09,"740","3","25-50cm","Dianella tasmanica",1
"2012-740",2012,2012-05-09,"740","3","50-200cm","Lepidosperma elatius",8
"2012-740",2012,2012-05-09,"740","3","50-200cm","Dianella tasmanica",2
"2012-740",2012,2012-05-09,"740","3","200-500cm","NULL",NA
"2012-741",2012,2012-06-07,"741","1","0-10cm","NULL",NA
"2012-741",2012,2012-06-07,"741","1","10-25cm","Blechnum wattsii",1
"2012-741",2012,2012-06-07,"741","1","25-50cm","Blechnum wattsii",1
"2012-741",2012,2012-06-07,"741","1","25-50cm","Polystichum proliferum",2
"2012-741",2012,2012-06-07,"741","1","50-200cm","Blechnum wattsii",1
"2012-741",2012,2012-06-07,"741","1","200-500cm","NULL",NA
"2012-741",2012,2012-06-07,"741","2","0-10cm","NULL",NA
"2012-741",2012,2012-06-07,"741","2","10-25cm","Tetrarrhena juncea",1
"2012-741",2012,2012-06-07,"741","2","25-50cm","Polystichum proliferum",1
"2012-741",2012,2012-06-07,"741","2","50-200cm","Blechnum wattsii",6
"2012-741",2012,2012-06-07,"741","2","200-500cm","NULL",NA
"2012-741",2012,2012-06-07,"741","3","0-10cm","NULL",NA
"2012-741",2012,2012-06-07,"741","3","10-25cm","NULL",NA
"2012-741",2012,2012-06-07,"741","3","25-50cm","Tasmannia lanceolata",1
"2012-741",2012,2012-06-07,"741","3","50-200cm","NULL",NA
"2012-741",2012,2012-06-07,"741","3","200-500cm","NULL",NA
"2012-744",2012,2012-05-29,"744","1","0-10cm","Stellaria flaccida",10
"2012-744",2012,2012-05-29,"744","1","10-25cm","NULL",NA
"2012-744",2012,2012-05-29,"744","1","25-50cm","NULL",NA
"2012-744",2012,2012-05-29,"744","1","50-200cm","Senecio velleioides",2
"2012-744",2012,2012-05-29,"744","1","50-200cm","Pteridium esculentum",1
"2012-744",2012,2012-05-29,"744","1","200-500cm","NULL",NA
"2012-744",2012,2012-05-29,"744","2","0-10cm","Hydrocotyle hirta",3
"2012-744",2012,2012-05-29,"744","2","0-10cm","Viola hederacea",4
"2012-744",2012,2012-05-29,"744","2","10-25cm","NULL",NA
"2012-744",2012,2012-05-29,"744","2","25-50cm","Prostanthera melissifolia",17
"2012-744",2012,2012-05-29,"744","2","50-200cm","Senecio velleioides",2
"2012-744",2012,2012-05-29,"744","2","200-500cm","NULL",NA
"2012-744",2012,2012-05-29,"744","3","0-10cm","Tetrarrhena juncea",1
"2012-744",2012,2012-05-29,"744","3","0-10cm","Hydrocotyle hirta",1
"2012-744",2012,2012-05-29,"744","3","10-25cm","NULL",NA
"2012-744",2012,2012-05-29,"744","3","25-50cm","NULL",NA
"2012-744",2012,2012-05-29,"744","3","50-200cm","NULL",NA
"2012-744",2012,2012-05-29,"744","3","200-500cm","NULL",NA
"2012-745",2012,2012-04-27,"745","1","0-10cm","Hydrocotyle hirta",2
"2012-745",2012,2012-04-27,"745","1","10-25cm","Tetrarrhena juncea",5
"2012-745",2012,2012-04-27,"745","1","25-50cm","Pimelea axiflora",2
"2012-745",2012,2012-04-27,"745","1","25-50cm","Clematis aristata",1
"2012-745",2012,2012-04-27,"745","1","50-200cm","Eucalyptus regnans",5
"2012-745",2012,2012-04-27,"745","1","50-200cm","Correa lawrenciana",2
"2012-745",2012,2012-04-27,"745","1","200-500cm","Eucalyptus regnans",1
"2012-745",2012,2012-04-27,"745","2","0-10cm","Oreomyrrhis eriopoda",4
"2012-745",2012,2012-04-27,"745","2","0-10cm","Hydrocotyle hirta",4
"2012-745",2012,2012-04-27,"745","2","0-10cm","Tetrarrhena juncea",1
"2012-745",2012,2012-04-27,"745","2","10-25cm","Acacia frigescens",1
"2012-745",2012,2012-04-27,"745","2","10-25cm","Prostanthera melissifolia",2
"2012-745",2012,2012-04-27,"745","2","10-25cm","Correa lawrenciana",4
"2012-745",2012,2012-04-27,"745","2","25-50cm","Prostanthera melissifolia",1
"2012-745",2012,2012-04-27,"745","2","25-50cm","Correa lawrenciana",1
"2012-745",2012,2012-04-27,"745","2","50-200cm","NULL",NA
"2012-745",2012,2012-04-27,"745","2","200-500cm","NULL",NA
"2012-745",2012,2012-04-27,"745","3","0-10cm","Hydrocotyle hirta",1
"2012-745",2012,2012-04-27,"745","3","10-25cm","Tetrarrhena juncea",3
"2012-745",2012,2012-04-27,"745","3","25-50cm","NULL",NA
"2012-745",2012,2012-04-27,"745","3","50-200cm","Polystichum proliferum",3
"2012-745",2012,2012-04-27,"745","3","200-500cm","NULL",NA
"2012-746",2012,2012-04-17,"746","1","0-10cm","Histiopteris incisa",1
"2012-746",2012,2012-04-17,"746","1","10-25cm","NULL",NA
"2012-746",2012,2012-04-17,"746","1","25-50cm","Tetrarrhena juncea",10
"2012-746",2012,2012-04-17,"746","1","50-200cm","Zieria arborescens",1
"2012-746",2012,2012-04-17,"746","1","50-200cm","Histiopteris incisa",4
"2012-746",2012,2012-04-17,"746","1","200-500cm","NULL",NA
"2012-746",2012,2012-04-17,"746","2","0-10cm","NULL",NA
"2012-746",2012,2012-04-17,"746","2","10-25cm","Olearia phlogopappa",1
"2012-746",2012,2012-04-17,"746","2","10-25cm","Tetrarrhena juncea",5
"2012-746",2012,2012-04-17,"746","2","25-50cm","Coprosma quadrifida",1
"2012-746",2012,2012-04-17,"746","2","25-50cm","Polyscias sambucifolia",4
"2012-746",2012,2012-04-17,"746","2","25-50cm","Histiopteris incisa",1
"2012-746",2012,2012-04-17,"746","2","50-200cm","NULL",NA
"2012-746",2012,2012-04-17,"746","2","200-500cm","NULL",NA
"2012-746",2012,2012-04-17,"746","3","0-10cm","Galium propinquum",2
"2012-746",2012,2012-04-17,"746","3","10-25cm","Hedycarya angustifolia",2
"2012-746",2012,2012-04-17,"746","3","25-50cm","Tetrarrhena juncea",20
"2012-746",2012,2012-04-17,"746","3","50-200cm","Histiopteris incisa",2
"2012-746",2012,2012-04-17,"746","3","200-500cm","NULL",NA
"2012-747",2012,2012-06-06,"747","1","0-10cm","Gonocarpus humilis",2
"2012-747",2012,2012-06-06,"747","1","0-10cm","Tetrarrhena juncea",10
"2012-747",2012,2012-06-06,"747","1","0-10cm","Viola eminens",3
"2012-747",2012,2012-06-06,"747","1","10-25cm","Prostanthera lasianthos",9
"2012-747",2012,2012-06-06,"747","1","25-50cm","Prostanthera lasianthos",10
"2012-747",2012,2012-06-06,"747","1","50-200cm","Prostanthera lasianthos",4
"2012-747",2012,2012-06-06,"747","1","200-500cm","NULL",NA
"2012-747",2012,2012-06-06,"747","2","0-10cm","Tetrarrhena juncea",10
"2012-747",2012,2012-06-06,"747","2","10-25cm","Gonocarpus humilis",6
"2012-747",2012,2012-06-06,"747","2","25-50cm","Correa lawrenciana",1
"2012-747",2012,2012-06-06,"747","2","50-200cm","Pteridium esculentum",1
"2012-747",2012,2012-06-06,"747","2","200-500cm","NULL",NA
"2012-747",2012,2012-06-06,"747","3","0-10cm","NULL",NA
"2012-747",2012,2012-06-06,"747","3","10-25cm","NULL",NA
"2012-747",2012,2012-06-06,"747","3","25-50cm","Blechnum wattsii",1
"2012-747",2012,2012-06-06,"747","3","50-200cm","Blechnum wattsii",4
"2012-747",2012,2012-06-06,"747","3","200-500cm","NULL",NA
"2012-748",2012,2012-05-31,"748","1","0-10cm","Tetrarrhena juncea",2
"2012-748",2012,2012-05-31,"748","1","10-25cm","NULL",NA
"2012-748",2012,2012-05-31,"748","1","25-50cm","NULL",NA
"2012-748",2012,2012-05-31,"748","1","50-200cm","NULL",NA
"2012-748",2012,2012-05-31,"748","1","200-500cm","NULL",NA
"2012-748",2012,2012-05-31,"748","2","0-10cm","NULL",NA
"2012-748",2012,2012-05-31,"748","2","10-25cm","NULL",NA
"2012-748",2012,2012-05-31,"748","2","25-50cm","NULL",NA
"2012-748",2012,2012-05-31,"748","2","50-200cm","Tasmannia lanceolata",1
"2012-748",2012,2012-05-31,"748","2","200-500cm","NULL",NA
"2012-748",2012,2012-05-31,"748","3","0-10cm","Tetrarrhena juncea",2
"2012-748",2012,2012-05-31,"748","3","10-25cm","NULL",NA
"2012-748",2012,2012-05-31,"748","3","25-50cm","NULL",NA
"2012-748",2012,2012-05-31,"748","3","50-200cm","Correa lawrenciana",2
"2012-748",2012,2012-05-31,"748","3","200-500cm","NULL",NA
"2012-749",2012,2012-04-02,"749","1","0-10cm","Stellaria flaccida",3
"2012-749",2012,2012-04-02,"749","1","0-10cm","Geranium potentilloides",2
"2012-749",2012,2012-04-02,"749","1","10-25cm","Cynoglossum latifolium",2
"2012-749",2012,2012-04-02,"749","1","10-25cm","Australina pusilla",4
"2012-749",2012,2012-04-02,"749","1","25-50cm","Tetrarrhena juncea",8
"2012-749",2012,2012-04-02,"749","1","50-200cm","Polystichum proliferum",3
"2012-749",2012,2012-04-02,"749","1","200-500cm","NULL",NA
"2012-749",2012,2012-04-02,"749","2","0-10cm","Viola hederacea",20
"2012-749",2012,2012-04-02,"749","2","0-10cm","Australina pusilla",3
"2012-749",2012,2012-04-02,"749","2","10-25cm","Pomaderris aspera",2
"2012-749",2012,2012-04-02,"749","2","10-25cm","Tetrarrhena juncea",15
"2012-749",2012,2012-04-02,"749","2","25-50cm","Pomaderris aspera",4
"2012-749",2012,2012-04-02,"749","2","50-200cm","Pomaderris aspera",5
"2012-749",2012,2012-04-02,"749","2","200-500cm","NULL",NA
"2012-749",2012,2012-04-02,"749","3","0-10cm","Polystichum proliferum",1
"2012-749",2012,2012-04-02,"749","3","10-25cm","NULL",NA
"2012-749",2012,2012-04-02,"749","3","25-50cm","Polystichum proliferum",1
"2012-749",2012,2012-04-02,"749","3","50-200cm","Polystichum proliferum",2
"2012-749",2012,2012-04-02,"749","3","50-200cm","Histiopteris incisa",3
"2012-749",2012,2012-04-02,"749","3","200-500cm","NULL",NA
"2012-750",2012,2012-05-21,"750","1","0-10cm","NULL",NA
"2012-750",2012,2012-05-21,"750","1","10-25cm","Tetrarrhena juncea",5
"2012-750",2012,2012-05-21,"750","1","25-50cm","NULL",NA
"2012-750",2012,2012-05-21,"750","1","50-200cm","Pteridium esculentum",1
"2012-750",2012,2012-05-21,"750","1","50-200cm","Polystichum proliferum",3
"2012-750",2012,2012-05-21,"750","1","50-200cm","Rubus fruticosus",1
"2012-750",2012,2012-05-21,"750","1","200-500cm","NULL",NA
"2012-750",2012,2012-05-21,"750","2","0-10cm","Clematis aristata",1
"2012-750",2012,2012-05-21,"750","2","10-25cm","Rubus fruticosus",1
"2012-750",2012,2012-05-21,"750","2","25-50cm","Tasmannia lanceolata",1
"2012-750",2012,2012-05-21,"750","2","50-200cm","Dianella tasmanica",1
"2012-750",2012,2012-05-21,"750","2","200-500cm","NULL",NA
"2012-750",2012,2012-05-21,"750","3","0-10cm","Acacia nanodealbata",1
"2012-750",2012,2012-05-21,"750","3","10-25cm","Prostanthera melissifolia",1
"2012-750",2012,2012-05-21,"750","3","25-50cm","Histiopteris incisa",1
"2012-750",2012,2012-05-21,"750","3","50-200cm","Polyscias sambucifolia",1
"2012-750",2012,2012-05-21,"750","3","50-200cm","Lepidosperma elatius",1
"2012-750",2012,2012-05-21,"750","3","200-500cm","Acacia nanodealbata",1
"2012-751",2012,2012-05-29,"751","1","0-10cm","Tetrarrhena juncea",10
"2012-751",2012,2012-05-29,"751","1","0-10cm","Stellaria flaccida",5
"2012-751",2012,2012-05-29,"751","1","0-10cm","Hydrocotyle hirta",15
"2012-751",2012,2012-05-29,"751","1","10-25cm","Prostanthera melissifolia",8
"2012-751",2012,2012-05-29,"751","1","25-50cm","Prostanthera melissifolia",4
"2012-751",2012,2012-05-29,"751","1","50-200cm","NULL",NA
"2012-751",2012,2012-05-29,"751","1","200-500cm","NULL",NA
"2012-751",2012,2012-05-29,"751","2","0-10cm","NULL",NA
"2012-751",2012,2012-05-29,"751","2","10-25cm","Tetrarrhena juncea",2
"2012-751",2012,2012-05-29,"751","2","25-50cm","Prostanthera melissifolia",1
"2012-751",2012,2012-05-29,"751","2","25-50cm","Olearia lirata",1
"2012-751",2012,2012-05-29,"751","2","50-200cm","Dryopoa dives",1
"2012-751",2012,2012-05-29,"751","2","50-200cm","Senecio velleioides",5
"2012-751",2012,2012-05-29,"751","2","50-200cm","Olearia lirata",1
"2012-751",2012,2012-05-29,"751","2","200-500cm","NULL",NA
"2012-751",2012,2012-05-29,"751","3","0-10cm","Polystichum proliferum",1
"2012-751",2012,2012-05-29,"751","3","0-10cm","Tetrarrhena juncea",2
"2012-751",2012,2012-05-29,"751","3","0-10cm","Australina pusilla",5
"2012-751",2012,2012-05-29,"751","3","10-25cm","Urtica incisa",3
"2012-751",2012,2012-05-29,"751","3","10-25cm","Prostanthera melissifolia",2
"2012-751",2012,2012-05-29,"751","3","25-50cm","Dryopoa dives",1
"2012-751",2012,2012-05-29,"751","3","25-50cm","Polystichum proliferum",2
"2012-751",2012,2012-05-29,"751","3","50-200cm","Senecio velleioides",2
"2012-751",2012,2012-05-29,"751","3","200-500cm","NULL",NA
"2012-753",2012,2012-06-12,"753","1","0-10cm","NULL",NA
"2012-753",2012,2012-06-12,"753","1","10-25cm","Tetrarrhena juncea",1
"2012-753",2012,2012-06-12,"753","1","25-50cm","NULL",NA
"2012-753",2012,2012-06-12,"753","1","50-200cm","NULL",NA
"2012-753",2012,2012-06-12,"753","1","200-500cm","Eucalyptus regnans",11
"2012-753",2012,2012-06-12,"753","1","200-500cm","Acacia dealbata",3
"2012-753",2012,2012-06-12,"753","2","0-10cm","Blechnum nudum",1
"2012-753",2012,2012-06-12,"753","2","10-25cm","Tetrarrhena juncea",3
"2012-753",2012,2012-06-12,"753","2","10-25cm","Acacia dealbata",2
"2012-753",2012,2012-06-12,"753","2","25-50cm","Blechnum nudum",4
"2012-753",2012,2012-06-12,"753","2","25-50cm","Polyscias sambucifolia",1
"2012-753",2012,2012-06-12,"753","2","50-200cm","Prostanthera lasianthos",6
"2012-753",2012,2012-06-12,"753","2","200-500cm","NULL",NA
"2012-753",2012,2012-06-12,"753","3","0-10cm","NULL",NA
"2012-753",2012,2012-06-12,"753","3","10-25cm","NULL",NA
"2012-753",2012,2012-06-12,"753","3","25-50cm","NULL",NA
"2012-753",2012,2012-06-12,"753","3","50-200cm","Pteridium esculentum",1
"2012-753",2012,2012-06-12,"753","3","50-200cm","Acacia dealbata",1
"2012-753",2012,2012-06-12,"753","3","200-500cm","Eucalyptus regnans",11
"2012-800",2012,2012-05-30,"800","1","0-10cm","Hydrocotyle hirta",10
"2012-800",2012,2012-05-30,"800","1","0-10cm","Eucalyptus regnans",1
"2012-800",2012,2012-05-30,"800","1","0-10cm","Polystichum proliferum",1
"2012-800",2012,2012-05-30,"800","1","10-25cm","NULL",NA
"2012-800",2012,2012-05-30,"800","1","25-50cm","Prostanthera lasianthos",1
"2012-800",2012,2012-05-30,"800","1","50-200cm","NULL",NA
"2012-800",2012,2012-05-30,"800","1","200-500cm","NULL",NA
"2012-800",2012,2012-05-30,"800","2","0-10cm","Viola hederacea",15
"2012-800",2012,2012-05-30,"800","2","10-25cm","Tetrarrhena juncea",2
"2012-800",2012,2012-05-30,"800","2","25-50cm","NULL",NA
"2012-800",2012,2012-05-30,"800","2","50-200cm","Pomaderris aspera",11
"2012-800",2012,2012-05-30,"800","2","50-200cm","Pteridium esculentum",4
"2012-800",2012,2012-05-30,"800","2","200-500cm","NULL",NA
"2012-800",2012,2012-05-30,"800","3","0-10cm","Viola hederacea",5
"2012-800",2012,2012-05-30,"800","3","0-10cm","Geranium potentilloides",1
"2012-800",2012,2012-05-30,"800","3","10-25cm","NULL",NA
"2012-800",2012,2012-05-30,"800","3","25-50cm","Dryopoa dives",1
"2012-800",2012,2012-05-30,"800","3","25-50cm","Correa lawrenciana",1
"2012-800",2012,2012-05-30,"800","3","50-200cm","Pomaderris aspera",3
"2012-800",2012,2012-05-30,"800","3","50-200cm","Correa lawrenciana",1
"2012-800",2012,2012-05-30,"800","3","200-500cm","NULL",NA
"2012-801",2012,2012-06-06,"801","1","0-10cm","NULL",NA
"2012-801",2012,2012-06-06,"801","1","10-25cm","NULL",NA
"2012-801",2012,2012-06-06,"801","1","25-50cm","NULL",NA
"2012-801",2012,2012-06-06,"801","1","50-200cm","Lepidosperma elatius",4
"2012-801",2012,2012-06-06,"801","1","50-200cm","Correa lawrenciana",2
"2012-801",2012,2012-06-06,"801","1","200-500cm","NULL",NA
"2012-801",2012,2012-06-06,"801","2","0-10cm","Tetrarrhena juncea",1
"2012-801",2012,2012-06-06,"801","2","10-25cm","NULL",NA
"2012-801",2012,2012-06-06,"801","2","25-50cm","NULL",NA
"2012-801",2012,2012-06-06,"801","2","50-200cm","NULL",NA
"2012-801",2012,2012-06-06,"801","2","200-500cm","NULL",NA
"2012-801",2012,2012-06-06,"801","3","0-10cm","NULL",NA
"2012-801",2012,2012-06-06,"801","3","10-25cm","NULL",NA
"2012-801",2012,2012-06-06,"801","3","25-50cm","NULL",NA
"2012-801",2012,2012-06-06,"801","3","50-200cm","NULL",NA
"2012-801",2012,2012-06-06,"801","3","200-500cm","NULL",NA
"2012-802",2012,2012-05-10,"802","1","0-10cm","Viola hederacea",6
"2012-802",2012,2012-05-10,"802","1","10-25cm","NULL",NA
"2012-802",2012,2012-05-10,"802","1","25-50cm","Acacia obliquinervia",2
"2012-802",2012,2012-05-10,"802","1","50-200cm","Acacia obliquinervia",1
"2012-802",2012,2012-05-10,"802","1","50-200cm","Acacia dealbata",1
"2012-802",2012,2012-05-10,"802","1","50-200cm","Pteridium esculentum",3
"2012-802",2012,2012-05-10,"802","1","200-500cm","NULL",NA
"2012-802",2012,2012-05-10,"802","2","0-10cm","NULL",NA
"2012-802",2012,2012-05-10,"802","2","10-25cm","NULL",NA
"2012-802",2012,2012-05-10,"802","2","25-50cm","Correa lawrenciana",1
"2012-802",2012,2012-05-10,"802","2","50-200cm","Pteridium esculentum",5
"2012-802",2012,2012-05-10,"802","2","200-500cm","NULL",NA
"2012-802",2012,2012-05-10,"802","3","0-10cm","Viola hederacea",4
"2012-802",2012,2012-05-10,"802","3","10-25cm","Gonocarpus humilis",1
"2012-802",2012,2012-05-10,"802","3","25-50cm","Tetrarrhena juncea",5
"2012-802",2012,2012-05-10,"802","3","25-50cm","Acacia obliquinervia",2
"2012-802",2012,2012-05-10,"802","3","50-200cm","NULL",NA
"2012-802",2012,2012-05-10,"802","3","200-500cm","Eucalyptus regnans",2
"2012-803",2012,2012-05-10,"803","1","0-10cm","NULL",NA
"2012-803",2012,2012-05-10,"803","1","10-25cm","Tetrarrhena juncea",2
"2012-803",2012,2012-05-10,"803","1","25-50cm","Pomaderris aspera",1
"2012-803",2012,2012-05-10,"803","1","25-50cm","Eucalyptus regnans",2
"2012-803",2012,2012-05-10,"803","1","50-200cm","Pteridium esculentum",3
"2012-803",2012,2012-05-10,"803","1","50-200cm","Pomaderris aspera",1
"2012-803",2012,2012-05-10,"803","1","50-200cm","Acacia obliquinervia",1
"2012-803",2012,2012-05-10,"803","1","200-500cm","NULL",NA
"2012-803",2012,2012-05-10,"803","2","0-10cm","Viola hederacea",3
"2012-803",2012,2012-05-10,"803","2","10-25cm","Gonocarpus humilis",1
"2012-803",2012,2012-05-10,"803","2","25-50cm","NULL",NA
"2012-803",2012,2012-05-10,"803","2","50-200cm","Correa lawrenciana",1
"2012-803",2012,2012-05-10,"803","2","50-200cm","Acacia obliquinervia",2
"2012-803",2012,2012-05-10,"803","2","50-200cm","Lepidosperma elatius",2
"2012-803",2012,2012-05-10,"803","2","200-500cm","NULL",NA
"2012-803",2012,2012-05-10,"803","3","0-10cm","Geranium potentilloides",1
"2012-803",2012,2012-05-10,"803","3","0-10cm","Viola hederacea",5
"2012-803",2012,2012-05-10,"803","3","10-25cm","Tetrarrhena juncea",1
"2012-803",2012,2012-05-10,"803","3","25-50cm","NULL",NA
"2012-803",2012,2012-05-10,"803","3","50-200cm","Correa lawrenciana",2
"2012-803",2012,2012-05-10,"803","3","50-200cm","Pteridium esculentum",2
"2012-803",2012,2012-05-10,"803","3","200-500cm","Acacia dealbata",1
"2012-804",2012,2012-05-07,"804","1","0-10cm","NULL",NA
"2012-804",2012,2012-05-07,"804","1","10-25cm","Tetrarrhena juncea",2
"2012-804",2012,2012-05-07,"804","1","25-50cm","NULL",NA
"2012-804",2012,2012-05-07,"804","1","50-200cm","NULL",NA
"2012-804",2012,2012-05-07,"804","1","200-500cm","NULL",NA
"2012-804",2012,2012-05-07,"804","2","0-10cm","Tetrarrhena juncea",1
"2012-804",2012,2012-05-07,"804","2","10-25cm","Olearia lirata",2
"2012-804",2012,2012-05-07,"804","2","10-25cm","Hedycarya angustifolia",1
"2012-804",2012,2012-05-07,"804","2","10-25cm","Poa sp.",1
"2012-804",2012,2012-05-07,"804","2","25-50cm","NULL",NA
"2012-804",2012,2012-05-07,"804","2","50-200cm","NULL",NA
"2012-804",2012,2012-05-07,"804","2","200-500cm","NULL",NA
"2012-804",2012,2012-05-07,"804","3","0-10cm","Unidentified dicotyledon",1
"2012-804",2012,2012-05-07,"804","3","10-25cm","NULL",NA
"2012-804",2012,2012-05-07,"804","3","25-50cm","NULL",NA
"2012-804",2012,2012-05-07,"804","3","50-200cm","NULL",NA
"2012-804",2012,2012-05-07,"804","3","200-500cm","NULL",NA
"2012-805",2012,2012-06-13,"805","1","0-10cm","Asperula euryphylla",1
"2012-805",2012,2012-06-13,"805","1","10-25cm","NULL",NA
"2012-805",2012,2012-06-13,"805","1","25-50cm","Tetrarrhena juncea",15
"2012-805",2012,2012-06-13,"805","1","50-200cm","Polyscias sambucifolia",4
"2012-805",2012,2012-06-13,"805","1","200-500cm","Eucalyptus regnans",3
"2012-805",2012,2012-06-13,"805","1","200-500cm","Polyscias sambucifolia",2
"2012-805",2012,2012-06-13,"805","1","200-500cm","Acacia dealbata",1
"2012-805",2012,2012-06-13,"805","2","0-10cm","Tetrarrhena juncea",5
"2012-805",2012,2012-06-13,"805","2","10-25cm","NULL",NA
"2012-805",2012,2012-06-13,"805","2","25-50cm","Dicksonia antarctica",1
"2012-805",2012,2012-06-13,"805","2","50-200cm","NULL",NA
"2012-805",2012,2012-06-13,"805","2","200-500cm","Eucalyptus regnans",5
"2012-805",2012,2012-06-13,"805","2","200-500cm","Acacia dealbata",2
"2012-805",2012,2012-06-13,"805","2","200-500cm","Polyscias sambucifolia",1
"2012-805",2012,2012-06-13,"805","3","0-10cm","NULL",NA
"2012-805",2012,2012-06-13,"805","3","10-25cm","Tetrarrhena juncea",10
"2012-805",2012,2012-06-13,"805","3","25-50cm","Rubus fruticosus",2
"2012-805",2012,2012-06-13,"805","3","50-200cm","Lomatia fraseri",2
"2012-805",2012,2012-06-13,"805","3","200-500cm","Polyscias sambucifolia",10
"2012-806",2012,2012-07-31,"806","1","0-10cm","NULL",NA
"2012-806",2012,2012-07-31,"806","1","10-25cm","Tetrarrhena juncea",5
"2012-806",2012,2012-07-31,"806","1","25-50cm","NULL",NA
"2012-806",2012,2012-07-31,"806","1","50-200cm","Senecio velleioides",2
"2012-806",2012,2012-07-31,"806","1","50-200cm","Dryopoa dives",3
"2012-806",2012,2012-07-31,"806","1","50-200cm","Acacia dealbata",2
"2012-806",2012,2012-07-31,"806","1","200-500cm","Acacia dealbata",4
"2012-806",2012,2012-07-31,"806","1","200-500cm","Goodia lotifolia",1
"2012-806",2012,2012-07-31,"806","1","200-500cm","Eucalyptus delegatensis",1
"2012-806",2012,2012-07-31,"806","2","0-10cm","Stellaria flaccida",10
"2012-806",2012,2012-07-31,"806","2","10-25cm","NULL",NA
"2012-806",2012,2012-07-31,"806","2","25-50cm","Senecio velleioides",2
"2012-806",2012,2012-07-31,"806","2","50-200cm","Dryopoa dives",4
"2012-806",2012,2012-07-31,"806","2","200-500cm","Eucalyptus regnans",1
"2012-806",2012,2012-07-31,"806","3","0-10cm","NULL",NA
"2012-806",2012,2012-07-31,"806","3","10-25cm","Tetrarrhena juncea",3
"2012-806",2012,2012-07-31,"806","3","25-50cm","Rubus parvifolius",1
"2012-806",2012,2012-07-31,"806","3","25-50cm","Senecio velleioides",1
"2012-806",2012,2012-07-31,"806","3","50-200cm","Dryopoa dives",3
"2012-806",2012,2012-07-31,"806","3","200-500cm","Eucalyptus delegatensis",1
"2012-807",2012,2012-06-13,"807","1","0-10cm","Geranium potentilloides",1
"2012-807",2012,2012-06-13,"807","1","0-10cm","Asperula euryphylla",2
"2012-807",2012,2012-06-13,"807","1","10-25cm","Poa ensiformis",4
"2012-807",2012,2012-06-13,"807","1","25-50cm","Senecio velleioides",2
"2012-807",2012,2012-06-13,"807","1","50-200cm","Polystichum proliferum",4
"2012-807",2012,2012-06-13,"807","1","50-200cm","Dryopoa dives",5
"2012-807",2012,2012-06-13,"807","1","200-500cm","NULL",NA
"2012-807",2012,2012-06-13,"807","2","0-10cm","NULL",NA
"2012-807",2012,2012-06-13,"807","2","10-25cm","Stellaria flaccida",3
"2012-807",2012,2012-06-13,"807","2","10-25cm","Polystichum proliferum",1
"2012-807",2012,2012-06-13,"807","2","25-50cm","NULL",NA
