"survey_year","survey_date","site_code","plot_number","species","status","abundance"
2012,2012-04-03,"357","3","Acacia dealbata","dead",0
2012,2012-04-27,"363","1","Acacia dealbata","dead",1
2012,2012-04-27,"363","2","Acacia dealbata","dead",0
2012,2012-04-27,"363","3","Acacia dealbata","dead",0
2012,2012-04-27,"370","1","Acacia dealbata","dead",0
2012,2012-04-27,"370","2","Acacia dealbata","dead",0
2012,2012-04-27,"370","3","Acacia dealbata","dead",0
2012,2012-04-03,"402","1","Acacia dealbata","dead",0
2012,2012-04-03,"402","2","Acacia dealbata","dead",0
2012,2012-04-03,"402","3","Acacia dealbata","dead",0
2012,2012-04-03,"406","1","Acacia dealbata","dead",0
2012,2012-04-03,"406","2","Acacia dealbata","dead",0
2012,2012-04-03,"406","3","Acacia dealbata","dead",0
2012,2012-06-07,"481","1","Acacia dealbata","dead",0
2012,2012-06-07,"481","2","Acacia dealbata","dead",0
2012,2012-06-07,"481","3","Acacia dealbata","dead",0
2012,2012-05-29,"486","1","Acacia dealbata","dead",0
2012,2012-05-29,"486","2","Acacia dealbata","dead",0
2012,2012-05-29,"486","3","Acacia dealbata","dead",0
2012,2012-04-02,"487","1","Acacia dealbata","dead",0
2012,2012-04-02,"487","2","Acacia dealbata","dead",4
2012,2012-04-02,"487","3","Acacia dealbata","dead",0
2012,2012-05-21,"491","1","Acacia dealbata","dead",0
2012,2012-05-21,"491","2","Acacia dealbata","dead",0
2012,2012-05-21,"491","3","Acacia dealbata","dead",0
2012,2012-05-21,"493","1","Acacia dealbata","dead",2
2012,2012-05-21,"493","2","Acacia dealbata","dead",2
2012,2012-05-21,"493","3","Acacia dealbata","dead",3
2012,2012-05-23,"497","1","Acacia dealbata","dead",0
2012,2012-05-23,"497","2","Acacia dealbata","dead",0
2012,2012-05-23,"497","3","Acacia dealbata","dead",0
2012,2012-05-23,"499","1","Acacia dealbata","dead",1
2012,2012-05-23,"499","2","Acacia dealbata","dead",0
2012,2012-05-23,"499","3","Acacia dealbata","dead",7
2012,2012-05-23,"502","1","Acacia dealbata","dead",0
2012,2012-05-23,"502","2","Acacia dealbata","dead",0
2012,2012-05-23,"502","3","Acacia dealbata","dead",0
2012,2012-04-02,"503","1","Acacia dealbata","dead",0
2012,2012-04-02,"503","2","Acacia dealbata","dead",0
2012,2012-04-02,"503","3","Acacia dealbata","dead",0
2012,2012-04-17,"508","1","Acacia dealbata","dead",0
2012,2012-04-17,"508","2","Acacia dealbata","dead",0
2012,2012-04-17,"508","3","Acacia dealbata","dead",0
2012,2012-04-17,"509","1","Acacia dealbata","dead",0
2012,2012-04-17,"509","2","Acacia dealbata","dead",0
2012,2012-04-17,"509","3","Acacia dealbata","dead",0
2012,2012-04-03,"518","1","Acacia dealbata","dead",0
2012,2012-04-03,"518","2","Acacia dealbata","dead",0
2012,2012-04-03,"518","3","Acacia dealbata","dead",0
2012,2012-04-30,"535","1","Acacia dealbata","dead",0
2012,2012-04-30,"535","2","Acacia dealbata","dead",0
2012,2012-04-30,"535","3","Acacia dealbata","dead",0
2012,2012-04-02,"589","1","Acacia dealbata","dead",0
2012,2012-04-02,"589","2","Acacia dealbata","dead",0
2012,2012-04-02,"589","3","Acacia dealbata","dead",0
2012,2012-04-03,"700","1","Acacia dealbata","dead",1
2012,2012-04-03,"700","2","Acacia dealbata","dead",0
2012,2012-04-03,"700","3","Acacia dealbata","dead",0
2012,2012-05-01,"703","1","Acacia dealbata","dead",0
2012,2012-05-01,"703","2","Acacia dealbata","dead",0
2012,2012-05-01,"703","3","Acacia dealbata","dead",0
2012,2012-05-17,"705","1","Acacia dealbata","dead",0
2012,2012-05-17,"705","2","Acacia dealbata","dead",1
2012,2012-05-17,"705","3","Acacia dealbata","dead",2
2012,2012-05-31,"707","1","Acacia dealbata","dead",0
2012,2012-05-31,"707","2","Acacia dealbata","dead",0
2012,2012-05-31,"707","3","Acacia dealbata","dead",0
2012,2012-07-11,"708","1","Acacia dealbata","dead",0
2012,2012-07-11,"708","2","Acacia dealbata","dead",0
2012,2012-07-11,"708","3","Acacia dealbata","dead",2
2012,2012-05-01,"709","1","Acacia dealbata","dead",0
2012,2012-05-01,"709","2","Acacia dealbata","dead",0
2012,2012-05-01,"709","3","Acacia dealbata","dead",0
2012,2012-05-31,"711","1","Acacia dealbata","dead",0
2012,2012-05-31,"711","2","Acacia dealbata","dead",0
2012,2012-05-31,"711","3","Acacia dealbata","dead",0
2012,2012-05-08,"712","1","Acacia dealbata","dead",20
2012,2012-05-08,"712","2","Acacia dealbata","dead",22
2012,2012-05-08,"712","3","Acacia dealbata","dead",5
2012,2012-04-14,"715","1","Acacia dealbata","dead",0
2012,2012-04-14,"715","2","Acacia dealbata","dead",0
2012,2012-04-14,"715","3","Acacia dealbata","dead",0
2012,2012-05-08,"717","1","Acacia dealbata","dead",3
2012,2012-05-08,"717","2","Acacia dealbata","dead",3
2012,2012-05-08,"717","3","Acacia dealbata","dead",0
2012,2012-04-16,"718","1","Acacia dealbata","dead",2
2012,2012-04-16,"718","2","Acacia dealbata","dead",0
2012,2012-04-16,"718","3","Acacia dealbata","dead",0
2012,2012-04-17,"719","1","Acacia dealbata","dead",1
2012,2012-04-17,"719","2","Acacia dealbata","dead",0
2012,2012-04-17,"719","3","Acacia dealbata","dead",0
2012,2012-06-07,"723","1","Acacia dealbata","dead",0
2012,2012-06-07,"723","2","Acacia dealbata","dead",2
2012,2012-06-07,"723","3","Acacia dealbata","dead",0
2012,2012-04-09,"724","1","Acacia dealbata","dead",0
2012,2012-04-09,"724","2","Acacia dealbata","dead",0
2012,2012-04-09,"724","3","Acacia dealbata","dead",0
2012,2012-05-21,"726","1","Acacia dealbata","dead",0
2012,2012-05-21,"726","2","Acacia dealbata","dead",0
2012,2012-05-21,"726","3","Acacia dealbata","dead",0
2012,2012-05-29,"727","1","Acacia dealbata","dead",0
2012,2012-05-29,"727","2","Acacia dealbata","dead",0
2012,2012-05-29,"727","3","Acacia dealbata","dead",0
2012,2012-04-27,"728","1","Acacia dealbata","dead",0
2012,2012-04-27,"728","2","Acacia dealbata","dead",0
2012,2012-04-27,"728","3","Acacia dealbata","dead",0
2012,2012-05-21,"731","1","Acacia dealbata","dead",0
2012,2012-05-21,"731","2","Acacia dealbata","dead",8
2012,2012-05-21,"731","3","Acacia dealbata","dead",0
2012,2012-04-17,"733","1","Acacia dealbata","dead",0
2012,2012-04-17,"733","2","Acacia dealbata","dead",0
2012,2012-04-17,"733","3","Acacia dealbata","dead",4
2012,2012-04-17,"734","1","Acacia dealbata","dead",4
2012,2012-04-17,"734","2","Acacia dealbata","dead",14
2012,2012-04-17,"734","3","Acacia dealbata","dead",2
2012,2012-05-08,"735","1","Acacia dealbata","dead",0
2012,2012-05-08,"735","2","Acacia dealbata","dead",0
2012,2012-05-08,"735","3","Acacia dealbata","dead",0
2012,2012-05-09,"740","1","Acacia dealbata","dead",2
2012,2012-05-09,"740","2","Acacia dealbata","dead",5
2012,2012-05-09,"740","3","Acacia dealbata","dead",3
2012,2012-06-07,"741","1","Acacia dealbata","dead",1
2012,2012-06-07,"741","2","Acacia dealbata","dead",1
2012,2012-06-07,"741","3","Acacia dealbata","dead",1
2012,2012-05-29,"744","1","Acacia dealbata","dead",0
2012,2012-05-29,"744","2","Acacia dealbata","dead",0
2012,2012-05-29,"744","3","Acacia dealbata","dead",0
2012,2012-04-27,"745","1","Acacia dealbata","dead",0
2012,2012-04-27,"745","2","Acacia dealbata","dead",0
2012,2012-04-27,"745","3","Acacia dealbata","dead",0
2012,2012-04-17,"746","1","Acacia dealbata","dead",0
2012,2012-04-17,"746","2","Acacia dealbata","dead",0
2012,2012-04-17,"746","3","Acacia dealbata","dead",0
2012,2012-06-06,"747","1","Acacia dealbata","dead",4
2012,2012-06-06,"747","2","Acacia dealbata","dead",1
2012,2012-06-06,"747","3","Acacia dealbata","dead",0
2012,2012-05-31,"748","1","Acacia dealbata","dead",0
2012,2012-05-31,"748","2","Acacia dealbata","dead",0
2012,2012-05-31,"748","3","Acacia dealbata","dead",0
2012,2012-04-02,"749","1","Acacia dealbata","dead",3
2012,2012-04-02,"749","2","Acacia dealbata","dead",0
2012,2012-04-02,"749","3","Acacia dealbata","dead",0
2012,2012-05-21,"750","1","Acacia dealbata","dead",0
2012,2012-05-21,"750","2","Acacia dealbata","dead",4
2012,2012-05-21,"750","3","Acacia dealbata","dead",0
2012,2012-05-29,"751","1","Acacia dealbata","dead",0
2012,2012-05-29,"751","2","Acacia dealbata","dead",0
2012,2012-05-29,"751","3","Acacia dealbata","dead",0
2012,2012-06-12,"753","1","Acacia dealbata","dead",14
2012,2012-06-12,"753","2","Acacia dealbata","dead",25
2012,2012-06-12,"753","3","Acacia dealbata","dead",18
2012,2012-05-30,"800","1","Acacia dealbata","dead",0
2012,2012-05-30,"800","2","Acacia dealbata","dead",0
2012,2012-05-30,"800","3","Acacia dealbata","dead",0
2012,2012-06-06,"801","1","Acacia dealbata","dead",0
2012,2012-06-06,"801","2","Acacia dealbata","dead",0
2012,2012-06-06,"801","3","Acacia dealbata","dead",0
2012,2012-05-10,"802","1","Acacia dealbata","dead",5
2012,2012-05-10,"802","2","Acacia dealbata","dead",2
2012,2012-05-10,"802","3","Acacia dealbata","dead",1
2012,2012-05-10,"803","1","Acacia dealbata","dead",2
2012,2012-05-10,"803","2","Acacia dealbata","dead",5
2012,2012-05-10,"803","3","Acacia dealbata","dead",9
2012,2012-05-07,"804","1","Acacia dealbata","dead",0
2012,2012-05-07,"804","2","Acacia dealbata","dead",0
2012,2012-05-07,"804","3","Acacia dealbata","dead",0
2012,2012-06-13,"805","1","Acacia dealbata","dead",0
2012,2012-06-13,"805","2","Acacia dealbata","dead",0
2012,2012-06-13,"805","3","Acacia dealbata","dead",0
2012,2012-07-31,"806","1","Acacia dealbata","dead",0
2012,2012-07-31,"806","2","Acacia dealbata","dead",2
2012,2012-07-31,"806","3","Acacia dealbata","dead",18
2012,2012-06-13,"807","1","Acacia dealbata","dead",8
2012,2012-06-13,"807","2","Acacia dealbata","dead",16
2012,2012-06-13,"807","3","Acacia dealbata","dead",14
2012,2012-04-30,"808","1","Acacia dealbata","dead",1
2012,2012-04-30,"808","2","Acacia dealbata","dead",0
2012,2012-04-30,"808","3","Acacia dealbata","dead",0
2012,2012-05-31,"809","1","Acacia dealbata","dead",0
2012,2012-05-31,"809","2","Acacia dealbata","dead",0
2012,2012-05-31,"809","3","Acacia dealbata","dead",0
2012,2012-06-13,"811","1","Acacia dealbata","dead",5
2012,2012-06-13,"811","2","Acacia dealbata","dead",5
2012,2012-06-13,"811","3","Acacia dealbata","dead",0
2012,2012-05-30,"816","1","Acacia dealbata","dead",0
2012,2012-05-30,"816","2","Acacia dealbata","dead",0
2012,2012-05-30,"816","3","Acacia dealbata","dead",0
2012,2012-06-08,"903","1","Acacia dealbata","dead",1
2012,2012-06-08,"903","2","Acacia dealbata","dead",0
2012,2012-06-08,"903","3","Acacia dealbata","dead",2
2012,2012-06-13,"905","1","Acacia dealbata","dead",4
2012,2012-06-13,"905","2","Acacia dealbata","dead",7
2012,2012-06-13,"905","3","Acacia dealbata","dead",0
2012,2012-06-08,"906","1","Acacia dealbata","dead",0
2012,2012-06-08,"906","2","Acacia dealbata","dead",0
2012,2012-06-08,"906","3","Acacia dealbata","dead",3
2012,2012-05-10,"907","1","Acacia dealbata","dead",2
2012,2012-05-10,"907","2","Acacia dealbata","dead",0
2012,2012-05-10,"907","3","Acacia dealbata","dead",0
2012,2012-05-10,"908","1","Acacia dealbata","dead",8
2012,2012-05-10,"908","2","Acacia dealbata","dead",6
2012,2012-05-10,"908","3","Acacia dealbata","dead",2
2012,2012-05-10,"909","1","Acacia dealbata","dead",11
2012,2012-05-10,"909","2","Acacia dealbata","dead",6
2012,2012-05-10,"909","3","Acacia dealbata","dead",4
2012,2012-05-10,"910","1","Acacia dealbata","dead",14
2012,2012-05-10,"910","2","Acacia dealbata","dead",13
2012,2012-05-10,"910","3","Acacia dealbata","dead",1
2012,2012-09-03,"911","1","Acacia dealbata","dead",3
2012,2012-09-03,"911","2","Acacia dealbata","dead",2
2012,2012-09-03,"911","3","Acacia dealbata","dead",5
2012,2012-09-06,"912","1","Acacia dealbata","dead",0
2012,2012-09-06,"912","2","Acacia dealbata","dead",0
2012,2012-09-06,"912","3","Acacia dealbata","dead",1
2012,2012-09-07,"913","1","Acacia dealbata","dead",4
2012,2012-09-07,"913","2","Acacia dealbata","dead",3
2012,2012-09-07,"913","3","Acacia dealbata","dead",3
2012,2012-09-07,"914","1","Acacia dealbata","dead",0
2012,2012-09-07,"914","2","Acacia dealbata","dead",0
2012,2012-09-07,"914","3","Acacia dealbata","dead",1
2013,2013-04-30,"2","3","Acacia dealbata","dead",0
2013,2013-04-30,"2","1","Acacia dealbata","dead",0
2013,2013-04-30,"2","2","Acacia dealbata","dead",0
2013,2013-07-03,"5","2","Acacia dealbata","dead",0
2013,2013-07-03,"5","3","Acacia dealbata","dead",0
2013,2013-07-03,"5","1","Acacia dealbata","dead",0
2013,2013-06-11,"6","1","Acacia dealbata","dead",39
2013,2013-06-11,"6","2","Acacia dealbata","dead",16
2013,2013-06-11,"6","3","Acacia dealbata","dead",23
2013,2013-06-11,"7","1","Acacia dealbata","dead",0
2013,2013-06-11,"7","2","Acacia dealbata","dead",6
2013,2013-06-11,"7","3","Acacia dealbata","dead",8
2013,2013-05-28,"8","2","Acacia dealbata","dead",21
2013,2013-05-28,"8","3","Acacia dealbata","dead",16
2013,2013-05-28,"8","1","Acacia dealbata","dead",0
2013,2013-04-30,"11","1","Acacia dealbata","dead",0
2013,2013-04-30,"11","2","Acacia dealbata","dead",0
2013,2013-04-30,"11","3","Acacia dealbata","dead",0
2013,2013-05-16,"19","1","Acacia dealbata","dead",1
2013,2013-05-16,"19","2","Acacia dealbata","dead",1
2013,2013-05-16,"19","3","Acacia dealbata","dead",0
2013,2013-05-29,"20","1","Acacia dealbata","dead",3
2013,2013-05-29,"20","2","Acacia dealbata","dead",1
2013,2013-05-29,"20","3","Acacia dealbata","dead",1
2013,2013-05-08,"22","1","Acacia dealbata","dead",17
2013,2013-05-08,"22","2","Acacia dealbata","dead",3
2013,2013-05-08,"22","3","Acacia dealbata","dead",1
2013,2013-06-28,"25","1","Acacia dealbata","dead",1
2013,2013-06-28,"25","2","Acacia dealbata","dead",0
2013,2013-06-28,"25","3","Acacia dealbata","dead",0
2013,2013-06-28,"26","1","Acacia dealbata","dead",0
2013,2013-06-28,"26","2","Acacia dealbata","dead",0
2013,2013-06-28,"26","3","Acacia dealbata","dead",0
2013,2013-04-12,"29","1","Acacia dealbata","dead",0
2013,2013-04-12,"29","2","Acacia dealbata","dead",1
2013,2013-04-12,"29","3","Acacia dealbata","dead",3
2013,2013-04-12,"30","1","Acacia dealbata","dead",0
2013,2013-04-12,"30","2","Acacia dealbata","dead",0
2013,2013-04-12,"30","3","Acacia dealbata","dead",0
2013,2013-04-12,"32","1","Acacia dealbata","dead",1
2013,2013-04-12,"32","2","Acacia dealbata","dead",2
2013,2013-04-12,"32","3","Acacia dealbata","dead",1
2013,2013-04-30,"107","1","Acacia dealbata","dead",0
2013,2013-04-30,"107","2","Acacia dealbata","dead",0
2013,2013-04-30,"107","3","Acacia dealbata","dead",0
2013,2013-04-30,"119","1","Acacia dealbata","dead",0
2013,2013-04-30,"119","2","Acacia dealbata","dead",0
2013,2013-04-30,"119","3","Acacia dealbata","dead",0
2013,2013-04-30,"142","1","Acacia dealbata","dead",3
2013,2013-04-30,"142","2","Acacia dealbata","dead",2
2013,2013-04-30,"142","3","Acacia dealbata","dead",0
2013,2013-05-02,"340","1","Acacia dealbata","dead",0
2013,2013-05-02,"340","2","Acacia dealbata","dead",0
2013,2013-05-02,"340","3","Acacia dealbata","dead",2
2013,2013-05-10,"354","1","Acacia dealbata","dead",5
2013,2013-05-10,"354","2","Acacia dealbata","dead",5
2013,2013-05-10,"354","3","Acacia dealbata","dead",3
2013,2013-03-26,"357","1","Acacia dealbata","dead",0
2013,2013-03-26,"357","2","Acacia dealbata","dead",0
2013,2013-03-26,"357","3","Acacia dealbata","dead",0
2013,2013-03-20,"363","1","Acacia dealbata","dead",1
2013,2013-03-20,"363","2","Acacia dealbata","dead",0
2013,2013-03-20,"363","3","Acacia dealbata","dead",0
2013,2013-03-26,"370","1","Acacia dealbata","dead",0
2013,2013-03-26,"370","2","Acacia dealbata","dead",0
2013,2013-03-26,"370","3","Acacia dealbata","dead",0
2013,2013-03-06,"379","1","Acacia dealbata","dead",0
2013,2013-03-06,"379","2","Acacia dealbata","dead",0
2013,2013-03-06,"379","3","Acacia dealbata","dead",0
2013,2013-03-06,"381","1","Acacia dealbata","dead",0
2013,2013-03-06,"381","2","Acacia dealbata","dead",0
2013,2013-03-06,"381","3","Acacia dealbata","dead",0
2013,2013-04-05,"394","1","Acacia dealbata","dead",0
2013,2013-04-05,"394","2","Acacia dealbata","dead",0
2013,2013-04-05,"394","3","Acacia dealbata","dead",0
2013,2013-03-26,"402","1","Acacia dealbata","dead",0
2013,2013-03-26,"402","2","Acacia dealbata","dead",0
2013,2013-03-26,"402","3","Acacia dealbata","dead",0
2013,2013-03-26,"406","1","Acacia dealbata","dead",0
2013,2013-03-26,"406","2","Acacia dealbata","dead",0
2013,2013-03-26,"406","3","Acacia dealbata","dead",0
2013,2013-03-05,"409","1","Acacia dealbata","dead",0
2013,2013-03-05,"409","2","Acacia dealbata","dead",0
2013,2013-03-05,"409","3","Acacia dealbata","dead",0
2013,2013-04-05,"422","1","Acacia dealbata","dead",0
2013,2013-04-05,"422","2","Acacia dealbata","dead",0
2013,2013-04-05,"422","3","Acacia dealbata","dead",0
2013,2013-03-15,"450","1","Acacia dealbata","dead",0
2013,2013-03-15,"450","2","Acacia dealbata","dead",0
2013,2013-03-15,"450","3","Acacia dealbata","dead",0
2013,2013-03-15,"457","1","Acacia dealbata","dead",2
2013,2013-03-15,"457","2","Acacia dealbata","dead",1
2013,2013-03-15,"457","3","Acacia dealbata","dead",1
2013,2013-03-15,"458","1","Acacia dealbata","dead",0
2013,2013-03-15,"458","2","Acacia dealbata","dead",0
2013,2013-03-15,"458","3","Acacia dealbata","dead",0
2013,2013-03-15,"462","1","Acacia dealbata","dead",0
2013,2013-03-15,"462","2","Acacia dealbata","dead",0
2013,2013-03-15,"462","3","Acacia dealbata","dead",0
2013,2013-03-13,"463","1","Acacia dealbata","dead",0
2013,2013-03-13,"463","2","Acacia dealbata","dead",0
2013,2013-03-13,"463","3","Acacia dealbata","dead",0
2013,2013-03-12,"469","1","Acacia dealbata","dead",3
2013,2013-03-12,"469","2","Acacia dealbata","dead",1
2013,2013-03-12,"469","3","Acacia dealbata","dead",7
2013,2013-03-12,"470","1","Acacia dealbata","dead",9
2013,2013-03-12,"470","2","Acacia dealbata","dead",12
2013,2013-03-12,"470","3","Acacia dealbata","dead",2
2013,2013-03-12,"471","1","Acacia dealbata","dead",0
2013,2013-03-12,"471","2","Acacia dealbata","dead",0
2013,2013-03-12,"471","3","Acacia dealbata","dead",0
2013,2013-03-15,"472","1","Acacia dealbata","dead",0
2013,2013-03-15,"472","2","Acacia dealbata","dead",0
2013,2013-03-15,"472","3","Acacia dealbata","dead",1
2013,2013-05-22,"481","1","Acacia dealbata","dead",0
2013,2013-05-22,"481","2","Acacia dealbata","dead",0
2013,2013-05-22,"481","3","Acacia dealbata","dead",0
2013,2013-04-05,"487","1","Acacia dealbata","dead",0
2013,2013-04-05,"487","2","Acacia dealbata","dead",2
2013,2013-04-05,"487","3","Acacia dealbata","dead",0
2013,2013-03-20,"489","1","Acacia dealbata","dead",5
2013,2013-03-20,"489","2","Acacia dealbata","dead",1
2013,2013-03-20,"489","3","Acacia dealbata","dead",1
2013,2013-05-10,"491","1","Acacia dealbata","dead",0
2013,2013-05-10,"491","2","Acacia dealbata","dead",0
2013,2013-05-10,"491","3","Acacia dealbata","dead",0
2013,2013-05-08,"493","1","Acacia dealbata","dead",2
2013,2013-05-08,"493","2","Acacia dealbata","dead",3
2013,2013-05-08,"493","3","Acacia dealbata","dead",3
2013,2013-05-08,"499","1","Acacia dealbata","dead",0
2013,2013-05-08,"499","2","Acacia dealbata","dead",0
2013,2013-05-08,"499","3","Acacia dealbata","dead",0
2013,2013-03-05,"503","1","Acacia dealbata","dead",0
2013,2013-03-05,"503","2","Acacia dealbata","dead",0
2013,2013-03-05,"503","3","Acacia dealbata","dead",0
2013,2013-03-05,"505","1","Acacia dealbata","dead",0
2013,2013-03-05,"505","2","Acacia dealbata","dead",0
2013,2013-03-05,"505","3","Acacia dealbata","dead",0
2013,2013-04-09,"506","1","Acacia dealbata","dead",0
2013,2013-04-09,"506","2","Acacia dealbata","dead",0
2013,2013-04-09,"506","3","Acacia dealbata","dead",0
2013,2013-04-09,"507","1","Acacia dealbata","dead",0
2013,2013-04-09,"507","2","Acacia dealbata","dead",0
2013,2013-04-09,"507","3","Acacia dealbata","dead",0
2013,2013-03-22,"508","1","Acacia dealbata","dead",0
2013,2013-03-22,"508","2","Acacia dealbata","dead",0
2013,2013-03-22,"508","3","Acacia dealbata","dead",0
2013,2013-03-22,"509","1","Acacia dealbata","dead",0
2013,2013-03-22,"509","2","Acacia dealbata","dead",0
2013,2013-03-22,"509","3","Acacia dealbata","dead",0
2013,2013-03-13,"510","1","Acacia dealbata","dead",0
2013,2013-03-13,"510","2","Acacia dealbata","dead",0
2013,2013-03-13,"510","3","Acacia dealbata","dead",0
2013,2013-04-10,"511","1","Acacia dealbata","dead",0
2013,2013-04-10,"511","2","Acacia dealbata","dead",0
2013,2013-04-10,"511","3","Acacia dealbata","dead",4
2013,2013-03-12,"512","1","Acacia dealbata","dead",0
2013,2013-03-12,"512","2","Acacia dealbata","dead",0
2013,2013-03-12,"512","3","Acacia dealbata","dead",0
2013,2013-05-01,"515","1","Acacia dealbata","dead",0
2013,2013-05-01,"515","2","Acacia dealbata","dead",0
2013,2013-05-01,"515","3","Acacia dealbata","dead",0
2013,2013-04-12,"535","1","Acacia dealbata","dead",0
2013,2013-04-12,"535","2","Acacia dealbata","dead",0
2013,2013-04-12,"535","3","Acacia dealbata","dead",0
2013,2013-04-30,"718","1","Acacia dealbata","dead",3
2013,2013-04-30,"718","2","Acacia dealbata","dead",3
2013,2013-04-30,"718","3","Acacia dealbata","dead",0
2013,2013-04-29,"719","1","Acacia dealbata","dead",1
2013,2013-04-29,"719","2","Acacia dealbata","dead",0
2013,2013-04-29,"719","3","Acacia dealbata","dead",0
2013,2013-03-26,"728","1","Acacia dealbata","dead",0
2013,2013-03-26,"728","2","Acacia dealbata","dead",0
2013,2013-03-26,"728","3","Acacia dealbata","dead",0
2013,2013-05-08,"731","1","Acacia dealbata","dead",0
2013,2013-05-08,"731","2","Acacia dealbata","dead",7
2013,2013-05-08,"731","3","Acacia dealbata","dead",0
2013,2013-04-29,"733","1","Acacia dealbata","dead",0
2013,2013-04-29,"733","2","Acacia dealbata","dead",0
2013,2013-04-29,"733","3","Acacia dealbata","dead",4
2013,2013-04-29,"734","1","Acacia dealbata","dead",4
2013,2013-04-29,"734","2","Acacia dealbata","dead",18
2013,2013-04-29,"734","3","Acacia dealbata","dead",2
2013,2013-03-20,"736","1","Acacia dealbata","dead",0
2013,2013-03-20,"736","2","Acacia dealbata","dead",0
2013,2013-03-20,"736","3","Acacia dealbata","dead",0
2013,2013-03-20,"737","1","Acacia dealbata","dead",0
2013,2013-03-20,"737","2","Acacia dealbata","dead",0
2013,2013-03-20,"737","3","Acacia dealbata","dead",0
2013,2013-05-06,"741","1","Acacia dealbata","dead",0
2013,2013-05-06,"741","2","Acacia dealbata","dead",0
2013,2013-05-06,"741","3","Acacia dealbata","dead",0
2013,2013-04-24,"744","1","Acacia dealbata","dead",0
2013,2013-04-24,"744","2","Acacia dealbata","dead",0
2013,2013-04-24,"744","3","Acacia dealbata","dead",0
2013,2013-03-26,"745","1","Acacia dealbata","dead",0
2013,2013-03-26,"745","2","Acacia dealbata","dead",0
2013,2013-03-26,"745","3","Acacia dealbata","dead",0
2013,2013-06-03,"747","1","Acacia dealbata","dead",4
2013,2013-06-03,"747","2","Acacia dealbata","dead",1
2013,2013-06-03,"747","3","Acacia dealbata","dead",0
2013,2013-05-10,"748","1","Acacia dealbata","dead",0
2013,2013-05-10,"748","2","Acacia dealbata","dead",0
2013,2013-05-10,"748","3","Acacia dealbata","dead",0
2013,2013-03-26,"749","1","Acacia dealbata","dead",0
2013,2013-03-26,"749","2","Acacia dealbata","dead",0
2013,2013-03-26,"749","3","Acacia dealbata","dead",0
2013,2013-03-26,"751","1","Acacia dealbata","dead",0
2013,2013-03-26,"751","2","Acacia dealbata","dead",0
2013,2013-03-26,"751","3","Acacia dealbata","dead",0
2013,2013-05-22,"753","1","Acacia dealbata","dead",14
2013,2013-05-22,"753","2","Acacia dealbata","dead",2
2013,2013-05-22,"753","3","Acacia dealbata","dead",0
2013,2013-05-02,"800","1","Acacia dealbata","dead",0
2013,2013-05-02,"800","2","Acacia dealbata","dead",0
2013,2013-05-02,"800","3","Acacia dealbata","dead",0
2013,2013-05-08,"801","1","Acacia dealbata","dead",0
2013,2013-05-08,"801","2","Acacia dealbata","dead",0
2013,2013-05-08,"801","3","Acacia dealbata","dead",0
2013,2013-05-01,"802","1","Acacia dealbata","dead",0
2013,2013-05-01,"802","2","Acacia dealbata","dead",0
2013,2013-05-01,"802","3","Acacia dealbata","dead",0
2013,2013-05-01,"803","1","Acacia dealbata","dead",0
2013,2013-05-01,"803","2","Acacia dealbata","dead",0
2013,2013-05-01,"803","3","Acacia dealbata","dead",3
2013,2013-04-29,"804","1","Acacia dealbata","dead",0
2013,2013-04-29,"804","2","Acacia dealbata","dead",0
2013,2013-04-29,"804","3","Acacia dealbata","dead",0
2013,2013-07-17,"805","1","Acacia dealbata","dead",0
2013,2013-07-17,"805","2","Acacia dealbata","dead",0
2013,2013-07-17,"805","3","Acacia dealbata","dead",0
2013,2013-05-02,"806","1","Acacia dealbata","dead",0
2013,2013-05-02,"806","2","Acacia dealbata","dead",0
2013,2013-05-02,"806","3","Acacia dealbata","dead",2
2013,2013-05-28,"807","1","Acacia dealbata","dead",21
2013,2013-05-28,"807","2","Acacia dealbata","dead",3
2013,2013-05-28,"807","3","Acacia dealbata","dead",2
2013,2013-04-23,"810","1","Acacia dealbata","dead",9
2013,2013-04-23,"810","2","Acacia dealbata","dead",9
2013,2013-04-23,"810","3","Acacia dealbata","dead",10
2013,2013-04-30,"811","1","Acacia dealbata","dead",0
2013,2013-04-30,"811","2","Acacia dealbata","dead",5
2013,2013-04-30,"811","3","Acacia dealbata","dead",0
2013,2013-03-05,"812","1","Acacia dealbata","dead",0
2013,2013-03-05,"812","2","Acacia dealbata","dead",0
2013,2013-03-05,"812","3","Acacia dealbata","dead",0
2013,2013-04-05,"813","1","Acacia dealbata","dead",0
2013,2013-04-05,"813","2","Acacia dealbata","dead",0
2013,2013-04-05,"813","3","Acacia dealbata","dead",0
2013,2013-04-05,"814","1","Acacia dealbata","dead",0
2013,2013-04-05,"814","2","Acacia dealbata","dead",0
2013,2013-04-05,"814","3","Acacia dealbata","dead",0
2013,2013-04-05,"815","1","Acacia dealbata","dead",0
2013,2013-04-05,"815","2","Acacia dealbata","dead",0
2013,2013-04-05,"815","3","Acacia dealbata","dead",0
2013,2013-05-02,"816","1","Acacia dealbata","dead",0
2013,2013-05-02,"816","2","Acacia dealbata","dead",0
2013,2013-05-02,"816","3","Acacia dealbata","dead",0
2013,2013-03-13,"901","1","Acacia dealbata","dead",8
2013,2013-03-13,"901","2","Acacia dealbata","dead",7
2013,2013-03-13,"901","3","Acacia dealbata","dead",11
