"year","month_year","trip_no","site_name","site_grid","species","avg_of_cover","avg_of_fl","avg_of_seed","dead_alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Euphorbia drummondii",1,5,0,"Alive"
2000,"Jun.00","64","South Site","SS4","Triodia basedowii",25.83333333,3.833333333,1,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE1","Aristida contorta",3.75,0.375,3.75,"Alive"
2000,"Jun.00","64","Tobermorey West","TBW3","Crotalaria cunninghamii",1,0,0,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Euphorbia tannensis",1,5,5,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Yakirra australiensis",1,0,5,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Triodia basedowii",30.83333333,0,2.166666667,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Trianthema pilosa",1,5,5,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Trachymene glaucifolia",1,0.5,0,"Alive"
2000,"Jun.00","64","Tobermorey West","TBW3","Eragrostis eriopoda",7.5,0,5,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Sp A",1,2,0,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Sida fibulifera",1,0,0,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Setaria surgens",1,0,5,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Ptilotus polystachyus",1,1.333333333,0,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Portulaca intraterranea",1,0,2.5,"Alive"
2000,"Jun.00","64","Tobermorey East","TBE2","Leucochrysum stipitatum",1,0,5,"Alive"
2000,"Jun.00","64","South Site","SS4","Eremophila longifolia",5,0,2,"Alive"
2000,"Jun.00","64","South Site","SS4","Yakirra australiensis",1,0,1,"Alive"
2000,"Jun.00","64","Main Camp","MC2","Yakirra australiensis",1.4,0.4,3.6,"Alive"
2000,"Jun.00","64","Tobermorey West","TBW3","Euphorbia tannensis",5,5,5,"Alive"
2000,"Aug.00","65","Carlo","CS2","Euphorbia tannensis",3,0,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Aristida contorta",1.25,0,1.25,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Abutilon otocarpum",1,0,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Acacia ligulata",5,0,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Aristida contorta",1,0,3,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Eragrostis eriopoda",1,0,1,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Euphorbia drummondii",1,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Acacia ligulata",1,4,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Aristida contorta",1,0,2,"Alive"
2000,"Aug.00","65","Carlo","CS2","Atalaya hemiglauca",5,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Calandrinia balonensis",2,2,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Crotalaria cunninghamii",20,4,2,"Alive"
2000,"Aug.00","65","Carlo","CS2","Euphorbia drummondii",2,2.5,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Grevillea stenobotrya",20,0,5,"Alive"
2000,"Aug.00","65","Carlo","CS2","Eriachne aristidea",1,0,1,"Alive"
2000,"Aug.00","65","Carlo","CS2","Crotalaria eremaea",2,0,0,"Alive"
2000,"Aug.00","65","Field River North","FRN1","Acacia dictyophleba",5.5,2,0,"Alive"
2000,"Aug.00","65","Field River North","FRN1","Grevillea juncifolia",5,5,0,"Alive"
2000,"Aug.00","65","Field River North","FRN1","Scaevola depauperata",32.5,2,2.5,"Alive"
2000,"Aug.00","65","Field River North","FRN1","Sida fibulifera",15,0,0,"Alive"
2000,"Aug.00","65","Field River North","FRN1","Trachymene glaucifolia",14.25,2.25,0,"Alive"
2000,"Aug.00","65","Field River North","FRN1","Triodia basedowii",32,0,3.4,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Acacia dictyophleba",15,0,1,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Aristida contorta",1,0,3,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Calotis erinacea",15,0,2.5,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Dicrastylis costelloi",8,0,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Newcastelia spodiotricha",15,0,2.5,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Evolvulus alsinoides",1,3,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Triumfetta winneckeana",3,0,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Halgania cyanea",10,3,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Goodenia cycloptera",1,1,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Nicotiana megalosiphon",1,3,5,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Rulingia loxophylla",5,3,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Scaevola depauperata",5,2,2,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Scaevola parvifolia",1,0,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Setaria surgens",1,0,2.5,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Sida fibulifera",5,2,0,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Trachymene glaucifolia",2.333333333,0.333333333,3.333333333,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Triodia basedowii",43,0,1.352941176,"Alive"
2000,"Aug.00","65","Field River North","FRN2","Euphorbia drummondii",1,0,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Sp. 15",5,3,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Triodia basedowii",28.75,0,1.75,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Yakirra australiensis",1,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Calotis erinacea",1,0,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Ptilotus polystachyus",1,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Grevillea stenobotrya",1,0,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Paractaenum refractum",5,4,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Sp. 14",1,3,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Stylobasium spathulatum",1,1.5,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Trachymene glaucifolia",7.555555556,2.444444444,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Triodia basedowii",33,0,1.8,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Eucalyptus pachyphylla",20,2,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Triodia basedowii",43.33333333,0,1.166666667,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Eucalyptus gamophylla",25,0,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Acacia ligulata",15,1,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Sida fibulifera",5,0,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Goodenia cycloptera",5,3,4,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Halgania cyanea",3,1.5,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Grevillea juncifolia",1,0,0,"Alive"
2000,"Aug.00","65","Field River South","FRS2","Evolvulus alsinoides",3,3,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Calotis erinacea",25,5,2,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Crotalaria eremaea",2,0,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Eriachne aristidea",1,0.5,1,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Trichodesma zeylanicum",1,0,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Euphorbia tannensis",1,0,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Tephrosia rosea",3,1,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Nil",NA,NA,NA,""
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Oldenlandia pterospora",2.333333333,0,2.666666667,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Paractaenum refractum",1,0,1,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Scaevola parvifolia",3.666666667,1.333333333,0,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Sida fibulifera",3,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Grevillea stenobotrya",1,0,1,"Alive"
2000,"Aug.00","65","Kunnamuka Swamp East","KSE2","Euphorbia drummondii",5,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Acacia spp.",1.5,0,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Acacia dictyophleba",1,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Triumfetta winneckeana",1.5,0,1.5,"Alive"
2000,"Aug.00","65","Carlo","CS5","Euphorbia drummondii",1,0,3,"Alive"
2000,"Aug.00","65","Carlo","CS5","Eriachne aristidea",2,0,2,"Alive"
2000,"Aug.00","65","Carlo","CS5","Dodonaea viscosa",1,1.5,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Calotis erinacea",7.5,2.5,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Triodia basedowii",31.66666667,0,1.666666667,"Alive"
2000,"Aug.00","65","Carlo","CS5","Aristida contorta",2,2,4,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Senna pleurocarpa",10,5,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Triodia basedowii",37,0,4.8,"Alive"
2000,"Aug.00","65","Carlo","CS2","Tribulus hystrix",4,0,2,"Alive"
2000,"Aug.00","65","Carlo","CS5","Yakirra australiensis",2.5,1,2.5,"Alive"
2000,"Aug.00","65","Carlo","CS2","Sida fibulifera",1,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS2","Portulaca pilosa",1,1,1,"Alive"
2000,"Aug.00","65","Carlo","CS2","Paractaenum refractum",2,0,2,"Alive"
2000,"Aug.00","65","Carlo","CS5","Calandrinia balonensis",2,1.5,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Aristida contorta",1,0,5,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Trachymene glaucifolia",1,1,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Newcastelia spodiotricha",1,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Oldenlandia pterospora",4,1,3,"Alive"
2000,"Aug.00","65","Carlo","CS5","Paractaenum refractum",3.5,1.5,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Scaevola parvifolia",5,4,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Tephrosia rosea",15,0,0,"Alive"
2000,"Aug.00","65","Carlo","CS5","Triodia basedowii",24.2,0.4,3.8,"Alive"
2000,"Aug.00","65","Carlo","CS5","Trichodesma zeylanicum",1,0,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP1","Acacia coriacea",50,0,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Crotalaria eremaea",5,0,3,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Eriachne aristidea",1,0,2,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Eucalyptus pachyphylla",8.666666667,0,0.333333333,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Euphorbia drummondii",5,0,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Goodenia cycloptera",10,2,0,"Alive"
2000,"Aug.00","65","Cravens Peak","CP2","Sclerolaena spp.",1,0,5,"Alive"
2000,"Aug.00","65","Carlo","CS5","Trachymene glaucifolia",1.2,0.8,0.2,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Dodonaea viscosa",2,0,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Oldenlandia pterospora",1,0,4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Maireana campanulata",1,0,1,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Leucochrysum stipitatum",1,1,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Grevillea stenobotrya",5,0,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Goodenia cycloptera",2,1,4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Fimbristylis dichotoma",1.5,0,2,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Euphorbia tannensis",2,1,3,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Euphorbia drummondii",2,4,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Eucalyptus pachyphylla",7.5,1,3,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Othonna gregorii",1,1,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Eragrostis eriopoda",1,1.5,3.5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Scaevola parvifolia",3,2,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Dicrastylis costelloi",2,5,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Crotalaria cunninghamii",4,0,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Cleome viscosa",2,0,5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Atriplex nummularia",2,0,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Aristida contorta",3,0,4.8,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Paractaenum refractum",3.5,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Triumfetta winneckeana",5,0,2,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Eriachne aristidea",2.666666667,0,2,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Yakirra australiensis",1.5,0,2,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Helipterum floribundum",1,1,1,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Fimbristylis dichotoma",2,0,3,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Eremophila obovata",15,3,1,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Eragrostis eriopoda",1.5,0,4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Dactyloctenium radulans",1,0,4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Calocephalus platycephalus",1,0.5,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Calandrinia balonensis",2,3,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Bothriochloa sp. ?",2,0.5,3.5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Paractaenum refractum",2,0,3,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Acacia ligulata",15,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Sida fibulifera",5,1.5,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Triodia basedowii",30,0,5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Trichodesma zeylanicum",1,2.5,0.5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Trianthema pilosa",1,4,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Trachymene glaucifolia",12.8,1.8,0.4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Tephrosia rosea",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Stylobasium spathulatum",3.25,1,3.5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Sida spp.",1,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Trachymene glaucifolia",1,1.75,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE1","Ptilotus polystachyus",33.33333333,5,5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Aristida contorta",4.6,0,4.2,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Grevillea stenobotrya",15,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Triodia basedowii",30.83333333,0.666666667,3,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Yakirra australiensis",3,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Acacia ligulata",5,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Aristida contorta",7,0.5,2.833333333,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Atalaya hemiglauca",5,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Calandrinia balonensis",3,4,2,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Eriachne aristidea",2.666666667,0,1.333333333,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Euphorbia drummondii",4,2.333333333,1.333333333,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Portulaca intraterranea",5,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Goodenia cycloptera",2,5,2,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Trachymene glaucifolia",1.25,3.25,0.5,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Oldenlandia pterospora",1,0,4,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Paractaenum refractum",10,0,3,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Ptilotus latifolius",2,4,0,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Ptilotus polystachyus",5,3.666666667,3.666666667,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Sida fibulifera",4.5,1,0,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Trachymene glaucifolia",1.6,3.2,1.2,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Trianthema pilosa",5,2,0,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Triodia basedowii",33.33333333,0.5,2,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Triraphis mollis",1,0,4,"Alive"
2000,"Aug.00","65","Main Camp","MC4","Euphorbia tannensis",1,0.5,2,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Goodenia cycloptera",5,3,3,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Trianthema pilosa",4,2.333333333,0,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Triodia basedowii",35.4,3.4,0.8,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Triumfetta winneckeana",2,0,3,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Acacia ligulata",5,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Aristida contorta",10.83333333,0.5,3,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Calandrinia balonensis",3.25,4,2.25,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Crotalaria cunninghamii",3,3,0.5,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Crotalaria eremaea",3,1,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Eriachne aristidea",2.2,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Trichodesma zeylanicum",1,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Euphorbia tannensis",2,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Trianthema pilosa",5,2,2,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Grevillea stenobotrya",10.5,1.5,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Lechenaultia divaricata",2,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Oldenlandia pterospora",1,0,4,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Paractaenum refractum",5,0,3,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Ptilotus polystachyus",7.75,3.5,2.25,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Scaevola depauperata",3.5,4,0.5,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Setaria surgens",5,0,2,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Sida fibulifera",3,0.5,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Sida spp.",1,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC2","Euphorbia drummondii",3.5,2,1,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Calandrinia balonensis",1,4,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Hakea eyreana",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Othonna gregorii",1,4,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Leucochrysum stipitatum",1,1,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Goodenia cycloptera",1,1.5,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Euphorbia drummondii",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Eriachne aristidea",1,0,1,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Eragrostis eriopoda",3,0,3,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Dodonaea viscosa",5,0,1,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Trachymene glaucifolia",1,1,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Crotalaria cunninghamii",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Trichodesma zeylanicum",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Aristida contorta",3,0.5,2.5,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Acacia ligulata",5,5,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Aristida contorta",3,0,1.666666667,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Calandrinia balonensis",1,2,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Crotalaria eremaea",1,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Eremophila longifolia",20,1,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Eriachne aristidea",5,0,1.5,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Euphorbia drummondii",2,3,0.5,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Leucochrysum stipitatum",1,1,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Crotalaria eremaea",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Eragrostis eriopoda",3,1,4,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Triodia basedowii",23,0,4,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Trichodesma zeylanicum",1,2,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Trachymene glaucifolia",1.666666667,0.666666667,0.333333333,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Sclerolaena bicornis",5,0,4,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Paractaenum refractum",1,0,1,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Helipterum floribundum",3,5,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Halgania cyanea",7.5,1.5,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Goodenia cycloptera",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Stylobasium spathulatum",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Eremophila ovata",2,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Oldenlandia pterospora",1.5,0,4,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Enchylaena tomentosa",3.5,1.5,1,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Crotalaria cunninghamii",1,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Calandrinia balonensis",1.5,2.5,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Brachyscome ciliaris?",1,4,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Atalaya hemiglauca",20,0,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Aristida contorta",42.5,2.5,4.5,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Acacia ligulata",7.5,2.5,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Yakirra australiensis",2,3,0,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW3","Triodia basedowii",31.83333333,0,5,"Alive"
2000,"Aug.00","65","Tobermorey West","TBW4","Eriachne aristidea",1,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Euphorbia tannensis",3,1.666666667,2,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Grevillea stenobotrya",10,4,0,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Trianthema pilosa",3.5,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Triodia basedowii",35,0,1.5,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Yakirra australiensis",3.5,0,2,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Aristida contorta",8.4,0.6,2.4,"Alive"
2000,"Aug.00","65","Main Camp","MC11","B",1,2,2,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Crotalaria cunninghamii",3,2,0.5,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Crotalaria eremaea",10,3,2,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Scaevola depauperata",1,1,0,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Euphorbia drummondii",14,1,0.75,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Ptilotus polystachyus",2.333333333,1.666666667,1.666666667,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Goodenia cycloptera",2.5,3,1.75,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Grevillea stenobotrya",5,5,0,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Oldenlandia pterospora",3,0,4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Yakirra australiensis",1,0,2,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Triodia basedowii",34.16666667,0,3.833333333,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Tragus australianus",1,0,4,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Trachymene glaucifolia",3.75,2.25,0.25,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Stylobasium spathulatum",2,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Yakirra australiensis",2.666666667,0,1.333333333,"Alive"
2000,"Aug.00","65","Main Camp","MC11","Eriachne aristidea",2.333333333,1.666666667,0.666666667,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Aristida contorta",7.5,0,2,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Ptilotus polystachyus",1,2,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Rulingia loxophylla",1,0,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Scaevola parvibarbata",1,3,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Sida fibulifera",2,1,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Trachymene glaucifolia",1,2,0,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Trianthema pilosa",5,3.5,0.5,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Triodia basedowii",35,0.833333333,3.166666667,"Alive"
2000,"Aug.00","65","Main Camp","MC1","Yakirra australiensis",1.333333333,0,1,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Trachymene glaucifolia",1.4,2,0.6,"Alive"
2000,"Aug.00","65","Main Camp","MC10","Acacia ligulata",5,5,0,"Alive"
2000,"Aug.00","65","Tobermorey East","TBE2","Ptilotus polystachyus",1,5,5,"Alive"
