SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
BGLCUJ,CS2000,1,06-Nov-98,Solanum dulcamara,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
BGLCUJ,CS2000,1,06-Nov-98,Sparganium erectum,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
BGLCUJ,CS2000,1,06-Nov-98,Veronica beccabunga,0.1-1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
JUAXZV,CS2000,1,24-Nov-98,Apium nodiflorum,2.5-5%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2000,1,24-Nov-98,Callitriche sp,0.1-1%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2000,1,24-Nov-98,Carex sp,1-2.5%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2000,1,24-Nov-98,Myosotis scorpioides,<0.1%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2000,1,24-Nov-98,Phragmites australis,1-2.5%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2000,1,24-Nov-98,Veronica beccabunga,<0.1%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
OSSOAV,CS2000,1,10-Sep-98,No species entered,0,3e,3,Easterly lowlands (England),Essex,ENG
TIFMNB,CS2000,1,16-Sep-98,Cladophora (aggregate),<0.1%,7w,43,Lowlands (Wales),Dyfed,WAL
MFKQWC,CS2000,1,17-Sep-98,Drepanocladus revolvens,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2000,1,17-Sep-98,Potamogeton natans,0.1-1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2000,1,17-Sep-98,Ranunculus flammula,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2000,1,17-Sep-98,Scapania undulata,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Amblystegium fluviatile,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Brachythecium rutabulum,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Conocephalum conicum,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Eurhynchium praelongum,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Isothecium myosuroides,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Plagiochila aspleniodes,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Rhynchostegium riparioides,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
JVNJJN,CS2000,1,20-Oct-98,Thuidium tamariscinum,<0.1%,18w,45,Uplands (Wales),Dyfed,WAL
SOXGJY,CS2000,1,15-Oct-98,Rhynchostegium riparioides,<0.1%,17e,16,Uplands (England),County of Herefordshire Unitary Authority,ENG
LVPROI,CS2000,1,24-Nov-98,Berula erecta,5-10%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
LVPROI,CS2000,1,24-Nov-98,Sparganium erectum,1-2.5%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
XOJNJF,CS2000,1,06-Nov-98,Agrostis stolonifera,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
XOJNJF,CS2000,1,06-Nov-98,Apium nodiflorum,1-2.5%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
XOJNJF,CS2000,1,06-Nov-98,Glyceria fluitans,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
NMWCSX,CS2000,1,10-Sep-98,No species entered,0,3e,3,Easterly lowlands (England),Hertfordshire,ENG
ZURCAX,CS2000,1,10-Sep-98,No species entered,0,3e,3,Easterly lowlands (England),Essex,ENG
VLSKJS,CS2000,1,09-Sep-98,No species entered,0,3e,3,Easterly lowlands (England),Essex,ENG
GWTTBV,CS2000,1,17-Sep-98,Amblystegium riparium,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
GWTTBV,CS2000,1,17-Sep-98,Apium nodiflorum,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
GWTTBV,CS2000,1,17-Sep-98,Fontinalis antipyretica,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
GWTTBV,CS2000,1,17-Sep-98,Phalaris arundinacea,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
GWTTBV,CS2000,1,17-Sep-98,Rhynchostegium riparioides,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
BUITKA,CS2000,1,17-Sep-98,No species entered,0,15w,44,Lowlands (Wales),Dyfed,WAL
NDGZWZ,CS2000,1,20-Oct-98,Chiloscyphus polyanthos,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
TSVOCK,CS2000,1,30-Oct-98,No species entered,0,9e,9,Easterly lowlands (England),County of Herefordshire Unitary Authority,ENG
LTVPSQ,CS2000,1,14-Oct-98,Glyceria fluitans,5-10%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
LTVPSQ,CS2000,1,14-Oct-98,Veronica beccabunga,<0.1%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
SYFGLR,CS2000,1,05-Nov-98,No species entered,0,1e,1,Westerly lowlands (England),Worcestershire,ENG
VFFKQD,CS2000,1,04-Oct-98,Lemna minor,1-2.5%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2000,1,04-Oct-98,Nuphar lutea,2.5-5%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2000,1,04-Oct-98,Phalaris arundinacea,25-50%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2000,1,04-Oct-98,Sagittaria sagittifolia,0.1-1%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2000,1,04-Oct-98,Sparganium erectum,5-10%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
YGQIJY,CS2000,1,04-Sep-98,Cladophora (aggregate),<0.1%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2000,1,04-Sep-98,Phalaris arundinacea,<0.1%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2000,1,04-Sep-98,Solanum dulcamara,<0.1%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2000,1,04-Sep-98,Vaucheria sp,<0.1%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
ELMOEX,CS2000,1,10-Jun-98,Apium nodiflorum,<0.1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2000,1,10-Jun-98,Cladophora (aggregate),10-25%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2000,1,10-Jun-98,Glyceria maxima,0.1-1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2000,1,10-Jun-98,Lemna gibba,<0.1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2000,1,10-Jun-98,Phalaris arundinacea,0.1-1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
MGCMFH,CS2000,1,09-Sep-98,Apium nodiflorum,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2000,1,09-Sep-98,Lemna minor,10-25%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2000,1,09-Sep-98,Nuphar lutea,1-2.5%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2000,1,09-Sep-98,Sagittaria sagittifolia,5-10%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2000,1,09-Sep-98,Sparganium erectum,10-25%,3e,3,Easterly lowlands (England),Suffolk,ENG
FRDJSC,CS2000,1,26-Nov-98,Callitriche sp,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2000,1,26-Nov-98,Glyceria fluitans,1-2.5%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2000,1,26-Nov-98,Myosotis scorpioides,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2000,1,26-Nov-98,Ranunculus fluitans,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
OMJWBQ,CS2000,1,29-Oct-98,No species entered,0,17w3,19,Uplands (Wales),Powys,WAL
VFCIBD,CS2000,1,14-Oct-98,No species entered,0,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
CHQQXO,CS2000,1,27-Oct-98,No species entered,0,1e,1,Westerly lowlands (England),Worcestershire,ENG
KDQIHG,CS2000,1,27-Aug-98,No species entered,0,1e,1,Westerly lowlands (England),Warwickshire,ENG
ZBTLJG,CS2000,1,02-Nov-98,Agrostis stolonifera,<0.1%,1e,1,Westerly lowlands (England),Warwickshire,ENG
WGFZAS,CS2000,1,09-Jun-98,Fontinalis antipyretica,<0.1%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
WGFZAS,CS2000,1,09-Jun-98,Rhynchostegium riparioides,<0.1%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
WGFZAS,CS2000,1,09-Jun-98,Vaucheria sp,0.1-1%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Apium nodiflorum,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Cladophora (aggregate),5-10%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Elodea canadensis,1-2.5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Glyceria maxima,2.5-5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Iris pseudacorus,1-2.5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Lemna gibba,>75%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2000,1,09-Jun-98,Nuphar lutea,25-50%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
WHKFUF,CS2000,1,09-Sep-98,Agrostis stolonifera,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
WHKFUF,CS2000,1,09-Sep-98,Rhynchostegium riparioides,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
WMVFVV,CS2000,1,27-Nov-98,Polytrichum commune,<0.1%,17w2,18,Uplands (Wales),Dyfed,WAL
WMVFVV,CS2000,1,27-Nov-98,Sphagnum sp,<0.1%,17w2,18,Uplands (Wales),Dyfed,WAL
QEYKPU,CS2000,1,28-Oct-98,No species entered,0,17w2,18,Uplands (Wales),Powys,WAL
FLWHQO,CS2000,1,05-Nov-98,Rhynchostegium riparioides,0.1-1%,17e,16,Uplands (England),Shropshire,ENG
FLWHQO,CS2000,1,05-Nov-98,Vaucheria sp,<0.1%,17e,16,Uplands (England),Shropshire,ENG
YBDBIN,CS2000,1,05-Nov-98,No species entered,0,1e,1,Westerly lowlands (England),Worcestershire,ENG
EBWPRA,CS2000,1,12-Jun-98,Apium nodiflorum,<0.1%,11e,11,Easterly lowlands (England),Northamptonshire,ENG
EBWPRA,CS2000,1,12-Jun-98,Veronica beccabunga,0.1-1%,11e,11,Easterly lowlands (England),Northamptonshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Apium nodiflorum,1-2.5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Callitriche sp,1-2.5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Cladophora (aggregate),5-10%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Elodea nuttallii,10-25%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Glyceria maxima,0.1-1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Lemna gibba,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Lemna minor,0.1-1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Persicaria amphibia,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2000,1,10-Oct-98,Phalaris arundinacea,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
IHJGEC,CS2000,1,02-Dec-98,Glyceria fluitans,0.1-1%,17w2,18,Uplands (Wales),Powys,WAL
IHJGEC,CS2000,1,02-Dec-98,Ranunculus flammula,0.1-1%,17w2,18,Uplands (Wales),Powys,WAL
IHJGEC,CS2000,1,02-Dec-98,Ranunculus omiophyllus,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
TGNTVD,CS2000,1,04-Nov-98,Agrostis stolonifera,2.5-5%,15w,44,Lowlands (Wales),Powys,WAL
TGNTVD,CS2000,1,04-Nov-98,Apium inundatum,1-2.5%,15w,44,Lowlands (Wales),Powys,WAL
TGNTVD,CS2000,1,04-Nov-98,Glyceria fluitans,5-10%,15w,44,Lowlands (Wales),Powys,WAL
MDFNRP,CS2000,1,04-Nov-98,Agrostis stolonifera,0.1-1%,17e,16,Uplands (England),Shropshire,ENG
MDFNRP,CS2000,1,04-Nov-98,Bryum pseudotriquetrum,<0.1%,17e,16,Uplands (England),Shropshire,ENG
MDFNRP,CS2000,1,04-Nov-98,Fontinalis antipyretica,<0.1%,17e,16,Uplands (England),Shropshire,ENG
MDFNRP,CS2000,1,04-Nov-98,Myosotis scorpioides,0.1-1%,17e,16,Uplands (England),Shropshire,ENG
MDFNRP,CS2000,1,04-Nov-98,Rhynchostegium riparioides,<0.1%,17e,16,Uplands (England),Shropshire,ENG
XZZAGX,CS2000,1,25-Nov-98,Agrostis stolonifera,0.1-1%,9e,9,Easterly lowlands (England),West Midlands,ENG
XZZAGX,CS2000,1,25-Nov-98,Cladophora (aggregate),2.5-5%,9e,9,Easterly lowlands (England),West Midlands,ENG
IUKPTW,CS2000,1,16-Jun-98,Glyceria maxima,25-50%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2000,1,16-Jun-98,Lemna minor,>75%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2000,1,16-Jun-98,Phalaris arundinacea,1-2.5%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
ROACVK,CS2000,1,16-Jun-98,Apium inundatum,5-10%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
ROACVK,CS2000,1,16-Jun-98,Iris pseudacorus,2.5-5%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
ROACVK,CS2000,1,16-Jun-98,Phalaris arundinacea,10-25%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Apium nodiflorum,<0.1%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Ceratophyllum demersum,>75%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Cladophora (aggregate),0.1-1%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Glyceria maxima,2.5-5%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Hippuris vulgaris,<0.1%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Juncus bulbosus,<0.1%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Lemna minor,5-10%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
GNVOHN,CS2000,1,16-Jul-98,Sparganium erectum,1-2.5%,8e,8,Westerly lowlands (England),Cambridgeshire,ENG
AHKTWX,CS2000,1,06-Oct-98,Phragmites australis,50-75%,3e,3,Easterly lowlands (England),Norfolk,ENG
MZWJCL,CS2000,1,28-Oct-98,Scapania undulata,<0.1%,15w,44,Lowlands (Wales),Gwynedd,WAL
PAMHOJ,CS2000,1,09-Sep-98,Amblystegium riparium,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
PAMHOJ,CS2000,1,09-Sep-98,Atrichum undulatum,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
PAMHOJ,CS2000,1,09-Sep-98,Chiloscyphus polyanthos,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
PAMHOJ,CS2000,1,09-Sep-98,Dicranella heteromalla,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
PAMHOJ,CS2000,1,09-Sep-98,Hyocomium armoricum,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
PAMHOJ,CS2000,1,09-Sep-98,Rhynchostegium riparioides,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
PAMHOJ,CS2000,1,09-Sep-98,Thuidium tamariscinum,<0.1%,17w3,19,Uplands (Wales),Powys,WAL
RBWKUY,CS2000,1,08-Sep-98,Agrostis stolonifera,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
RBWKUY,CS2000,1,08-Sep-98,Fontinalis antipyretica,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
RBWKUY,CS2000,1,08-Sep-98,Spirogyra sp,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
QPNACB,CS2000,1,03-Nov-98,Oenanthe crocata,<0.1%,10e,10,Westerly lowlands (England),Shropshire,ENG
HGYGDM,CS2000,1,28-Oct-98,Rorippa nasturtium-aquaticum,2.5-5%,10e,10,Westerly lowlands (England),Shropshire,ENG
NHQOBM,CS2000,1,06-Oct-98,Apium nodiflorum,<0.1%,9e,9,Easterly lowlands (England),Leicestershire,ENG
NHQOBM,CS2000,1,06-Oct-98,Phalaris arundinacea,<0.1%,9e,9,Easterly lowlands (England),Leicestershire,ENG
NHQOBM,CS2000,1,06-Oct-98,Veronica beccabunga,<0.1%,9e,9,Easterly lowlands (England),Leicestershire,ENG
GJPXMP,CS2000,1,09-Sep-98,Apium nodiflorum,0.1-1%,4e,4,Easterly lowlands (England),Norfolk,ENG
GJPXMP,CS2000,1,09-Sep-98,Callitriche sp,<0.1%,4e,4,Easterly lowlands (England),Norfolk,ENG
GJPXMP,CS2000,1,09-Sep-98,Cladophora (aggregate),0.1-1%,4e,4,Easterly lowlands (England),Norfolk,ENG
GJPXMP,CS2000,1,09-Sep-98,Lemna minor,2.5-5%,4e,4,Easterly lowlands (England),Norfolk,ENG
GJPXMP,CS2000,1,09-Sep-98,Phragmites australis,0.1-1%,4e,4,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2000,1,09-Sep-98,Berula erecta,25-50%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2000,1,09-Sep-98,Callitriche sp,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2000,1,09-Sep-98,Lemna minor,0.1-1%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2000,1,09-Sep-98,Rorippa nasturtium-aquaticum,2.5-5%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2000,1,09-Sep-98,Solanum dulcamara,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2000,1,06-Oct-98,Enteromorpha intestinalis,25-50%,4e,4,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2000,1,06-Oct-98,Phragmites australis,25-50%,4e,4,Easterly lowlands (England),Norfolk,ENG
XZCUFZ,CS2000,1,19-Aug-98,Phragmites australis,5-10%,7w,43,Lowlands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Carex sp,2.5-5%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Eleocharis palustris,5-10%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Equisetum fluviatile,10-25%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Juncus bulbosus,50-75%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Myriophyllum alterniflorum,2.5-5%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Ranunculus flammula,1-2.5%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2000,1,19-Aug-98,Sparganium emersum,1-2.5%,17w3,19,Uplands (Wales),Gwynedd,WAL
EFZSHR,CS2000,1,24-Nov-98,Racomitrium aciculare,2.5-5%,18w,45,Uplands (Wales),Gwynedd,WAL
GXZDXP,CS2000,1,08-Sep-98,Athyrium filix-femina,<0.1%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2000,1,08-Sep-98,Brachythecium plumosum,<0.1%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2000,1,08-Sep-98,Hypnum jutlandicum,<0.1%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2000,1,08-Sep-98,Pellia sp,<0.1%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2000,1,08-Sep-98,Racomitrium aciculare,<0.1%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2000,1,08-Sep-98,Racomitrium fasciculare,<0.1%,18w,45,Uplands (Wales),Powys,WAL
QQXUFX,CS2000,1,18-Aug-98,Veronica beccabunga,0.1-1%,17w1,17,Uplands (Wales),Powys,WAL
HLPOPT,CS2000,1,25-Nov-98,Elodea canadensis,1-2.5%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2000,1,25-Nov-98,Myosotis scorpioides,0.1-1%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2000,1,25-Nov-98,Phalaris arundinacea,5-10%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
GPOWBR,CS2000,1,24-Aug-98,Rhynchostegium riparioides,0.1-1%,10e,10,Westerly lowlands (England),Derbyshire,ENG
ZWSOED,CS2000,1,22-Oct-98,Agrostis stolonifera,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2000,1,22-Oct-98,Callitriche sp,1-2.5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2000,1,22-Oct-98,Cladophora (aggregate),<0.1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2000,1,22-Oct-98,Myosotis scorpioides,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2000,1,22-Oct-98,Phalaris arundinacea,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2000,1,22-Oct-98,Veronica beccabunga,2.5-5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2000,1,17-Jun-98,Apium nodiflorum,0.1-1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2000,1,17-Jun-98,Callitriche sp,5-10%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2000,1,17-Jun-98,Glyceria maxima,2.5-5%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2000,1,17-Jun-98,Phalaris arundinacea,0.1-1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2000,1,17-Jun-98,Rumex hydrolapathum,0.1-1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
CIHYIY,CS2000,1,09-Sep-98,No species entered,0,4e,4,Easterly lowlands (England),Lincolnshire,ENG
JXGMRG,CS2000,1,10-Sep-98,Berula erecta,0.1-1%,3e,3,Easterly lowlands (England),Norfolk,ENG
JXGMRG,CS2000,1,10-Sep-98,Phalaris arundinacea,0.1-1%,3e,3,Easterly lowlands (England),Norfolk,ENG
JXGMRG,CS2000,1,10-Sep-98,Rorippa nasturtium-aquaticum,0.1-1%,3e,3,Easterly lowlands (England),Norfolk,ENG
JXGMRG,CS2000,1,10-Sep-98,Solanum dulcamara,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
JXGMRG,CS2000,1,10-Sep-98,Veronica beccabunga,0.1-1%,3e,3,Easterly lowlands (England),Norfolk,ENG
XDUEWA,CS2000,1,07-Aug-98,Apium nodiflorum,1-2.5%,7w,43,Lowlands (Wales),Gwynedd,WAL
XDUEWA,CS2000,1,07-Aug-98,Cladophora (aggregate),0.1-1%,7w,43,Lowlands (Wales),Gwynedd,WAL
XDUEWA,CS2000,1,07-Aug-98,Rorippa nasturtium-aquaticum,<0.1%,7w,43,Lowlands (Wales),Gwynedd,WAL
SADWLS,CS2000,1,10-Jun-98,Montia fontana,<0.1%,18w,45,Uplands (Wales),Gwynedd,WAL
SADWLS,CS2000,1,10-Jun-98,Sphagnum sp,<0.1%,18w,45,Uplands (Wales),Gwynedd,WAL
CRIEFB,CS2000,1,26-Nov-98,Amblystegium fluviatile,<0.1%,5w,41,Lowlands (Wales),Clwyd,WAL
CRIEFB,CS2000,1,26-Nov-98,Fontinalis antipyretica,2.5-5%,5w,41,Lowlands (Wales),Clwyd,WAL
CRIEFB,CS2000,1,26-Nov-98,Rhynchostegium riparioides,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
CRIEFB,CS2000,1,26-Nov-98,Thamnobryum alopecurum,0.1-1%,5w,41,Lowlands (Wales),Clwyd,WAL
SLYVHJ,CS2000,1,26-Nov-98,Apium nodiflorum,10-25%,9e,9,Easterly lowlands (England),Shropshire,ENG
HYILAM,CS2000,1,24-Aug-98,Agrostis stolonifera,<0.1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
HYILAM,CS2000,1,24-Aug-98,Cladophora aegagropila,<0.1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
HYILAM,CS2000,1,24-Aug-98,Myosotis scorpioides,0.1-1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
HYILAM,CS2000,1,24-Aug-98,Ranunculus sp,5-10%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
HYILAM,CS2000,1,24-Aug-98,Veronica beccabunga,<0.1%,11e,11,Easterly lowlands (England),Derby Unitary Authority,ENG
TBXJJD,CS2000,1,07-Oct-98,Callitriche sp,0.1-1%,12e,12,Easterly lowlands (England),Nottinghamshire,ENG
ZTXKYJ,CS2000,1,08-Oct-98,Lemna minor,>75%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
ZTXKYJ,CS2000,1,08-Oct-98,Phragmites australis,2.5-5%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
TRVAVH,CS2000,1,07-Oct-98,Lemna minor,1-2.5%,4e,4,Easterly lowlands (England),Norfolk,ENG
TRVAVH,CS2000,1,07-Oct-98,Phragmites australis,1-2.5%,4e,4,Easterly lowlands (England),Norfolk,ENG
UZZKAZ,CS2000,1,10-Jun-98,Batrachospermum sp,<0.1%,17w1,17,Uplands (Wales),Gwynedd,WAL
