"park","plot","quadrat","visit","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Kakadu","30","20","T3",30,5,0,"1"
"Kakadu","30","22","T3",25,5,0,"1"
"Kakadu","30","24","T3",25,5,0,"1"
"Kakadu","30","26","T3",25,5,0,"1"
"Kakadu","30","28","T3",20,5,0,"1"
"Kakadu","30","30","T3",40,5,0,"1"
"Kakadu","30","32","T3",40,5,0,"1"
"Kakadu","30","34","T3",40,5,0,"1"
"Kakadu","30","36","T3",30,5,0,"1"
"Kakadu","30","38","T3",30,10,0,"1"
"Kakadu","30","40","T3",30,50,0,"1"
"Kakadu","30","42","T3",50,50,0,"1"
"Kakadu","30","44","T3",25,50,0,"0"
"Kakadu","30","46","T3",20,40,0,"0"
"Kakadu","30","48","T3",25,5,0,"1"
"Kakadu","30","50","T3",40,5,0,"1"
"Kakadu","30","52","T3",40,5,0,"1"
"Kakadu","30","54","T3",50,5,0,"1"
"Kakadu","30","56","T3",40,5,0,"1"
"Kakadu","30","58","T3",25,10,0,"1"
"Kakadu","30","60","T3",100,0,0,"1"
"Kakadu","30","62","T3",10,10,0,"1"
"Kakadu","30","64","T3",30,10,0,"1"
"Kakadu","30","66","T3",20,5,0,"1"
"Kakadu","30","68","T3",1,10,0,"1"
"Kakadu","30","70","T3",70,10,0,"1"
"Kakadu","30","72","T3",50,20,0,"1"
"Kakadu","30","74","T3",30,5,0,"1"
"Kakadu","30","76","T3",40,5,0,"0"
"Kakadu","30","78","T3",40,10,0,"1"
"Kakadu","30","0","T5",25,40,0,"1"
"Kakadu","30","2","T5",35,20,0,"1"
"Kakadu","30","4","T5",40,50,0,"1"
"Kakadu","30","6","T5",25,10,0,"0"
"Kakadu","30","8","T5",35,15,0,"1"
"Kakadu","30","10","T5",45,30,0,"1"
"Kakadu","30","12","T5",30,40,0,"1"
"Kakadu","30","14","T5",23,80,0,"1"
"Kakadu","30","16","T5",25,80,0,"2"
"Kakadu","30","18","T5",22,40,0,"1"
"Kakadu","30","20","T5",25,20,0,"1"
"Kakadu","30","22","T5",30,30,0,"1"
"Kakadu","30","24","T5",30,30,0,"1"
"Kakadu","30","26","T5",18,40,0,"0"
"Kakadu","30","28","T5",25,30,0,"1"
"Kakadu","30","30","T5",25,15,0,"0"
"Kakadu","30","32","T5",15,40,0,"0"
"Kakadu","30","34","T5",20,15,0,"0"
"Kakadu","30","36","T5",20,15,0,"0"
"Kakadu","30","38","T5",33,15,0,"0"
"Kakadu","30","40","T5",38,10,0,"1"
"Kakadu","30","42","T5",43,10,0,"1"
"Kakadu","30","44","T5",35,10,0,"0"
"Kakadu","30","46","T5",15,15,0,"0"
"Kakadu","30","48","T5",10,10,0,"0"
"Kakadu","30","50","T5",10,20,0,"0"
"Kakadu","30","52","T5",33,10,0,"0"
"Kakadu","30","54","T5",22,15,0,"0"
"Kakadu","30","56","T5",20,20,0,"0"
"Kakadu","30","58","T5",25,20,0,"0"
"Kakadu","30","60","T5",23,30,0,"1"
"Kakadu","30","62","T5",7,10,0,"1"
"Kakadu","30","64","T5",20,30,0,"0"
"Kakadu","30","66","T5",15,20,0,"1"
"Kakadu","30","68","T5",1,3,0,"1"
"Kakadu","30","70","T5",20,20,0,"1"
"Kakadu","30","72","T5",20,15,0,"1"
"Kakadu","30","74","T5",30,20,0,"0"
"Kakadu","30","76","T5",20,20,0,"0"
"Kakadu","30","78","T5",18,15,0,"1"
"Kakadu","31","0","T1",40,5,60,"0"
"Kakadu","31","2","T1",70,5,65,"0"
"Kakadu","31","4","T1",40,5,60,"0"
"Kakadu","31","6","T1",20,5,80,"0"
"Kakadu","31","8","T1",20,5,80,"0"
"Kakadu","31","10","T1",40,5,60,"0"
"Kakadu","31","12","T1",50,5,50,"0"
"Kakadu","31","14","T1",30,5,70,"0"
"Kakadu","31","16","T1",70,5,30,"0"
"Kakadu","31","18","T1",20,5,80,"0"
"Kakadu","31","20","T1",90,10,10,"0"
"Kakadu","31","22","T1",60,5,40,"0"
"Kakadu","31","24","T1",60,5,40,"0"
"Kakadu","31","26","T1",50,5,50,"0"
"Kakadu","31","28","T1",80,20,20,"1"
"Kakadu","31","30","T1",50,10,50,"1"
"Kakadu","31","32","T1",15,10,85,"1"
"Kakadu","31","34","T1",80,40,20,"1"
"Kakadu","31","36","T1",70,15,30,"0"
"Kakadu","31","38","T1",40,15,60,"1"
"Kakadu","31","40","T1",30,20,50,"1"
"Kakadu","31","42","T1",40,20,50,"1"
"Kakadu","31","44","T1",50,20,50,"0"
"Kakadu","31","46","T1",80,20,60,"0"
"Kakadu","31","48","T1",40,30,70,"0"
"Kakadu","31","50","T1",60,5,35,"0"
"Kakadu","31","52","T1",30,15,85,"0"
"Kakadu","31","54","T1",20,10,90,"0"
"Kakadu","31","56","T1",70,20,20,"0"
"Kakadu","31","58","T1",60,20,60,"0"
"Kakadu","31","60","T1",15,5,75,"0"
"Kakadu","31","62","T1",50,15,40,"0"
"Kakadu","31","64","T1",70,10,20,"0"
"Kakadu","31","66","T1",70,10,10,"0"
"Kakadu","31","68","T1",40,5,40,"0"
"Kakadu","31","70","T1",40,10,30,"0"
"Kakadu","31","72","T1",50,10,15,"0"
"Kakadu","31","74","T1",60,20,10,"0"
"Kakadu","31","76","T1",100,40,0,"0"
"Kakadu","31","78","T1",5,1,85,"0"
"Kakadu","31","0","T2",50,5,50,NA
"Kakadu","31","2","T2",60,5,35,NA
"Kakadu","31","4","T2",55,5,40,NA
"Kakadu","31","6","T2",45,5,50,NA
"Kakadu","31","8","T2",10,5,85,NA
"Kakadu","31","10","T2",55,5,35,NA
"Kakadu","31","12","T2",45,10,35,NA
"Kakadu","31","14","T2",35,5,60,NA
"Kakadu","31","16","T2",20,10,70,NA
"Kakadu","31","18","T2",25,15,60,NA
"Kakadu","31","20","T2",70,15,15,NA
"Kakadu","31","22","T2",50,5,45,NA
"Kakadu","31","24","T2",50,5,45,NA
"Kakadu","31","26","T2",35,5,60,NA
"Kakadu","31","28","T2",45,20,35,NA
"Kakadu","31","30","T2",30,10,50,NA
"Kakadu","31","32","T2",5,5,90,NA
"Kakadu","31","34","T2",25,30,40,NA
"Kakadu","31","36","T2",30,15,50,NA
"Kakadu","31","38","T2",15,15,70,NA
"Kakadu","31","40","T2",10,60,30,NA
"Kakadu","31","42","T2",2,40,60,NA
"Kakadu","31","44","T2",2,30,70,NA
"Kakadu","31","46","T2",10,40,50,NA
"Kakadu","31","48","T2",10,15,50,NA
"Kakadu","31","50","T2",25,20,50,NA
"Kakadu","31","52","T2",10,1,90,NA
"Kakadu","31","54","T2",7,5,90,NA
"Kakadu","31","56","T2",15,30,55,NA
"Kakadu","31","58","T2",20,20,60,NA
"Kakadu","31","60","T2",3,1,95,NA
"Kakadu","31","62","T2",25,15,60,NA
"Kakadu","31","64","T2",35,5,60,NA
"Kakadu","31","66","T2",40,20,30,NA
"Kakadu","31","68","T2",10,3,90,NA
"Kakadu","31","70","T2",20,10,70,NA
"Kakadu","31","72","T2",40,5,50,NA
"Kakadu","31","74","T2",15,5,80,NA
"Kakadu","31","76","T2",20,60,20,NA
"Kakadu","31","78","T2",5,1,95,NA
"Kakadu","31","0","T3",40,15,80,"1"
"Kakadu","31","2","T3",25,30,50,"1"
"Kakadu","31","4","T3",35,60,10,"1"
"Kakadu","31","6","T3",40,20,70,"1"
"Kakadu","31","8","T3",10,5,90,"1"
"Kakadu","31","10","T3",25,15,80,"1"
"Kakadu","31","12","T3",40,15,40,"0"
"Kakadu","31","14","T3",25,15,60,"0"
"Kakadu","31","16","T3",10,10,70,"1"
"Kakadu","31","18","T3",30,15,70,"1"
"Kakadu","31","20","T3",15,10,80,"1"
"Kakadu","31","22","T3",70,10,10,"0"
"Kakadu","31","24","T3",40,15,30,"1"
"Kakadu","31","26","T3",20,30,20,"1"
"Kakadu","31","28","T3",20,40,15,"1"
"Kakadu","31","30","T3",15,15,70,"1"
"Kakadu","31","32","T3",20,15,60,"1"
"Kakadu","31","34","T3",25,50,20,"0"
"Kakadu","31","36","T3",15,100,0,"2"
"Kakadu","31","38","T3",15,30,50,"1"
"Kakadu","31","40","T3",1,15,80,"1"
"Kakadu","31","42","T3",42,10,80,"1"
"Kakadu","31","44","T3",5,30,70,"1"
"Kakadu","31","46","T3",3,40,50,"0"
"Kakadu","31","48","T3",3,5,70,"0"
"Kakadu","31","50","T3",10,1,50,"1"
"Kakadu","31","52","T3",5,2,90,"0"
"Kakadu","31","54","T3",3,5,90,"0"
"Kakadu","31","56","T3",15,10,70,"0"
"Kakadu","31","58","T3",10,5,90,"0"
"Kakadu","31","60","T3",3,1,95,"0"
"Kakadu","31","62","T3",8,5,90,"0"
"Kakadu","31","64","T3",20,20,50,"0"
"Kakadu","31","66","T3",15,10,80,"1"
"Kakadu","31","68","T3",7,2,90,"1"
"Kakadu","31","70","T3",10,5,80,"0"
"Kakadu","31","72","T3",17,5,75,"0"
"Kakadu","31","74","T3",1,1,95,"0"
"Kakadu","31","76","T3",25,15,50,"1"
"Kakadu","31","78","T3",4,0,95,"0"
"Kakadu","31","0","T4",60,10,5,"0"
"Kakadu","31","2","T4",70,30,5,"1"
"Kakadu","31","4","T4",50,15,5,"1"
"Kakadu","31","6","T4",50,30,5,"1"
"Kakadu","31","8","T4",30,5,5,"0"
"Kakadu","31","10","T4",40,5,20,"0"
"Kakadu","31","12","T4",40,10,30,"0"
"Kakadu","31","14","T4",40,10,5,"1"
"Kakadu","31","16","T4",40,10,5,"1"
"Kakadu","31","18","T4",40,10,10,"0"
"Kakadu","31","20","T4",70,50,10,"1"
"Kakadu","31","22","T4",75,10,5,"0"
"Kakadu","31","24","T4",70,10,5,"1"
"Kakadu","31","26","T4",70,40,5,"1"
"Kakadu","31","28","T4",80,10,10,"1"
"Kakadu","31","30","T4",40,10,10,"1"
"Kakadu","31","32","T4",40,15,15,"1"
"Kakadu","31","34","T4",30,20,20,"1"
"Kakadu","31","36","T4",60,10,20,"0"
"Kakadu","31","38","T4",20,10,20,"1"
"Kakadu","31","40","T4",20,70,0,"1"
"Kakadu","31","42","T4",40,40,0,"0"
"Kakadu","31","44","T4",40,30,0,"0"
"Kakadu","31","46","T4",30,70,0,"0"
"Kakadu","31","48","T4",15,5,0,"0"
"Kakadu","31","50","T4",20,5,0,"0"
"Kakadu","31","52","T4",25,20,0,"0"
"Kakadu","31","54","T4",40,50,0,"0"
"Kakadu","31","56","T4",70,20,10,"0"
"Kakadu","31","58","T4",40,20,0,"0"
"Kakadu","31","60","T4",5,1,0,"0"
"Kakadu","31","62","T4",70,60,0,"0"
"Kakadu","31","64","T4",70,40,0,"0"
"Kakadu","31","66","T4",70,50,0,"0"
"Kakadu","31","68","T4",50,10,0,"0"
"Kakadu","31","70","T4",25,10,0,"0"
"Kakadu","31","72","T4",40,70,0,"0"
"Kakadu","31","74","T4",40,20,0,"0"
"Kakadu","31","76","T4",80,70,0,"0"
"Kakadu","31","78","T4",15,1,0,"0"
"Kakadu","32","0","T1",75,30,15,"0"
"Kakadu","32","3","T1",80,60,10,"0"
"Kakadu","32","6","T1",80,60,20,"0"
"Kakadu","32","9","T1",95,0,0,"1"
"Kakadu","32","12","T1",100,100,0,"1"
"Kakadu","32","15","T1",100,40,0,"1"
"Kakadu","32","18","T1",100,40,0,"0"
"Kakadu","32","20","T1",100,50,0,"0"
"Kakadu","32","23","T1",100,30,0,"0"
"Kakadu","32","26","T1",100,70,0,"0"
"Kakadu","32","29","T1",100,40,0,"0"
"Kakadu","32","32","T1",100,40,0,"0"
"Kakadu","32","35","T1",100,20,0,"0"
"Kakadu","32","38","T1",100,70,0,"0"
"Kakadu","32","40","T1",75,25,0,"0"
"Kakadu","32","43","T1",60,15,0,"0"
"Kakadu","32","46","T1",60,30,5,"0"
"Kakadu","32","49","T1",100,60,0,"1"
"Kakadu","32","52","T1",100,70,0,"1"
"Kakadu","32","55","T1",100,40,0,"1"
"Kakadu","32","58","T1",100,40,0,"0"
"Kakadu","32","60","T1",100,70,0,"1"
"Kakadu","32","63","T1",100,50,0,"1"
"Kakadu","32","66","T1",100,40,0,"1"
"Kakadu","32","0","T2",25,5,0,NA
"Kakadu","32","2","T2",40,10,0,NA
"Kakadu","32","4","T2",45,0,0,NA
"Kakadu","32","6","T2",30,0,0,NA
"Kakadu","32","8","T2",40,5,0,NA
"Kakadu","32","10","T2",35,10,0,NA
"Kakadu","32","12","T2",60,10,0,NA
"Kakadu","32","14","T2",25,15,0,NA
"Kakadu","32","16","T2",45,10,0,NA
"Kakadu","32","18","T2",55,5,0,NA
"Kakadu","32","20","T2",40,15,0,NA
"Kakadu","32","22","T2",65,5,0,NA
"Kakadu","32","24","T2",60,10,0,NA
"Kakadu","32","26","T2",55,5,0,NA
"Kakadu","32","28","T2",50,5,0,NA
"Kakadu","32","30","T2",45,5,0,NA
"Kakadu","32","32","T2",45,5,0,NA
"Kakadu","32","34","T2",60,10,0,NA
"Kakadu","32","36","T2",35,20,0,NA
"Kakadu","32","38","T2",40,5,0,NA
"Kakadu","32","40","T2",60,20,0,NA
"Kakadu","32","42","T2",100,70,0,NA
"Kakadu","32","44","T2",60,5,0,NA
"Kakadu","32","46","T2",50,5,0,NA
"Kakadu","32","48","T2",35,1,0,NA
"Kakadu","32","50","T2",50,25,0,NA
"Kakadu","32","52","T2",30,15,0,NA
"Kakadu","32","54","T2",60,20,0,NA
"Kakadu","32","56","T2",60,15,0,NA
"Kakadu","32","58","T2",75,10,0,NA
"Kakadu","32","60","T2",45,5,0,NA
"Kakadu","32","62","T2",45,10,0,NA
"Kakadu","32","64","T2",45,25,0,NA
"Kakadu","32","66","T2",55,10,0,NA
"Kakadu","32","68","T2",40,30,0,NA
"Kakadu","32","70","T2",60,5,0,NA
"Kakadu","32","72","T2",40,5,0,NA
"Kakadu","32","74","T2",50,5,15,NA
"Kakadu","32","76","T2",45,5,0,NA
"Kakadu","32","78","T2",50,5,10,NA
"Kakadu","32","0","T3",25,30,0,"1"
"Kakadu","32","2","T3",15,5,0,"0"
"Kakadu","32","4","T3",30,10,0,"0"
"Kakadu","32","6","T3",20,5,0,"0"
"Kakadu","32","8","T3",20,10,0,"1"
"Kakadu","32","10","T3",15,5,0,"1"
"Kakadu","32","12","T3",30,10,0,"1"
"Kakadu","32","14","T3",20,10,0,"1"
"Kakadu","32","16","T3",30,5,0,"1"
"Kakadu","32","18","T3",30,5,0,"1"
"Kakadu","32","20","T3",40,10,0,"1"
"Kakadu","32","22","T3",20,5,0,"1"
"Kakadu","32","24","T3",30,5,0,"0"
"Kakadu","32","26","T3",20,20,0,"0"
"Kakadu","32","28","T3",30,10,0,"0"
"Kakadu","32","30","T3",20,10,0,"0"
"Kakadu","32","32","T3",40,30,0,"0"
"Kakadu","32","34","T3",25,5,0,"0"
"Kakadu","32","36","T3",40,10,0,"0"
"Kakadu","32","38","T3",15,30,0,"0"
"Kakadu","32","40","T3",20,20,0,"0"
"Kakadu","32","42","T3",10,20,0,"0"
"Kakadu","32","44","T3",30,5,0,"1"
"Kakadu","32","46","T3",40,30,0,"1"
"Kakadu","32","48","T3",30,10,0,"1"
"Kakadu","32","50","T3",30,20,0,"1"
"Kakadu","32","52","T3",10,30,0,"1"
"Kakadu","32","54","T3",15,30,0,"1"
"Kakadu","32","56","T3",20,10,0,"1"
"Kakadu","32","58","T3",15,30,0,"1"
"Kakadu","32","60","T3",15,30,0,"1"
"Kakadu","32","62","T3",15,5,0,"1"
"Kakadu","32","64","T3",20,5,0,"1"
"Kakadu","32","66","T3",15,5,0,"0"
"Kakadu","32","68","T3",40,30,0,"1"
"Kakadu","32","70","T3",30,10,10,"1"
"Kakadu","32","72","T3",15,5,0,"0"
"Kakadu","32","74","T3",10,20,10,"0"
"Kakadu","32","76","T3",15,10,0,"0"
"Kakadu","32","78","T3",15,20,0,"0"
"Kakadu","32","0","T5",25,10,0,"1"
"Kakadu","32","2","T5",18,5,0,"0"
"Kakadu","32","4","T5",25,15,0,"0"
"Kakadu","32","6","T5",20,25,0,"0"
"Kakadu","32","8","T5",25,20,0,"0"
"Kakadu","32","10","T5",15,10,0,"1"
"Kakadu","32","12","T5",22,40,0,"1"
"Kakadu","32","14","T5",20,40,0,"1"
"Kakadu","32","16","T5",18,70,0,"1"
"Kakadu","32","18","T5",27,40,0,"1"
"Kakadu","32","20","T5",35,10,0,"1"
"Kakadu","32","22","T5",22,60,0,"1"
"Kakadu","32","24","T5",30,50,0,"0"
"Kakadu","32","26","T5",22,20,0,"0"
"Kakadu","32","28","T5",35,70,0,"0"
"Kakadu","32","30","T5",18,10,0,"0"
"Kakadu","32","32","T5",35,40,0,"0"
"Kakadu","32","34","T5",22,10,0,"0"
"Kakadu","32","36","T5",30,40,0,"0"
"Kakadu","32","38","T5",30,35,0,"0"
"Kakadu","32","40","T5",30,20,0,"0"
"Kakadu","32","42","T5",12,50,0,"1"
"Kakadu","32","44","T5",25,40,0,"1"
"Kakadu","32","46","T5",20,35,0,"1"
"Kakadu","32","48","T5",23,20,0,"1"
"Kakadu","32","50","T5",17,80,0,"1"
"Kakadu","32","52","T5",10,15,0,"1"
"Kakadu","32","54","T5",15,80,0,"1"
"Kakadu","32","56","T5",25,60,0,"1"
"Kakadu","32","58","T5",22,90,0,"1"
"Kakadu","32","60","T5",27,80,0,"1"
"Kakadu","32","62","T5",20,30,0,"1"
"Kakadu","32","64","T5",25,25,0,"1"
"Kakadu","32","66","T5",25,40,0,"0"
"Kakadu","32","68","T5",33,50,0,"1"
"Kakadu","32","70","T5",32,30,10,"1"
"Kakadu","32","72","T5",17,10,0,"0"
"Kakadu","32","74","T5",22,10,10,"0"
"Kakadu","32","76","T5",18,10,5,"0"
"Kakadu","32","78","T5",22,20,10,"0"
"Kakadu","33","0","T1",80,60,0,"1"
"Kakadu","33","2","T1",60,40,0,"1"
"Kakadu","33","4","T1",60,30,0,"0"
"Kakadu","33","6","T1",80,60,0,"0"
"Kakadu","33","8","T1",60,40,0,"0"
"Kakadu","33","10","T1",90,40,0,"0"
"Kakadu","33","12","T1",70,50,0,"0"
"Kakadu","33","14","T1",50,30,0,"1"
"Kakadu","33","16","T1",30,10,0,"1"
"Kakadu","33","18","T1",70,30,0,"1"
"Kakadu","33","20","T1",30,20,0,"1"
"Kakadu","33","22","T1",30,15,0,"0"
"Kakadu","33","24","T1",80,80,0,"0"
"Kakadu","33","26","T1",70,50,0,"0"
"Kakadu","33","28","T1",60,50,0,"0"
"Kakadu","33","30","T1",40,20,0,"0"
"Kakadu","33","32","T1",80,30,0,"0"
"Kakadu","33","34","T1",90,50,0,"0"
"Kakadu","33","36","T1",60,10,0,"0"
"Kakadu","33","38","T1",20,10,0,"0"
"Kakadu","33","40","T1",40,30,0,"0"
"Kakadu","33","42","T1",50,40,0,"0"
"Kakadu","33","44","T1",80,40,0,"0"
"Kakadu","33","46","T1",50,40,0,"0"
"Kakadu","33","48","T1",90,40,0,"0"
"Kakadu","33","50","T1",80,60,0,"1"
"Kakadu","33","52","T1",90,70,0,"0"
"Kakadu","33","54","T1",100,30,0,"0"
"Kakadu","33","56","T1",50,40,0,"0"
"Kakadu","33","58","T1",30,20,0,"0"
"Kakadu","33","60","T1",100,50,0,"0"
"Kakadu","33","62","T1",60,40,0,"0"
"Kakadu","33","64","T1",60,40,0,"0"
"Kakadu","33","66","T1",80,40,0,"0"
"Kakadu","33","68","T1",70,50,0,"0"
"Kakadu","33","70","T1",90,70,0,"0"
"Kakadu","33","72","T1",80,40,0,"0"
"Kakadu","33","74","T1",90,60,0,"1"
"Kakadu","33","76","T1",90,80,0,"1"
"Kakadu","33","78","T1",90,80,0,"1"
"Kakadu","33","0","T2",20,15,0,NA
"Kakadu","33","2","T2",25,40,0,NA
"Kakadu","33","4","T2",20,20,0,NA
"Kakadu","33","6","T2",25,30,0,NA
"Kakadu","33","8","T2",30,5,0,NA
"Kakadu","33","10","T2",40,40,0,NA
"Kakadu","33","12","T2",30,5,0,NA
"Kakadu","33","14","T2",70,60,0,NA
"Kakadu","33","16","T2",70,40,0,NA
"Kakadu","33","18","T2",35,30,0,NA
"Kakadu","33","20","T2",90,60,0,NA
"Kakadu","33","22","T2",60,70,0,NA
"Kakadu","33","24","T2",80,95,0,NA
"Kakadu","33","26","T2",90,100,0,NA
"Kakadu","33","28","T2",90,100,0,NA
"Kakadu","33","30","T2",40,15,0,NA
"Kakadu","33","32","T2",90,90,0,NA
"Kakadu","33","34","T2",90,100,0,NA
"Kakadu","33","36","T2",25,5,0,NA
"Kakadu","33","38","T2",30,10,0,NA
"Kakadu","33","40","T2",20,5,0,NA
"Kakadu","33","42","T2",30,5,0,NA
"Kakadu","33","44","T2",45,10,0,NA
"Kakadu","33","46","T2",40,5,0,NA
"Kakadu","33","48","T2",80,80,0,NA
"Kakadu","33","50","T2",80,90,0,NA
"Kakadu","33","52","T2",75,30,0,NA
"Kakadu","33","54","T2",90,100,0,NA
"Kakadu","33","56","T2",35,50,0,NA
"Kakadu","33","58","T2",40,70,0,NA
"Kakadu","33","60","T2",100,100,0,NA
"Kakadu","33","62","T2",15,30,0,NA
"Kakadu","33","64","T2",20,40,0,NA
"Kakadu","33","66","T2",30,30,0,NA
"Kakadu","33","68","T2",35,10,0,NA
"Kakadu","33","70","T2",40,90,0,NA
"Kakadu","33","72","T2",40,95,0,NA
"Kakadu","33","74","T2",55,40,0,NA
"Kakadu","33","76","T2",15,50,0,NA
"Kakadu","33","78","T2",20,40,0,NA
"Kakadu","33","0","T3",25,10,0,"1"
"Kakadu","33","2","T3",30,15,0,"1"
"Kakadu","33","4","T3",15,50,0,"1"
"Kakadu","33","6","T3",25,50,0,"1"
"Kakadu","33","8","T3",20,30,0,"1"
"Kakadu","33","10","T3",25,50,0,"0"
"Kakadu","33","12","T3",30,40,0,"0"
"Kakadu","33","14","T3",70,20,0,"1"
"Kakadu","33","16","T3",60,20,0,"1"
"Kakadu","33","18","T3",50,25,0,"0"
"Kakadu","33","20","T3",60,30,0,"1"
"Kakadu","33","22","T3",15,70,0,"0"
"Kakadu","33","24","T3",10,70,0,"0"
"Kakadu","33","26","T3",5,10,0,"0"
"Kakadu","33","28","T3",0,90,0,"0"
"Kakadu","33","30","T3",50,15,0,"0"
"Kakadu","33","32","T3",0,90,0,"0"
"Kakadu","33","34","T3",0,100,0,"0"
"Kakadu","33","36","T3",75,10,0,"0"
"Kakadu","33","38","T3",50,30,0,"0"
"Kakadu","33","40","T3",25,5,0,"0"
"Kakadu","33","42","T3",30,10,0,"0"
"Kakadu","33","44","T3",50,10,0,"0"
"Kakadu","33","46","T3",70,5,0,"0"
"Kakadu","33","48","T3",15,80,0,"0"
"Kakadu","33","50","T3",10,90,0,"0"
"Kakadu","33","52","T3",15,100,0,"0"
"Kakadu","33","54","T3",10,100,0,"0"
"Kakadu","33","56","T3",35,5,0,"0"
"Kakadu","33","58","T3",30,20,0,"0"
"Kakadu","33","60","T3",1,100,0,"0"
"Kakadu","33","62","T3",20,30,0,"1"
"Kakadu","33","64","T3",10,30,0,"0"
"Kakadu","33","66","T3",40,40,0,"0"
"Kakadu","33","68","T3",30,40,0,"0"
"Kakadu","33","70","T3",35,40,0,"0"
"Kakadu","33","72","T3",30,60,0,"1"
"Kakadu","33","74","T3",25,60,0,"1"
"Kakadu","33","76","T3",10,100,0,"1"
"Kakadu","33","78","T3",15,80,0,"1"
"Kakadu","33","0","T5",30,20,5,"0"
"Kakadu","33","2","T5",25,10,0,"1"
"Kakadu","33","4","T5",30,15,0,"2"
"Kakadu","33","6","T5",50,35,0,"1"
"Kakadu","33","8","T5",30,15,0,"1"
"Kakadu","33","10","T5",25,10,0,"0"
"Kakadu","33","12","T5",30,10,0,"1"
"Kakadu","33","14","T5",40,10,0,"1"
"Kakadu","33","16","T5",70,45,0,"1"
"Kakadu","33","18","T5",40,10,0,"0"
"Kakadu","33","20","T5",25,5,0,"0"
"Kakadu","33","22","T5",70,65,0,"0"
"Kakadu","33","24","T5",45,40,0,"0"
"Kakadu","33","26","T5",80,75,0,"1"
"Kakadu","33","28","T5",55,50,0,"0"
"Kakadu","33","30","T5",5,5,0,"0"
"Kakadu","33","32","T5",60,60,0,"1"
"Kakadu","33","34","T5",95,95,0,"1"
"Kakadu","33","36","T5",75,50,0,"0"
"Kakadu","33","38","T5",20,10,0,"0"
"Kakadu","33","40","T5",42,20,NA,NA
"Kakadu","33","42","T5",25,5,NA,NA
"Kakadu","33","44","T5",25,10,NA,NA
"Kakadu","33","46","T5",15,5,NA,NA
"Kakadu","33","48","T5",60,50,NA,NA
"Kakadu","33","50","T5",40,30,NA,NA
"Kakadu","33","52","T5",5,50,NA,NA
"Kakadu","33","54","T5",75,65,NA,NA
"Kakadu","33","56","T5",20,15,NA,NA
"Kakadu","33","58","T5",20,10,NA,NA
"Kakadu","33","60","T5",0,100,NA,"1"
"Kakadu","33","62","T5",15,10,0,"1"
"Kakadu","33","64","T5",20,10,0,"0"
"Kakadu","33","66","T5",50,30,0,"0"
"Kakadu","33","68","T5",20,5,0,"0"
"Kakadu","33","70","T5",70,50,0,"0"
"Kakadu","33","72","T5",65,50,0,"0"
"Kakadu","33","74","T5",25,25,0,"0"
"Kakadu","33","76","T5",40,30,0,"0"
"Kakadu","33","78","T5",45,30,0,"0"
"Kakadu","34","0","T1",80,60,0,"0"
"Kakadu","34","2","T1",80,40,0,"0"
"Kakadu","34","4","T1",80,50,0,"0"
"Kakadu","34","6","T1",100,75,0,"0"
"Kakadu","34","8","T1",100,75,0,"0"
"Kakadu","34","10","T1",80,50,0,"0"
"Kakadu","34","12","T1",90,50,0,"1"
"Kakadu","34","14","T1",80,50,0,"1"
"Kakadu","34","16","T1",75,60,0,"1"
"Kakadu","34","18","T1",70,55,0,"1"
"Kakadu","34","20","T1",60,50,0,"0"
"Kakadu","34","22","T1",50,40,0,"0"
"Kakadu","34","24","T1",60,50,0,"0"
"Kakadu","34","26","T1",80,70,0,"0"
"Kakadu","34","28","T1",80,80,0,"1"
"Kakadu","34","30","T1",50,40,0,"0"
"Kakadu","34","32","T1",60,50,0,"0"
"Kakadu","34","34","T1",60,50,0,"0"
"Kakadu","34","36","T1",60,50,0,"0"
"Kakadu","34","38","T1",80,60,0,"1"
"Kakadu","34","40","T1",30,10,0,"0"
"Kakadu","34","42","T1",50,20,0,"0"
"Kakadu","34","44","T1",60,45,0,"1"
"Kakadu","34","46","T1",40,30,0,"0"
"Kakadu","34","48","T1",60,30,0,"0"
"Kakadu","34","50","T1",70,50,0,"1"
"Kakadu","34","52","T1",60,50,0,"1"
"Kakadu","34","54","T1",50,40,0,"1"
"Kakadu","34","56","T1",80,60,0,"0"
"Kakadu","34","58","T1",80,60,0,"0"
"Kakadu","34","60","T1",60,50,0,"1"
"Kakadu","34","62","T1",80,20,0,"1"
"Kakadu","34","64","T1",70,50,0,"0"
"Kakadu","34","66","T1",100,40,0,"0"
"Kakadu","34","68","T1",100,50,0,"1"
"Kakadu","34","70","T1",90,70,0,"1"
"Kakadu","34","72","T1",100,40,0,"0"
"Kakadu","34","74","T1",100,50,0,"0"
"Kakadu","34","76","T1",80,60,0,"1"
"Kakadu","34","78","T1",100,40,0,"1"
"Kakadu","34","0","T2",30,5,0,NA
"Kakadu","34","2","T2",5,80,0,NA
"Kakadu","34","4","T2",30,1,0,NA
"Kakadu","34","6","T2",30,10,0,NA
"Kakadu","34","8","T2",30,15,0,NA
"Kakadu","34","10","T2",30,10,0,NA
"Kakadu","34","12","T2",40,5,0,NA
"Kakadu","34","14","T2",35,5,0,NA
"Kakadu","34","16","T2",35,5,0,NA
"Kakadu","34","18","T2",30,5,0,NA
"Kakadu","34","20","T2",20,20,0,NA
"Kakadu","34","22","T2",45,10,0,NA
