"park","plot","visit","genus_species","tag_no","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","is_the_tree_dead"
"Nitmiluk","9","T3","Petalostigma banksii","275",3.5,"1",9.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","276",4.5,"1",9.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","277",4.2,"2",10,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","278",5,"2",8.8,8.7,6.5,5.9,0,0,0,0,FALSE
"Nitmiluk","9","T3","Erythrophleum chlorostachys","279",6.5,"0",7.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Persoonia falcata","280",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T3","Corymbia latifolia","281",4.5,"0",5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","282",4.5,"0",9.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","283",6.5,"1",7.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","284",5,"1",9.8,10.6,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","285",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T3","Petalostigma banksii","286",4,"1",7.3,6.3,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Corymbia latifolia","287",4,"1",5.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","288",3.5,"0",6.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Petalostigma banksii","289",3.5,"0",5.6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T3","Erythrophleum chlorostachys","290",5,"0",5.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","250",NA,"1",9.6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","251",NA,"2",8.5,6.5,5.8,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","252",NA,"2",8.7,9.6,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Corymbia latifolia","253",NA,"3",17.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Corymbia latifolia","254",NA,"2",16.6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","255",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Corymbia latifolia","256",NA,"0",13.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","257",NA,"3",10.6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","258",NA,"2",6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Erythrophleum chlorostachys","259",NA,"2",14.4,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","260",NA,"3",11.9,10.9,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","261",NA,"2",12.4,7.3,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Corymbia latifolia","262",NA,"2",29,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Corymbia latifolia","263",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","264",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Erythrophleum chlorostachys","265",NA,"1",12.4,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","266",NA,"3",7.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","267",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Erythrophleum chlorostachys","268",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","269",NA,"2",7.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","270",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","271",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","272",NA,"2",11.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","273",NA,"2",9.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","274",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","275",NA,"2",9.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","276",NA,"2",10.4,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","277",NA,"3",10.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","278",NA,"3",9.7,9.2,6.8,6.6,0,0,0,0,FALSE
"Nitmiluk","9","T4","Erythrophleum chlorostachys","279",NA,"2",8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Persoonia falcata","280",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Corymbia latifolia","281",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","282",NA,"2",10.2,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","283",NA,"2",8.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","284",NA,"3",9.9,10.6,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","285",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","286",NA,"2",9.3,7,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Corymbia latifolia","287",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Petalostigma banksii","288",NA,"2",7.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Petalostigma banksii","289",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","9","T4","Erythrophleum chlorostachys","290",NA,"3",5.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T4","Erythrophleum chlorostachys","291",NA,"2",5.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","250",NA,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","250",NA,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","251",4,"4",9.5,7,6.5,6,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","251",4,"4",9.5,7,6.5,6,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","252",4,"4",15.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","252",4,"4",15.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","253",8,"0",19.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","253",8,"0",19.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","254",7,"1",18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","254",7,"1",18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","255",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","255",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","256",8,"0",16,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","256",8,"0",16,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","257",4,"0",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","257",4,"0",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","258",5.5,"0",16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","258",5.5,"0",16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","259",8,"0",14.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","259",8,"0",14.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","260",5,"4",12.5,11,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","260",5,"4",12.5,11,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","261",6,"0",13.5,9,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","261",6,"0",13.5,9,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","262",9,"0",30.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","262",9,"0",30.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","263",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","263",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","264",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","264",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","265",6,"4",12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","265",6,"4",12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","266",0,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","266",0,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","267",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","267",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","268",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","268",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","269",3.5,"4",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","269",3.5,"4",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","270",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","270",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","271",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","271",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","272",3.5,"4",13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","272",3.5,"4",13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","273",4.5,"0",11,6.5,5.5,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","273",4.5,"0",11,6.5,5.5,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","274",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","274",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","275",3.5,"4",10.5,7.4,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","275",3.5,"4",10.5,7.4,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","276",4,"3",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","276",4,"3",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","277",4.5,"3",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","277",4.5,"3",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","278",5,"4",10.5,10,7.5,7.5,5,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","278",5,"4",10.5,10,7.5,7.5,5,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","279",0,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","279",0,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Persoonia falcata","280",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Persoonia falcata","280",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","281",6,"0",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","281",6,"0",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","282",4.5,"3",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","282",4.5,"3",10.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","283",5,"4",9,5.5,5.5,5,4.4,4,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","283",5,"4",9,5.5,5.5,5,4.4,4,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","284",0,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","284",0,"0",0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","285",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","285",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","286",4.5,"3",9.5,7.5,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","286",4.5,"3",9.5,7.5,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","287",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Corymbia latifolia","287",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","288",4,"4",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","288",4,"4",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","289",4,"0",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Petalostigma banksii","289",4,"0",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","290",6,"4",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","290",6,"4",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","291",3,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","291",3,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","292",3.5,"0",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","292",3.5,"0",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","293",4.5,"4",5.5,4.5,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","293",4.5,"4",5.5,4.5,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","294",3,"4",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","9","T5","Erythrophleum chlorostachys","294",3,"4",5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T1","Cochlospermum fraseri","1",4,"0",5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Callitris intratropica","2",8,"1",27,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Corymbia kombolgiensis","3",8,"0",13,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Callitris intratropica","4",7,"1",12,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Eucalyptus herbertiana","5",6,"0",19,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Callitris intratropica","6",6,"3",8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Callitris intratropica","7",8,"3",15,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Eucalyptus herbertiana","8",5,"3",15,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T1","Callitris intratropica","9",7,"4",15,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Cochlospermum fraseri","1",4,"0",7.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Callitris intratropica","2",8,"0",28.2,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Corymbia kombolgiensis","3",12,"0",15,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Callitris intratropica","4",8,"0",12.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Eucalyptus herbertiana","5",6,"0",14.7,16.6,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Callitris intratropica","6",6,"1",9.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Callitris intratropica","7",9,"2",14.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Eucalyptus herbertiana","8",5,"2",17.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T2","Callitris intratropica","9",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T3","Cochlospermum fraseri","1",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T3","Callitris intratropica","2",9,"1",28.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T3","Corymbia kombolgiensis","3",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T3","Callitris intratropica","4",9,"0",14,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T3","Eucalyptus herbertiana","5",6.5,"0",15.5,17.7,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T3","Callitris intratropica","6",7.5,"2",10.4,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T3","Callitris intratropica","7",8.5,"2",16.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T3","Eucalyptus herbertiana","8",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T3","Callitris intratropica","9",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T3","Corymbia kombolgiensis","10",6.5,"0",6.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T3","Eucalyptus / Corymbia sp.","11",4.5,"0",5.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T4","Cochlospermum fraseri","1",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Callitris intratropica","2",NA,"0",29.2,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T4","Corymbia kombolgiensis","3",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Callitris intratropica","4",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Eucalyptus herbertiana","5",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Callitris intratropica","6",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Callitris intratropica","7",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Eucalyptus herbertiana","8",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Callitris intratropica","9",NA,NA,0,0,0,0,0,0,0,0,TRUE
"Nitmiluk","10","T4","Corymbia kombolgiensis","10",NA,"0",8.6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T4","Eucalyptus / Corymbia sp.","11",NA,NA,8.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T4","Corymbia kombolgiensis","12",NA,"0",6.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T4","Corymbia kombolgiensis","13",NA,"0",5.6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","10","T5","Cochlospermum fraseri","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Callitris intratropica","2",13,"0",29.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Corymbia kombolgiensis","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Callitris intratropica","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Eucalyptus herbertiana","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Callitris intratropica","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Callitris intratropica","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Eucalyptus herbertiana","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Callitris intratropica","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Corymbia kombolgiensis","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Eucalyptus herbertiana","11",6,NA,9.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Eucalyptus herbertiana","12",5,"2",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","10","T5","Eucalyptus herbertiana","13",3,"2",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","1",4,"3",6.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","2",4.5,"3",9.2,7.1,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","3",6.5,"1",20.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","4",5,"2",11.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tectifica","5",8.5,"3",21.2,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","6",4.5,"3",12.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","7",3.5,"3",7.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","8",4.5,"3",8.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","9",3.5,"3",9.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","10",3.5,"3",6.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","11",3.5,"2",5.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tintinnans","12",6.5,"1",30.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","13",4.5,"3",12.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","14",3.5,"1",6.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia polysciada","15",2,"3",17,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","16",3,"1",6,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","17",4,"1",14.9,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tintinnans","18",5.5,"1",13,11.8,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia polysciada","19",3,"3",5.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","20",3.5,"2",6.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","21",3.5,"2",7.2,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tintinnans","22",4,"2",9.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tintinnans","23",6.5,"2",24.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tectifica","24",4,"2",16.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tintinnans","25",4,"1",9.7,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tectifica","26",4,"2",9.3,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","27",3.5,"0",7.7,7.9,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Corymbia dichromophloia","28",5,"0",22.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","29",3.5,"3",7.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Erythrophleum chlorostachys","30",3.5,"3",9.4,12.8,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T1","Eucalyptus tectifica","31",4.5,"3",17.1,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T2","Erythrophleum chlorostachys","1",3.5,"0",6.5,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T2","Erythrophleum chlorostachys","2",4,"0",9,7.6,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T2","Corymbia dichromophloia","3",8,"0",21.8,0,0,0,0,0,0,0,FALSE
"Nitmiluk","11","T2","Erythrophleum chlorostachys","4",4,"1",12.9,0,0,0,0,0,0,0,FALSE
