"id","visit_code","veg_species","structural_layer","comments"
"14497","012-1-60-1","Kennedia rubicunda","Understorey",""
"14498","012-1-60-1","Eustrephus latifolius","Understorey",""
"14499","012-1-60-1","Entolasia marginata","Understorey",""
"14500","012-1-60-1","Glycine tabacina","Understorey",""
"14501","012-1-60-1","Hibbertia linearis","Understorey",""
"14502","012-1-60-1","Billardiera scandens","Understorey",""
"14503","012-1-60-2","Monotoca elliptica","Mid Storey",""
"14504","012-1-60-2","Banksia serrata","Mid Storey",""
"14505","012-1-60-2","Acacia implexa","Mid Storey",""
"14506","012-1-60-2","Eucalyptus pilularis","Overstorey",""
"14507","012-1-60-2","Banksia serrata","Overstorey",""
"14508","012-1-60-2","Viola hederacea","Understorey",""
"14509","012-1-60-2","Pteridium esculentum","Understorey",""
"14510","012-1-60-2","Microlaena stipoides var. stipoides","Understorey",""
"14511","012-1-60-2","Marsdenia rostrata","Understorey",""
"14512","012-1-60-2","Lagenifera stipitata","Understorey",""
"14513","012-1-60-2","Imperata cylindrica var. major","Understorey",""
"14514","012-1-60-2","Hibbertia scandens","Understorey",""
"14515","012-1-60-2","Helichrysum elatum","Understorey",""
"14516","012-1-60-2","Gonocarpus teucrioides","Understorey",""
"14517","012-1-60-2","Glycine tabacina","Understorey",""
"14518","012-1-60-2","Glycine clandestina","Understorey",""
"14519","012-1-60-2","Eucalyptus pilularis","Understorey",""
"14520","012-1-60-2","Desmodium varians","Understorey",""
"14521","012-1-60-2","Desmodium rhytidophyllum","Understorey",""
"14522","012-1-60-2","Chrysanthemoides monilifera","Understorey",""
"14523","012-1-60-2","Banksia serrata","Understorey",""
"14524","012-1-60-2","Caladenia catenata","Understorey",""
"14525","012-1-60-2","Acianthus sp.","Understorey",""
"14526","012-1-60-2","Banksia integrifolia","Understorey",""
"14527","012-1-60-2","Monotoca elliptica","Understorey",""
"14528","012-1-60-2","Hardenbergia violacea","Understorey",""
"14529","012-1-60-2","Poranthera microphylla","Understorey",""
"14530","012-1-60-2","Dianella caerulea","Understorey",""
"14531","012-1-60-2","Hibbertia linearis","Understorey",""
"14532","012-1-60-2","Acacia ulicifolia","Understorey",""
"14533","012-1-60-2","Themeda australis","Understorey",""
"14534","012-1-60-2","Pterostylis sp.","Understorey",""
"14535","012-1-60-2","Corybas sp.","Understorey",""
"14536","012-1-60-2","Acacia implexa","Understorey",""
"14537","012-1-60-2","Pittosporum undulatum","Understorey",""
"14538","012-1-60-2","Lomandra longifolia","Understorey",""
"14539","012-1-60-2","Galium gaudichaudii","Understorey",""
"14540","012-1-60-2","Goodenia paniculata","Understorey",""
"14541","012-1-60-2","Opercularia aspera","Understorey",""
"14542","012-1-63-1","Banksia serrata","Mid Storey",""
"14543","012-1-63-1","Acacia implexa","Mid Storey",""
"14544","012-1-63-1","Eucalyptus botryoides","Overstorey",""
"14545","012-1-63-1","Casuarina glauca","Overstorey",""
"14546","012-1-63-1","Stephania japonica var. discolor","Understorey",""
"14547","012-1-63-1","Pteridium esculentum","Understorey",""
"14548","012-1-63-1","Poranthera microphylla","Understorey",""
"14549","012-1-63-1","Oxalis articulata","Understorey",""
"14550","012-1-63-1","Monotoca elliptica","Understorey",""
"14551","012-1-63-1","Microlaena stipoides var. stipoides","Understorey",""
"14552","012-1-63-1","Marsdenia rostrata","Understorey",""
"14553","012-1-63-1","Lomandra longifolia","Understorey",""
"14554","012-1-63-1","Imperata cylindrica var. major","Understorey",""
"14555","012-1-63-1","Hibbertia scandens","Understorey",""
"14556","012-1-63-1","Geranium homeanum","Understorey",""
"14557","012-1-63-1","Dichondra repens","Understorey",""
"14558","012-1-63-1","Chrysanthemoides monilifera","Understorey",""
"14559","012-1-63-1","Breynia oblongifolia","Understorey",""
"14560","012-1-63-1","Banksia integrifolia","Understorey",""
"14561","012-1-63-1","Cyperus gracilis","Understorey",""
"14562","012-1-63-1","Oplismenus aemulus","Understorey",""
"14563","012-1-63-1","Poranthera microphylla","Understorey",""
"14564","012-1-63-1","Acacia implexa","Understorey",""
"14565","012-1-63-1","Breynia oblongifolia","Understorey",""
"14566","012-1-63-1","Desmodium varians","Understorey",""
"14567","012-1-63-1","Pterostylis nutans","Understorey",""
"14568","012-1-63-1","Desmodium brachypodum","Understorey",""
"14569","012-1-63-1","Hibbertia linearis","Understorey",""
"14570","012-1-63-1","Eragrostis brownii","Understorey",""
"14571","012-1-63-1","Asteraceae sp.","Understorey",""
"14572","012-1-63-1","Casuarina glauca","Understorey",""
"14573","012-1-63-1","Echinopogon ovatus","Understorey",""
"14574","012-1-63-1","Poa labillardieri","Understorey",""
"14575","012-1-63-1","Lagenifera stipitata","Understorey",""
"14576","012-1-63-1","Stephania japonica var. discolor","Understorey",""
"14577","012-1-63-1","Leucopogon parviflorus","Understorey",""
"14578","012-1-63-1","Veronica calycina","Understorey",""
"14579","012-1-63-1","Galium propinquum","Understorey",""
"14580","012-1-63-1","Corybas sp.","Understorey",""
"14581","012-1-63-1","Eucalyptus sp.","Understorey","seedling"
"14582","012-1-63-2","Marsdenia rostrata","Mid Storey",""
"14583","012-1-63-2","Acacia implexa","Mid Storey",""
"14584","012-1-63-2","Eucalyptus botryoides","Overstorey",""
"14585","012-1-63-2","Banksia serrata","Overstorey",""
"14586","012-1-63-2","Stephania japonica var. discolor","Understorey",""
"14587","012-1-63-2","Pteridium esculentum","Understorey",""
"14588","012-1-63-2","Parsonsia straminea","Understorey",""
"14589","012-1-63-2","Oxalis articulata","Understorey",""
"14590","012-1-63-2","Oplismenus imbecillis","Understorey",""
"14591","012-1-63-2","Monotoca elliptica","Understorey",""
"14592","012-1-63-2","Marsdenia rostrata","Understorey",""
"14593","012-1-63-2","Lomandra longifolia","Understorey",""
"14594","012-1-63-2","Imperata cylindrica var. major","Understorey",""
"14595","012-1-63-2","Hibbertia scandens","Understorey",""
"14596","012-1-63-2","Gonocarpus teucrioides","Understorey",""
"14597","012-1-63-2","Glycine tabacina","Understorey",""
"14598","012-1-63-2","Geranium homeanum","Understorey",""
"14599","012-1-63-2","Ficinia nodusa","Understorey",""
"14600","012-1-63-2","Dianella caerulea","Understorey",""
"14601","012-1-63-2","Desmodium varians","Understorey",""
"14602","012-1-63-2","Chrysanthemoides monilifera","Understorey",""
"14603","012-1-63-2","Glycine clandestina","Understorey",""
"14604","012-1-63-2","Lepidosperma concavum","Understorey",""
"14605","012-1-63-2","Breynia oblongifolia","Understorey",""
"14606","012-1-63-2","Corybas sp.","Understorey",""
"14607","012-1-63-2","Lagenifera stipitata","Understorey",""
"14608","012-1-63-2","Dichondra repens","Understorey",""
"14609","012-1-63-2","Helichrysum elatum","Understorey",""
"14610","012-1-63-2","Microlaena stipoides var. stipoides","Understorey",""
"14611","012-1-63-2","Hibbertia linearis","Understorey",""
"14612","012-1-63-2","Senecio minimus","Understorey",""
"14613","012-1-63-2","Banksia integrifolia","Understorey",""
"14614","012-1-63-2","Poranthera microphylla","Understorey",""
"14615","012-1-63-2","Acacia ulicifolia","Understorey",""
"14616","012-1-63-2","Cyperus gracilis","Understorey",""
"14617","012-1-63-2","Galium propinquum","Understorey",""
"14618","012-1-63-2","Viola hederacea","Understorey",""
"14619","012-1-63-2","Acacia implexa","Understorey",""
"14620","012-1-63-2","Casuarina glauca","Understorey",""
"14621","012-1-63-2","Hardenbergia violacea","Understorey",""
"14622","012-1-63-2","Pterostylis sp.","Understorey",""
"14623","012-1-63-2","Entolasia stricta","Understorey",""
"14624","012-1-63-2","Echinopogon ovatus","Understorey",""
"14625","012-1-64-1","Pittosporum undulatum","Mid Storey",""
"14626","012-1-64-1","Monotoca elliptica","Mid Storey",""
"14627","012-1-64-1","Marsdenia rostrata","Overstorey",""
"14628","012-1-64-1","Eucalyptus pilularis","Overstorey",""
"14629","012-1-64-1","Eucalyptus botryoides","Overstorey",""
"14630","012-1-64-1","Schelhammera undulata","Understorey",""
"14631","012-1-64-1","Pteridium esculentum","Understorey",""
"14632","012-1-64-1","Poa labillardieri","Understorey",""
"14633","012-1-64-1","Pittosporum undulatum","Understorey",""
"14634","012-1-64-1","Monotoca elliptica","Understorey",""
"14635","012-1-64-1","Microlaena stipoides var. stipoides","Understorey",""
"14636","012-1-64-1","Marsdenia rostrata","Understorey",""
"14637","012-1-64-1","Lomandra longifolia","Understorey",""
"14638","012-1-64-1","Imperata cylindrica var. major","Understorey",""
"14639","012-1-64-1","Hibbertia scandens","Understorey",""
"14640","012-1-64-1","Glycine tabacina","Understorey",""
"14641","012-1-64-1","Entolasia marginata","Understorey",""
"14642","012-1-64-1","Desmodium varians","Understorey",""
"14643","012-1-64-1","Chrysanthemoides monilifera","Understorey",""
"14644","012-1-64-1","Banksia integrifolia","Understorey",""
"14645","012-1-64-1","Acianthus fornicatus","Understorey",""
"14646","012-1-64-1","Corybas fimbriatus","Understorey",""
"14647","012-1-64-1","Chrysanthemoides monilifera","Understorey",""
"14648","012-1-64-1","Oplismenus aemulus","Understorey",""
"14649","012-1-64-1","Geranium homeanum","Understorey",""
"14650","012-1-64-1","Hibbertia linearis","Understorey",""
"14651","012-1-64-1","Oxalis corniculata","Understorey",""
"14652","012-1-64-1","Hydrocotyle bonariensis","Understorey",""
"14653","012-1-64-1","Clematis aristata","Understorey",""
"14654","012-1-64-1","Glycine clandestina","Understorey",""
"14655","012-1-64-1","Dichondra repens","Understorey",""
"14656","012-1-64-1","Acacia longissima","Understorey",""
"14657","012-1-64-1","Themeda australis","Understorey",""
"14658","012-1-64-1","Acacia longifolia","Understorey",""
"14659","012-1-64-1","Breynia oblongifolia","Understorey",""
"14660","012-1-64-1","Parsonsia straminea","Understorey",""
"14661","012-1-64-1","Cyperus gracilis","Understorey",""
"14662","012-1-64-1","Stephania japonica var. discolor","Understorey",""
"14663","012-1-64-1","Leucopogon juniperinus","Understorey",""
"14664","012-1-64-1","Poranthera microphylla","Understorey",""
"14665","012-1-64-1","Desmodium rhytidophyllum","Understorey",""
"14666","012-1-64-2","Pittosporum undulatum","Mid Storey",""
"14667","012-1-64-2","Marsdenia rostrata","Mid Storey",""
"14668","012-1-64-2","Casuarina glauca","Mid Storey",""
"14669","012-1-64-2","Acacia longifolia","Understorey",""
"14670","012-1-64-2","Monotoca elliptica","Understorey",""
"14671","012-1-64-2","Eucalyptus botryoides","Understorey",""
"14672","012-1-64-2","Stephania japonica var. discolor","Understorey",""
"14673","012-1-64-2","Schelhammera undulata","Understorey",""
"14674","012-1-64-2","Pteridium esculentum","Understorey",""
"14675","012-1-64-2","Pittosporum undulatum","Understorey",""
"14676","012-1-64-2","Oxalis articulata","Understorey",""
"14677","012-1-64-2","Monotoca elliptica","Understorey",""
"14678","012-1-64-2","Microlaena stipoides var. stipoides","Understorey",""
"14679","012-1-64-2","Marsdenia rostrata","Understorey",""
"14680","012-1-64-2","Lomandra longifolia","Understorey",""
"14681","012-1-64-2","Imperata cylindrica var. major","Understorey",""
"14682","012-1-64-2","Hibbertia scandens","Understorey",""
"14683","012-1-64-2","Glycine tabacina","Understorey",""
"14684","012-1-64-2","Geranium homeanum","Understorey",""
"14685","012-1-64-2","Entolasia marginata","Understorey",""
"14686","012-1-64-2","Cyperus gracilis","Understorey",""
"14687","012-1-64-2","Chrysanthemoides monilifera","Understorey",""
"14688","012-1-64-2","Acacia longifolia","Understorey",""
"14689","012-1-64-2","Oplismenus aemulus","Understorey",""
"14690","012-1-64-2","Pterostylis sp.","Understorey",""
"14691","012-1-64-2","Breynia oblongifolia","Understorey",""
"14692","012-1-64-2","Eustrephus latifolius","Understorey",""
"14693","012-1-64-2","Cassinia aculeata","Understorey",""
"14694","012-1-64-2","Desmodium varians","Understorey",""
"14695","012-1-64-2","Echinopogon ovatus","Understorey",""
"14696","012-1-64-2","Dichondra repens","Understorey",""
"14697","012-1-64-2","Acacia longissima","Understorey",""
"14698","012-1-64-2","Acianthus sp.","Understorey",""
"14699","012-1-64-2","Veronica calycina","Understorey",""
"14700","012-1-64-2","Parsonsia straminea","Understorey",""
"14701","012-1-64-2","Poa labillardieri","Understorey",""
"14702","012-1-64-2","Glycine clandestina","Understorey",""
"14703","012-1-64-2","Helichrysum elatum","Understorey",""
"14704","012-1-65-1","Monotoca elliptica","Mid Storey",""
"14705","012-1-65-1","Banksia integrifolia","Mid Storey",""
"14706","012-1-65-1","Marsdenia rostrata","Overstorey",""
"14707","012-1-65-1","Eucalyptus pilularis","Overstorey",""
"14708","012-1-65-1","Acacia implexa","Overstorey",""
"14709","012-1-65-1","Stephania japonica var. discolor","Understorey",""
"14710","012-1-65-1","Solanum stelligerum","Understorey",""
"14711","012-1-65-1","Schelhammera undulata","Understorey",""
"14712","012-1-65-1","Pteridium esculentum","Understorey",""
"14713","012-1-65-1","Oxalis articulata","Understorey",""
"14714","012-1-65-1","Oplismenus aemulus","Understorey",""
"14715","012-1-65-1","Microlaena stipoides var. stipoides","Understorey",""
"14716","012-1-65-1","Marsdenia rostrata","Understorey",""
"14717","012-1-65-1","Imperata cylindrica var. major","Understorey",""
"14718","012-1-65-1","Hibbertia scandens","Understorey",""
"14719","012-1-65-1","Glycine tabacina","Understorey",""
"14720","012-1-65-1","Entolasia marginata","Understorey",""
"14721","012-1-65-1","Dichondra repens","Understorey",""
"14722","012-1-65-1","Desmodium varians","Understorey",""
"14723","012-1-65-1","Cyperus gracilis","Understorey",""
"14724","012-1-65-1","Commelina cyanea","Understorey",""
"14725","012-1-65-1","Acacia implexa","Understorey",""
"14726","012-1-65-1","Hydrocotyle peduncularis","Understorey",""
"14727","012-1-65-1","Lomandra longifolia","Understorey",""
"14728","012-1-65-1","Cyperus polystachyos","Understorey",""
"14729","012-1-65-1","Poa labillardieri","Understorey",""
"14730","012-1-65-1","Senecio minimus","Understorey",""
"14731","012-1-65-1","Solanum sp.","Understorey",""
"14732","012-1-65-1","Solanum nigrum","Understorey",""
"14733","012-1-65-1","Geranium homeanum","Understorey",""
"14734","012-1-65-1","Asteraceae sp.","Understorey",""
"14735","012-1-65-1","Glycine clandestina","Understorey",""
"14736","012-1-65-1","Ficinia nodusa","Understorey",""
"14737","012-1-65-1","Cassinia aculeata","Understorey",""
"14738","012-1-65-2","Monotoca elliptica","Mid Storey",""
"14739","012-1-65-2","Banksia integrifolia","Mid Storey",""
"14740","012-1-65-2","Eucalyptus pilularis","Overstorey",""
"14741","012-1-65-2","Solanum stelligerum","Understorey",""
"14742","012-1-65-2","Schelhammera undulata","Understorey",""
"14743","012-1-65-2","Pteridium esculentum","Understorey",""
"14744","012-1-65-2","Oxalis articulata","Understorey",""
"14745","012-1-65-2","Oplismenus imbecillis","Understorey",""
"14746","012-1-65-2","Microlaena stipoides var. stipoides","Understorey",""
"14747","012-1-65-2","Marsdenia rostrata","Understorey",""
"14748","012-1-65-2","Imperata cylindrica var. major","Understorey",""
"14749","012-1-65-2","Hydrocotyle bonariensis","Understorey",""
"14750","012-1-65-2","Hibbertia scandens","Understorey",""
"14751","012-1-65-2","Geranium homeanum","Understorey",""
"14752","012-1-65-2","Entolasia marginata","Understorey",""
"14753","012-1-65-2","Dichondra repens","Understorey",""
"14754","012-1-65-2","Desmodium varians","Understorey",""
"14755","012-1-65-2","Cyperus gracilis","Understorey",""
"14756","012-1-65-2","Cynodon dactylon","Understorey",""
"14757","012-1-65-2","Commelina cyanea","Understorey",""
"14758","012-1-65-2","Banksia integrifolia","Understorey",""
"14759","012-1-65-2","Helichrysum elatum","Understorey",""
"14760","012-1-65-2","Acacia longissima","Understorey",""
"14761","012-1-65-2","Glycine clandestina","Understorey",""
"14762","012-1-65-2","Hydrocotyle peduncularis","Understorey",""
"14763","012-1-65-2","Veronica calycina","Understorey",""
"14764","012-1-65-2","Asteraceae sp.","Understorey",""
"14765","012-1-65-2","Senecio minimus","Understorey",""
"14766","012-1-65-2","Ficinia nodusa","Understorey",""
"14767","012-1-65-2","Viola hederacea","Understorey",""
"14768","012-1-65-2","Solanum pungetium","Understorey",""
"14769","012-1-65-2","Lomandra longifolia","Understorey",""
"14770","012-1-65-2","Poa labillardieri","Understorey",""
"14771","012-1-65-2","Trema aspera","Understorey",""
"14772","012-1-65-2","Cymbopogon refractus","Understorey",""
"14773","012-1-47-1","Eucalyptus botryoides","Overstorey",""
"14774","012-1-47-1","Glochidion ferdinandi","Overstorey",""
"14775","012-1-47-1","Corymbia gummifera","Overstorey",""
"14776","012-1-47-1","Poa labillardieri","Understorey",""
"14777","012-1-47-1","Banksia integrifolia","Understorey",""
"14778","012-1-47-1","Dichondra repens","Understorey",""
"14779","012-1-47-1","Geranium homeanum","Understorey",""
"14780","012-1-47-1","Hydrocotyle bonariensis","Understorey",""
"14781","012-1-47-1","Imperata cylindrica var. major","Understorey",""
"14782","012-1-47-1","Marsdenia rostrata","Understorey",""
"14783","012-1-47-1","Stephania japonica var. discolor","Understorey",""
"14784","012-1-47-1","Lomandra longifolia","Understorey",""
"14785","012-1-47-1","Pteridium esculentum","Understorey",""
"14786","012-1-47-1","Pittosporum undulatum","Understorey",""
"14787","012-1-47-1","Hibbertia scandens","Understorey",""
"14788","012-1-47-1","Cyperus gracilis","Understorey",""
"14789","012-1-47-1","Notelaea longifolia forma longifolia","Understorey",""
"14790","012-1-47-1","Chrysanthemoides monilifera","Understorey",""
"14791","012-1-47-1","Pittosporum revolutum","Understorey",""
"14792","012-1-47-1","Breynia oblongifolia","Understorey",""
"14793","012-1-47-1","Desmodium varians","Understorey",""
"14794","012-1-47-1","Parsonsia straminea","Understorey",""
"14795","012-1-47-1","Pittosporum undulatum","Mid Storey",""
"14796","012-1-47-1","Glochidion ferdinandi","Mid Storey",""
"14797","012-1-47-1","Acacia longifolia","Mid Storey",""
"14798","012-1-47-1","Casuarina glauca","Mid Storey",""
"14799","012-1-47-2","Eucalyptus botryoides","Overstorey",""
"14800","012-1-47-2","Corymbia gummifera","Overstorey",""
"14801","012-1-47-2","Eustrephus latifolius","Understorey",""
"14802","012-1-47-2","Chrysanthemoides monilifera","Understorey",""
"14803","012-1-47-2","Lomandra longifolia","Understorey",""
"14804","012-1-47-2","Marsdenia rostrata","Understorey",""
"14805","012-1-47-2","Solanum nigrum","Understorey",""
"14806","012-1-47-2","Hibbertia scandens","Understorey",""
"14807","012-1-47-2","Hydrocotyle bonariensis","Understorey",""
"14808","012-1-47-2","Poa labillardieri","Understorey",""
"14809","012-1-47-2","Hibbertia linearis","Understorey",""
"14810","012-1-47-2","Pittosporum undulatum","Understorey",""
"14811","012-1-47-2","Microlaena stipoides var. stipoides","Understorey",""
"14812","012-1-47-2","Banksia integrifolia","Understorey",""
"14813","012-1-47-2","Breynia oblongifolia","Understorey",""
"14814","012-1-47-2","Glycine clandestina","Understorey",""
"14815","012-1-47-2","Dichondra repens","Understorey",""
"14816","012-1-47-2","Monotoca elliptica","Understorey",""
"14817","012-1-47-2","Stephania japonica var. discolor","Understorey",""
"14818","012-1-47-2","Cyperus gracilis","Understorey",""
"14819","012-1-47-2","Geranium homeanum","Understorey",""
"14820","012-1-47-2","Glycine tabacina","Understorey",""
"14821","012-1-47-2","Imperata cylindrica var. major","Understorey",""
"14822","012-1-47-2","Oplismenus aemulus","Understorey",""
"14823","012-1-47-2","Pteridium esculentum","Understorey",""
"14824","012-1-47-2","Desmodium varians","Understorey",""
"14825","012-1-48-1","Eucalyptus pilularis","Overstorey",""
"14826","012-1-48-1","Acacia implexa","Overstorey",""
"14827","012-1-48-1","Monotoca elliptica","Mid Storey",""
"14828","012-1-48-1","Pittosporum undulatum","Mid Storey",""
"14829","012-1-48-1","Casuarina glauca","Mid Storey",""
"14830","012-1-48-1","Cyperus gracilis","Understorey",""
"14831","012-1-48-1","Dichondra repens","Understorey",""
"14832","012-1-48-1","Entolasia marginata","Understorey",""
"14833","012-1-48-1","Galium propinquum","Understorey",""
"14834","012-1-48-1","Glycine clandestina","Understorey",""
"14835","012-1-48-1","Hydrocotyle peduncularis","Understorey",""
"14836","012-1-48-1","Imperata cylindrica var. major","Understorey",""
"14837","012-1-48-1","Microlaena stipoides var. stipoides","Understorey",""
"14838","012-1-48-1","Oplismenus aemulus","Understorey",""
"14839","012-1-48-1","Pteridium esculentum","Understorey",""
"14840","012-1-48-1","Lomandra longifolia","Understorey",""
"14841","012-1-48-1","Helichrysum elatum","Understorey",""
"14842","012-1-48-1","Schelhammera undulata","Understorey",""
"14843","012-1-48-1","Hydrocotyle bonariensis","Understorey",""
"14844","012-1-48-1","Asteraceae sp.","Understorey",""
"14845","012-1-48-1","Geranium homeanum","Understorey",""
"14846","012-1-48-1","Poranthera microphylla","Understorey",""
"14847","012-1-48-1","Solanum stelligerum","Understorey",""
"14848","012-1-48-1","Senecio minimus","Understorey",""
"14849","012-1-48-1","Stephania japonica var. discolor","Understorey",""
"14850","012-1-48-1","Marsdenia rostrata","Understorey",""
"14851","012-1-48-1","Acacia longissima","Understorey",""
"14852","012-1-48-1","Echinopogon ovatus","Understorey",""
"14853","012-1-48-1","Acianthus fornicatus","Understorey",""
"14854","012-1-48-1","Banksia integrifolia","Understorey",""
"14855","012-1-48-1","Pterostylis sp.","Understorey",""
"14856","012-1-48-1","Hibbertia scandens","Understorey",""
"14857","012-1-48-1","Chrysanthemoides monilifera","Understorey",""
"14858","012-1-48-1","Cassinia longifolia","Understorey",""
"14859","012-1-48-2","Eucalyptus pilularis","Overstorey",""
"14860","012-1-48-2","Banksia integrifolia","Mid Storey",""
"14861","012-1-48-2","Casuarina glauca","Mid Storey",""
"14862","012-1-48-2","Pittosporum undulatum","Mid Storey",""
"14863","012-1-48-2","Acacia implexa","Mid Storey",""
"14864","012-1-48-2","Pteridium esculentum","Mid Storey",""
"14865","012-1-48-2","Glochidion ferdinandi","Mid Storey",""
"14866","012-1-48-2","Casuarina glauca","Understorey",""
"14867","012-1-48-2","Chrysanthemoides monilifera","Understorey",""
"14868","012-1-48-2","Cyperus gracilis","Understorey",""
"14869","012-1-48-2","Dichondra repens","Understorey",""
"14870","012-1-48-2","Asteraceae sp.","Understorey",""
"14871","012-1-48-2","Geranium homeanum","Understorey",""
"14872","012-1-48-2","Imperata cylindrica var. major","Understorey",""
"14873","012-1-48-2","Lomandra longifolia","Understorey",""
"14874","012-1-48-2","Microlaena stipoides var. stipoides","Understorey",""
"14875","012-1-48-2","Poranthera microphylla","Understorey",""
"14876","012-1-48-2","Pteridium esculentum","Understorey",""
"14877","012-1-48-2","Banksia integrifolia","Understorey",""
"14878","012-1-48-2","Ficinia nodusa","Understorey",""
"14879","012-1-48-2","Acacia implexa","Understorey",""
"14880","012-1-48-2","Oxalis perennans","Understorey",""
"14881","012-1-48-2","Desmodium varians","Understorey",""
"14882","012-1-48-2","Glycine clandestina","Understorey",""
"14883","012-1-48-2","Oplismenus aemulus","Understorey",""
"14884","012-1-48-2","Monotoca elliptica","Understorey",""
"14885","012-1-48-2","Conyza bonariensis","Understorey",""
"14886","012-1-48-2","Hibbertia scandens","Understorey",""
"14887","012-1-48-2","Dianella caerulea","Understorey",""
"14888","012-1-48-2","Schelhammera undulata","Understorey",""
"14889","012-1-48-2","Marsdenia rostrata","Understorey",""
"14890","012-1-48-2","Billardiera scandens","Understorey",""
"14891","012-1-48-2","Pittosporum undulatum","Understorey",""
"14892","012-1-48-2","Solanum nigrum","Understorey",""
"14893","012-1-48-2","Omalanthus populifolius","Understorey",""
"14894","012-1-48-2","Hydrocotyle peduncularis","Understorey",""
"14895","012-1-48-2","Trema aspera","Understorey",""
"14896","012-1-48-2","Acacia longissima","Understorey",""
"14897","012-1-48-2","Veronica calycina","Understorey",""
"14898","012-1-48-2","Entolasia marginata","Understorey",""
"14899","012-1-48-2","Myoporum acuminatum","Understorey",""
"14900","012-1-49-1","Eucalyptus botryoides","Overstorey",""
"14901","012-1-49-1","Imperata cylindrica var. major","Understorey",""
"14902","012-1-49-1","Chrysanthemoides monilifera","Understorey",""
"14903","012-1-49-1","Hibbertia scandens","Understorey",""
"14904","012-1-49-1","Lomandra longifolia","Understorey",""
"14905","012-1-49-1","Glycine tabacina","Understorey",""
"14906","012-1-49-1","Geranium homeanum","Understorey",""
"14907","012-1-49-1","Marsdenia rostrata","Understorey",""
"14908","012-1-49-1","Hydrocotyle bonariensis","Understorey",""
"14909","012-1-49-1","Oplismenus aemulus","Understorey",""
"14910","012-1-49-1","Microlaena stipoides var. stipoides","Understorey",""
"14911","012-1-49-1","Monotoca elliptica","Understorey",""
"14912","012-1-49-1","Parsonsia straminea","Understorey",""
"14913","012-1-49-1","Schelhammera undulata","Understorey",""
"14914","012-1-49-1","Banksia integrifolia","Understorey",""
"14915","012-1-49-1","Glycine clandestina","Understorey",""
"14916","012-1-49-1","Stephania japonica var. discolor","Understorey",""
"14917","012-1-49-1","Cyperus gracilis","Understorey",""
"14918","012-1-49-1","Desmodium varians","Understorey",""
"14919","012-1-49-1","Baumea juncea","Understorey",""
"14920","012-1-49-1","Themeda australis","Understorey",""
"14921","012-1-49-1","Entolasia marginata","Understorey",""
"14922","012-1-49-1","Acacia longifolia","Understorey",""
"14923","012-1-49-1","Veronica calycina","Understorey",""
"14924","012-1-49-1","Corybas sp.","Understorey",""
"14925","012-1-49-1","Pteridium esculentum","Understorey",""
"14926","012-1-49-1","Oxalis sp.","Understorey",""
"14927","012-1-49-1","Poranthera microphylla","Understorey",""
"14928","012-1-49-2","Eucalyptus botryoides","Overstorey",""
"14929","012-1-49-2","Imperata cylindrica var. major","Understorey",""
"14930","012-1-49-2","Chrysanthemoides monilifera","Understorey",""
"14931","012-1-49-2","Marsdenia rostrata","Understorey",""
"14932","012-1-49-2","Geranium homeanum","Understorey",""
"14933","012-1-49-2","Glycine clandestina","Understorey",""
"14934","012-1-49-2","Dichondra repens","Understorey",""
"14935","012-1-49-2","Desmodium varians","Understorey",""
"14936","012-1-49-2","Oplismenus aemulus","Understorey",""
"14937","012-1-49-2","Stephania japonica var. discolor","Understorey",""
"14938","012-1-49-2","Cyperus gracilis","Understorey",""
"14939","012-1-49-2","Glycine tabacina","Understorey",""
"14940","012-1-49-2","Viola hederacea","Understorey",""
"14941","012-1-49-2","Microlaena stipoides var. stipoides","Understorey",""
"14942","012-1-49-2","Oxalis sp.","Understorey",""
"14943","012-1-49-2","Pteridium esculentum","Understorey",""
"14944","012-1-49-2","Hydrocotyle bonariensis","Understorey",""
"14945","012-1-49-2","Kennedia prostrata","Understorey",""
"14946","012-1-49-2","Parsonsia straminea","Understorey",""
"14947","012-1-49-2","Lomandra longifolia","Understorey",""
"14948","012-1-49-2","Banksia integrifolia","Understorey",""
"14949","012-1-49-2","Senecio minimus","Understorey",""
"14950","012-1-49-2","Themeda australis","Understorey",""
"14951","012-1-49-2","Monotoca elliptica","Understorey",""
"14952","012-1-49-2","Poranthera microphylla","Understorey",""
"14953","012-1-49-2","Pterostylis sp.","Understorey",""
"14954","012-1-49-2","Casuarina glauca","Understorey",""
"14955","012-1-49-2","Hibbertia scandens","Understorey",""
"14956","012-1-49-2","Entolasia marginata","Understorey",""
"14957","012-1-49-2","Lepidosperma concavum","Understorey",""
"14958","012-1-49-2","Lagenifera stipitata","Understorey",""
"14959","012-1-49-2","Helichrysum elatum","Understorey",""
"14960","012-1-49-2","Hibbertia linearis","Understorey",""
"14961","012-1-49-2","Solanum stelligerum","Understorey",""
"14962","012-1-49-2","Galium propinquum","Understorey",""
"14963","012-1-49-2","Veronica calycina","Understorey",""
"14964","012-1-49-2","Leucopogon parviflorus","Understorey",""
"14965","012-1-49-2","Breynia oblongifolia","Understorey",""
"14966","012-1-49-2","Wahlenbergia communis","Understorey",""
"14967","012-1-49-2","Eustrephus latifolius","Understorey",""
"14968","012-1-49-2","Echinopogon ovatus","Understorey",""
"14969","012-1-49-2","Leucopogon parviflorus","Understorey",""
"14970","012-1-50-1","Eucalyptus botryoides","Overstorey",""
