"year","month_year","site_name","site_code","site_grid","trip_no","nights","no_traps","total_trap_nights","species","recapt_same_trip","captures","captures_100tn","family"
1996,"Oct.96","Field River South","FRS","FRS2","39",3,36,108,"No captures",NA,3,2.777777778,""
1996,"Oct.96","Carlo","CS","CS2","39",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1996,"Oct.96","Main Camp","MC","MC2","39",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1996,"Oct.96","Main Camp","MC","MC2","39",3,36,108,"No captures",NA,1,0.925925926,""
1996,"Oct.96","Main Camp","MC","MC2","39",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1996,"Oct.96","Carlo","CS","CS2","39",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
1996,"Oct.96","Main Camp","MC","MC2","39",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1996,"Oct.96","Main Camp","MC","MC1","39",3,36,108,"No captures",NA,1,0.925925926,""
1996,"Oct.96","Cravens Peak","CP","CP2","39",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1996,"Oct.96","Main Camp","MC","MC4","39",3,36,108,"No captures",NA,1,0.925925926,""
1996,"Oct.96","Plum Pudding","PP","PP1","39",3,36,108,"No captures",NA,3,2.777777778,""
1996,"Oct.96","Cravens Peak","CP","CP2","39",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
1996,"Oct.96","Main Camp","MC","MC4","39",3,36,108,"Mus musculus",NA,2,1.851851852,"Muridae"
1996,"Oct.96","Cravens Peak","CP","CP1","39",3,36,108,"No captures",NA,2,1.851851852,""
1996,"Oct.96","Cravens Peak","CP","CP1","39",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1996,"Oct.96","Plum Pudding","PP","PP0","39",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1996,"Oct.96","Plum Pudding","PP","PP0","39",3,36,108,"No captures",NA,2,1.851851852,""
1996,"Oct.96","Main Camp","MC","MC1","39",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
1996,"Nov.96","Field River South","FRS","FRS2","40",4,36,144,"No captures",NA,2,1.388888889,""
1996,"Nov.96","Main Camp","MC","MC11","40",4,36,144,"No captures",NA,1,0.694444444,""
1996,"Nov.96","Field River South","FRS","FRS2","40",4,36,144,"Pseudomys hermannsburgensis",NA,1,0.694444444,"Muridae"
1996,"Nov.96","Main Camp","MC","MC10","40",4,36,144,"Pseudomys hermannsburgensis",NA,1,0.694444444,"Muridae"
1996,"Nov.96","Main Camp","MC","MC11","40",4,36,144,"Sminthopsis youngsoni",NA,1,0.694444444,"Dasyuridae"
1996,"Nov.96","Main Camp","MC","MC10","40",4,36,144,"No captures",NA,3,2.083333333,""
1996,"Nov.96","Main Camp","MC","MC11","40",4,36,144,"Mus musculus",NA,1,0.694444444,"Muridae"
1996,"Nov.96","Field River South","FRS","FRS2","40",4,36,144,"Ningaui ridei",NA,2,1.388888889,"Dasyuridae"
1996,"Nov.96","Main Camp","MC","MC11","40",4,36,144,"Pseudomys hermannsburgensis",NA,1,0.694444444,"Muridae"
1997,"Apr.97","Main Camp","MC","MC4","41",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
1997,"Apr.97","Main Camp","MC","MC2","41",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1997,"Apr.97","Main Camp","MC","MC2","41",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Apr.97","South Site","SS","SS4","41",3,36,108,"Pseudomys hermannsburgensis",NA,4,3.703703704,"Muridae"
1997,"Apr.97","South Site","SS","SS4","41",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
1997,"Apr.97","Main Camp","MC","MC2","41",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1997,"Apr.97","Shitty Site","SH","SH5","41",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Apr.97","South Site","SS","SS3","41",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Apr.97","South Site","SS","SS3","41",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
1997,"Apr.97","Shitty Site","SH","SH5","41",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
1997,"Apr.97","Kunnamuka Swamp East","KSE","KSE2","41",3,36,108,"Notomys alexis",NA,3,2.777777778,"Muridae"
1997,"Apr.97","South Site","SS","SS4","41",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1997,"Apr.97","Main Camp","MC","MC4","41",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Apr.97","Tobermorey East","TBE","TBE2","41",1,36,36,"Dasycercus cristicauda",NA,1,2.777777778,"Dasyuridae"
1997,"Apr.97","Shitty Site","SH","SH4","41",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Apr.97","Tobermorey East","TBE","TBE2","41",1,36,36,"Sminthopsis youngsoni",NA,1,2.777777778,"Dasyuridae"
1997,"Apr.97","Kunnamuka Swamp East","KSE","KSE2","41",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Apr.97","Kunnamuka Swamp East","KSE","KSE2","41",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Apr.97","Shitty Site","SH","SH4","41",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Apr.97","Main Camp","MC","MC1","41",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Apr.97","Main Camp","MC","MC1","41",3,36,108,"No captures",NA,2,1.851851852,""
1997,"May.97","Field River South","FRS","FRS2","42",4,36,144,"Sminthopsis youngsoni",NA,1,0.694444444,"Dasyuridae"
1997,"May.97","Field River South","FRS","FRS2","42",4,36,144,"Pseudomys hermannsburgensis",NA,1,0.694444444,"Muridae"
1997,"May.97","Field River South","FRS","FRS2","42",4,36,144,"No captures",NA,2,1.388888889,""
1997,"May.97","Field River South","FRS","FRS2","42",4,36,144,"Dasycercus cristicauda",NA,1,0.694444444,"Dasyuridae"
1997,"Jun.97","Plum Pudding","PP","PP1","43",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
1997,"Jun.97","Plum Pudding","PP","PP0","43",3,36,108,"Pseudomys hermannsburgensis",NA,4,3.703703704,"Muridae"
1997,"Jun.97","Plum Pudding","PP","PP0","43",3,36,108,"Sminthopsis youngsoni",NA,6,5.555555556,"Dasyuridae"
1997,"Jun.97","Plum Pudding","PP","PP1","43",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Jun.97","Plum Pudding","PP","PP0","43",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Jun.97","Plum Pudding","PP","PP0","43",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
1997,"Jun.97","Field River North","FRN","FRN2","43",2,36,72,"No captures",NA,2,2.777777778,""
1997,"Jun.97","Field River South","FRS","FRS2","43",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
1997,"Jun.97","Field River South","FRS","FRS2","43",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Jun.97","Field River South","FRS","FRS2","43",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Jun.97","Cravens Peak","CP","CP2","43",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
1997,"Jun.97","Carlo","CS","CS2","43",3,36,108,"Notomys alexis",NA,5,4.62962963,"Muridae"
1997,"Jun.97","Carlo","CS","CS5","43",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
1997,"Jun.97","Carlo","CS","CS5","43",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1997,"Jun.97","Field River North","FRN","FRN1","43",2,36,72,"Sminthopsis youngsoni",NA,1,1.388888889,"Dasyuridae"
1997,"Jun.97","Field River North","FRN","FRN1","43",2,36,72,"Pseudomys hermannsburgensis",NA,1,1.388888889,"Muridae"
1997,"Jun.97","Field River North","FRN","FRN1","43",2,36,72,"Ningaui ridei",NA,1,1.388888889,"Dasyuridae"
1997,"Jun.97","Cravens Peak","CP","CP2","43",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Jun.97","Carlo","CS","CS2","43",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Jun.97","Plum Pudding","PP","PP1","43",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
1997,"Jun.97","Carlo","CS","CS2","43",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
1997,"Jun.97","Carlo","CS","CS2","43",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
1997,"Jun.97","Cravens Peak","CP","CP1","43",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Jun.97","Cravens Peak","CP","CP1","43",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Jul.97","Field River South","FRS","FRS2","44",4,36,144,"Sminthopsis hirtipes",NA,3,2.083333333,"Dasyuridae"
1997,"Jul.97","Field River South","FRS","FRS2","44",4,36,144,"Dasycercus cristicauda",NA,1,0.694444444,"Dasyuridae"
1997,"Jul.97","Field River South","FRS","FRS2","44",4,36,144,"No captures",NA,1,0.694444444,""
1997,"Jul.97","Main Camp","MC","MC4","44",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Jul.97","Main Camp","MC","MC4","44",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Jul.97","Field River North","FRN","FRN2","44",5,36,180,"Sminthopsis youngsoni",NA,3,1.666666667,"Dasyuridae"
1997,"Jul.97","Field River North","FRN","FRN2","44",5,36,180,"Sminthopsis hirtipes",NA,1,0.555555556,"Dasyuridae"
1997,"Jul.97","Field River North","FRN","FRN2","44",5,36,180,"Pseudomys hermannsburgensis",NA,1,0.555555556,"Muridae"
1997,"Jul.97","Field River North","FRN","FRN2","44",5,36,180,"Ningaui ridei",NA,1,0.555555556,"Dasyuridae"
1997,"Jul.97","Field River North","FRN","FRN1","44",5,36,180,"Ningaui ridei",NA,2,1.111111111,"Dasyuridae"
1997,"Jul.97","Field River North","FRN","FRN1","44",5,36,180,"Pseudomys hermannsburgensis",NA,3,1.666666667,"Muridae"
1997,"Jul.97","Field River North","FRN","FRN1","44",5,36,180,"Sminthopsis youngsoni",NA,3,1.666666667,"Dasyuridae"
1997,"Jul.97","Main Camp","MC","MC4","44",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Aug.97","South Site","SS","SS3","45",5,36,180,"Pseudomys hermannsburgensis",NA,1,0.555555556,"Muridae"
1997,"Aug.97","South Site","SS","SS4","45",5,36,180,"Sminthopsis youngsoni",NA,1,0.555555556,"Dasyuridae"
1997,"Aug.97","South Site","SS","SS4","45",5,36,180,"Sminthopsis hirtipes",NA,1,0.555555556,"Dasyuridae"
1997,"Aug.97","South Site","SS","SS4","45",5,36,180,"Pseudomys hermannsburgensis",NA,1,0.555555556,"Muridae"
1997,"Aug.97","South Site","SS","SS4","45",5,36,180,"No captures",NA,2,1.111111111,""
1997,"Aug.97","South Site","SS","SS4","45",5,36,180,"Ningaui ridei",NA,1,0.555555556,"Dasyuridae"
1997,"Aug.97","South Site","SS","SS3","45",5,36,180,"No captures",NA,4,2.222222222,""
1997,"Aug.97","South Site","SS","SS3","45",5,36,180,"Sminthopsis hirtipes",NA,1,0.555555556,"Dasyuridae"
1997,"Aug.97","Carlo","CS","CS2","45",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Aug.97","South Site","SS","SS3","45",5,36,180,"Sminthopsis youngsoni",NA,1,0.555555556,"Dasyuridae"
1997,"Aug.97","Carlo","CS","CS2","45",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Aug.97","Carlo","CS","CS2","45",3,36,108,"Notomys alexis",NA,3,2.777777778,"Muridae"
1997,"Aug.97","Carlo","CS","CS5","45",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Aug.97","Carlo","CS","CS5","45",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1997,"Aug.97","Field River South","FRS","FRS2","45",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Aug.97","Field River South","FRS","FRS2","45",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Aug.97","Carlo","CS","CS5","45",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
1997,"Aug.97","Carlo","CS","CS5","45",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Aug.97","Carlo","CS","CS5","45",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
1997,"Sep.97","Main Camp","MC","MC2","46",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Sep.97","Main Camp","MC","MC2","46",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
1997,"Sep.97","Main Camp","MC","MC2","46",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Sep.97","Field River North","FRN","FRN1","46",4,36,144,"No captures",NA,2,1.388888889,""
1997,"Sep.97","Field River North","FRN","FRN2","46",4,36,144,"Pseudomys hermannsburgensis",NA,5,3.472222222,"Muridae"
1997,"Sep.97","Cravens Peak","CP","CP2","46",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Sep.97","Cravens Peak","CP","CP2","46",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
1997,"Sep.97","Main Camp","MC","MC2","46",3,36,108,"Mus musculus",NA,2,1.851851852,"Muridae"
1997,"Sep.97","Field River North","FRN","FRN1","46",4,36,144,"Pseudomys desertor",NA,1,0.694444444,"Muridae"
1997,"Sep.97","Cravens Peak","CP","CP2","46",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1997,"Sep.97","Field River North","FRN","FRN2","46",4,36,144,"Sminthopsis youngsoni",NA,2,1.388888889,"Dasyuridae"
1997,"Sep.97","Cravens Peak","CP","CP1","46",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
1997,"Sep.97","Field River North","FRN","FRN2","46",4,36,144,"Mus musculus",NA,3,2.083333333,"Muridae"
1997,"Sep.97","Main Camp","MC","MC4","46",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1997,"Sep.97","Main Camp","MC","MC4","46",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Sep.97","Main Camp","MC","MC4","46",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Sep.97","Field River North","FRN","FRN1","46",4,36,144,"Sminthopsis youngsoni",NA,2,1.388888889,"Dasyuridae"
1997,"Sep.97","Field River North","FRN","FRN1","46",4,36,144,"Pseudomys hermannsburgensis",NA,3,2.083333333,"Muridae"
1997,"Sep.97","Main Camp","MC","MC1","46",3,36,108,"Pseudomys hermannsburgensis",NA,5,4.62962963,"Muridae"
1997,"Sep.97","Field River South","FRS","FRS2","46",4,36,144,"Pseudomys hermannsburgensis",NA,5,3.472222222,"Muridae"
1997,"Sep.97","Field River South","FRS","FRS2","46",4,36,144,"Ningaui ridei",NA,1,0.694444444,"Dasyuridae"
1997,"Sep.97","Main Camp","MC","MC1","46",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1997,"Sep.97","Cravens Peak","CP","CP2","46",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
1997,"Sep.97","Main Camp","MC","MC1","46",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Sep.97","Main Camp","MC","MC1","46",3,36,108,"Sminthopsis youngsoni",NA,7,6.481481481,"Dasyuridae"
1997,"Sep.97","Cravens Peak","CP","CP1","46",3,36,108,"Mus musculus",NA,2,1.851851852,"Muridae"
1997,"Sep.97","Cravens Peak","CP","CP1","46",3,36,108,"Notomys alexis",NA,3,2.777777778,"Muridae"
1997,"Sep.97","Cravens Peak","CP","CP1","46",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Sep.97","Cravens Peak","CP","CP1","46",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Oct.97","Field River North","FRN","FRN1","47",5,36,180,"No captures",NA,3,1.666666667,""
1997,"Oct.97","Field River North","FRN","FRN1","47",5,36,180,"Ningaui ridei",NA,1,0.555555556,"Dasyuridae"
1997,"Oct.97","Plum Pudding","PP","PP0","47",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Oct.97","Plum Pudding","PP","PP0","47",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
1997,"Oct.97","Field River North","FRN","FRN1","47",5,36,180,"Mus musculus",NA,1,0.555555556,"Muridae"
1997,"Oct.97","South Site","SS","SS4","47",4,36,144,"Pseudomys hermannsburgensis",NA,9,6.25,"Muridae"
1997,"Oct.97","Plum Pudding","PP","PP1","47",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Oct.97","South Site","SS","SS4","47",4,36,144,"Mus musculus",NA,3,2.083333333,"Muridae"
1997,"Oct.97","South Site","SS","SS3","47",4,36,144,"Mus musculus",NA,2,1.388888889,"Muridae"
1997,"Oct.97","South Site","SS","SS3","47",4,36,144,"Ningaui ridei",NA,1,0.694444444,"Dasyuridae"
1997,"Oct.97","South Site","SS","SS3","47",4,36,144,"No captures",NA,1,0.694444444,""
1997,"Oct.97","Field River North","FRN","FRN1","47",5,36,180,"Pseudomys hermannsburgensis",NA,1,0.555555556,"Muridae"
1997,"Oct.97","Plum Pudding","PP","PP1","47",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Oct.97","Plum Pudding","PP","PP1","47",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Oct.97","South Site","SS","SS3","47",4,36,144,"Pseudomys hermannsburgensis",NA,3,2.083333333,"Muridae"
1997,"Oct.97","South Site","SS","SS4","47",4,36,144,"No captures",NA,1,0.694444444,""
1997,"Oct.97","Main Camp","MC","MC1","47",3,36,108,"Pseudomys hermannsburgensis",NA,6,5.555555556,"Muridae"
1997,"Oct.97","Field River South","FRS","FRS2","47",5,36,180,"Ningaui ridei",NA,1,0.555555556,"Dasyuridae"
1997,"Oct.97","Field River North","FRN","FRN1","47",5,36,180,"Sminthopsis youngsoni",NA,1,0.555555556,"Dasyuridae"
1997,"Oct.97","South Site","SS","SS4","47",4,36,144,"Sminthopsis youngsoni",NA,3,2.083333333,"Dasyuridae"
1997,"Oct.97","Field River South","FRS","FRS2","47",5,36,180,"No captures",NA,2,1.111111111,""
1997,"Oct.97","Field River South","FRS","FRS2","47",5,36,180,"Pseudomys hermannsburgensis",NA,3,1.666666667,"Muridae"
1997,"Oct.97","Field River South","FRS","FRS2","47",5,36,180,"Sminthopsis hirtipes",NA,1,0.555555556,"Dasyuridae"
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"Sminthopsis youngsoni",NA,2,1.111111111,"Dasyuridae"
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"Sminthopsis hirtipes",NA,1,0.555555556,"Dasyuridae"
1997,"Oct.97","Main Camp","MC","MC1","47",3,36,108,"Mus musculus",NA,5,4.62962963,"Muridae"
1997,"Oct.97","Main Camp","MC","MC10","47",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1997,"Oct.97","Main Camp","MC","MC10","47",3,36,108,"Notomys alexis",NA,1,0.925925926,"Muridae"
1997,"Oct.97","Main Camp","MC","MC10","47",3,36,108,"Pseudomys hermannsburgensis",NA,3,2.777777778,"Muridae"
1997,"Oct.97","Main Camp","MC","MC10","47",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"Pseudomys hermannsburgensis",NA,3,1.666666667,"Muridae"
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"Mus musculus",NA,1,0.555555556,"Muridae"
1997,"Oct.97","Main Camp","MC","MC4","47",3,36,108,"Pseudomys hermannsburgensis",NA,3,2.777777778,"Muridae"
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"Notomys alexis",NA,1,0.555555556,"Muridae"
1997,"Oct.97","Main Camp","MC","MC4","47",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Oct.97","Main Camp","MC","MC4","47",3,36,108,"Mus musculus",NA,2,1.851851852,"Muridae"
1997,"Oct.97","Main Camp","MC","MC4","47",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"Ningaui ridei",NA,1,0.555555556,"Dasyuridae"
1997,"Oct.97","Main Camp","MC","MC2","47",3,36,108,"Pseudomys hermannsburgensis",NA,7,6.481481481,"Muridae"
1997,"Oct.97","Field River North","FRN","FRN2","47",5,36,180,"No captures",NA,1,0.555555556,""
1997,"Nov.97","Kunnamuka Swamp East","KSE","KSE2","48",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Nov.97","Main Camp","MC","MC4","48",3,36,108,"Mus musculus",NA,2,1.851851852,"Muridae"
1997,"Nov.97","Main Camp","MC","MC4","48",3,36,108,"No captures",NA,1,0.925925926,""
1997,"Nov.97","Main Camp","MC","MC11","48",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1997,"Nov.97","Main Camp","MC","MC1","48",3,36,108,"Mus musculus",NA,4,3.703703704,"Muridae"
1997,"Nov.97","Kunnamuka Swamp East","KSE","KSE2","48",3,36,108,"Mus musculus",NA,1,0.925925926,"Muridae"
1997,"Nov.97","Kunnamuka Swamp East","KSE","KSE2","48",3,36,108,"Notomys alexis",NA,2,1.851851852,"Muridae"
1997,"Nov.97","Main Camp","MC","MC11","48",3,36,108,"Mus musculus",NA,3,2.777777778,"Muridae"
1997,"Nov.97","Main Camp","MC","MC10","48",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1997,"Nov.97","Main Camp","MC","MC10","48",3,36,108,"No captures",NA,2,1.851851852,""
1997,"Nov.97","Main Camp","MC","MC4","48",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1997,"Nov.97","Main Camp","MC","MC1","48",3,36,108,"Pseudomys hermannsburgensis",NA,4,3.703703704,"Muridae"
1997,"Nov.97","Main Camp","MC","MC1","48",3,36,108,"Sminthopsis youngsoni",NA,7,6.481481481,"Dasyuridae"
1997,"Nov.97","Main Camp","MC","MC2","48",3,36,108,"Sminthopsis youngsoni",NA,3,2.777777778,"Dasyuridae"
1997,"Nov.97","Main Camp","MC","MC2","48",3,36,108,"Pseudomys hermannsburgensis",NA,4,3.703703704,"Muridae"
1997,"Nov.97","Main Camp","MC","MC11","48",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1998,"Feb.98","Main Camp","MC","MC1","49",4,36,144,"Pseudomys hermannsburgensis",NA,4,2.777777778,"Muridae"
1998,"Feb.98","Plum Pudding","PP","PP0","49",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1998,"Feb.98","Plum Pudding","PP","PP0","49",3,36,108,"Notomys alexis",NA,2,1.851851852,"Muridae"
1998,"Feb.98","Field River South","FRS","FRS2","49",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
1998,"Feb.98","Field River South","FRS","FRS2","49",3,36,108,"No captures",NA,2,1.851851852,""
1998,"Feb.98","Main Camp","MC","MC1","49",4,36,144,"No captures",NA,1,0.694444444,""
1998,"Feb.98","Main Camp","MC","MC4","49",4,36,144,"Planigale tenuirostris",NA,2,1.388888889,"Dasyuridae"
1998,"Feb.98","Field River North","FRN","FRN1","49",3,36,108,"Pseudomys hermannsburgensis",NA,1,0.925925926,"Muridae"
1998,"Feb.98","Main Camp","MC","MC4","49",4,36,144,"No captures",NA,5,3.472222222,""
1998,"Feb.98","Field River South","FRS","FRS2","49",3,36,108,"Ningaui ridei",NA,2,1.851851852,"Dasyuridae"
1998,"Feb.98","Field River South","FRS","FRS2","49",3,36,108,"Dasycercus cristicauda",NA,1,0.925925926,"Dasyuridae"
1998,"Feb.98","Field River North","FRN","FRN1","49",3,36,108,"Dasycercus cristicauda",NA,2,1.851851852,"Dasyuridae"
1998,"Feb.98","Main Camp","MC","MC11","49",3,36,108,"No captures",NA,3,2.777777778,""
1998,"Feb.98","Main Camp","MC","MC1","49",4,36,144,"Dasycercus cristicauda",NA,2,1.388888889,"Dasyuridae"
1998,"Feb.98","Main Camp","MC","MC2","49",4,36,144,"Ningaui ridei",NA,6,4.166666667,"Dasyuridae"
1998,"Feb.98","Carlo","CS","CS5","49",3,36,108,"Sminthopsis youngsoni",NA,2,1.851851852,"Dasyuridae"
1998,"Feb.98","Carlo","CS","CS2","49",3,36,108,"No captures",NA,2,1.851851852,""
1998,"Feb.98","Main Camp","MC","MC2","49",4,36,144,"No captures",NA,1,0.694444444,""
1998,"Feb.98","Main Camp","MC","MC2","49",4,36,144,"Sminthopsis youngsoni",NA,14,9.722222222,"Dasyuridae"
1998,"Feb.98","Field River North","FRN","FRN2","49",3,36,108,"Dasycercus cristicauda",NA,2,1.851851852,"Dasyuridae"
1998,"Feb.98","Field River North","FRN","FRN1","49",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
1998,"Feb.98","Kunnamuka Swamp East","KSE","KSE2","49",3,36,108,"No captures",NA,1,0.925925926,""
1998,"Feb.98","Carlo","CS","CS2","49",3,36,108,"Notomys alexis",NA,2,1.851851852,"Muridae"
1998,"Feb.98","Main Camp","MC","MC2","49",4,36,144,"Pseudomys hermannsburgensis",NA,4,2.777777778,"Muridae"
1998,"Feb.98","Field River North","FRN","FRN2","49",3,36,108,"Sminthopsis hirtipes",NA,1,0.925925926,"Dasyuridae"
1998,"Feb.98","Field River North","FRN","FRN2","49",3,36,108,"Pseudomys hermannsburgensis",NA,2,1.851851852,"Muridae"
1998,"Feb.98","Kunnamuka Swamp East","KSE","KSE2","49",3,36,108,"Notomys alexis",NA,2,1.851851852,"Muridae"
1998,"Feb.98","Main Camp","MC","MC10","49",4,36,144,"Ningaui ridei",NA,2,1.388888889,"Dasyuridae"
1998,"Feb.98","Field River North","FRN","FRN2","49",3,36,108,"Ningaui ridei",NA,1,0.925925926,"Dasyuridae"
1998,"Feb.98","Carlo","CS","CS5","49",3,36,108,"No captures",NA,2,1.851851852,""
1998,"Feb.98","Main Camp","MC","MC10","49",4,36,144,"No captures",NA,3,2.083333333,""
1998,"Feb.98","Main Camp","MC","MC10","49",4,36,144,"Pseudomys hermannsburgensis",NA,3,2.083333333,"Muridae"
1998,"Feb.98","Plum Pudding","PP","PP1","49",3,36,108,"No captures",NA,3,2.777777778,""
1998,"Feb.98","Plum Pudding","PP","PP0","49",3,36,108,"No captures",NA,2,1.851851852,""
1998,"Feb.98","Main Camp","MC","MC10","49",4,36,144,"Sminthopsis youngsoni",NA,6,4.166666667,"Dasyuridae"
1998,"Feb.98","Main Camp","MC","MC1","49",4,36,144,"Sminthopsis youngsoni",NA,4,2.777777778,"Dasyuridae"
1998,"Feb.98","Kunnamuka Swamp East","KSE","KSE2","49",3,36,108,"Sminthopsis youngsoni",NA,1,0.925925926,"Dasyuridae"
