"year","trans_quad","species","abundance","caps"
1991,"T5Q6","Cyathochaeta diandra",8,"2347"
1991,"T5Q7","Cyathochaeta diandra",0,"2347"
1991,"T6Q1","Cyathochaeta diandra",2,"2347"
1991,"T6Q2","Cyathochaeta diandra",5,"2347"
1991,"T6Q3","Cyathochaeta diandra",1,"2347"
1991,"T6Q4","Cyathochaeta diandra",1,"2347"
1991,"T6Q5","Cyathochaeta diandra",4,"2347"
1991,"T6Q6","Cyathochaeta diandra",5,"2347"
1991,"T6Q7","Cyathochaeta diandra",3,"2347"
1991,"T7Q1","Cyathochaeta diandra",13,"2347"
1991,"T7Q2","Cyathochaeta diandra",10,"2347"
1991,"T7Q3","Cyathochaeta diandra",14,"2347"
1991,"T7Q4","Cyathochaeta diandra",15,"2347"
1991,"T7Q5","Cyathochaeta diandra",7,"2347"
1991,"T7Q6","Cyathochaeta diandra",2,"2347"
1991,"T7Q7","Cyathochaeta diandra",14,"2347"
1991,"T8Q1","Cyathochaeta diandra",19,"2347"
1991,"T8Q2","Cyathochaeta diandra",21,"2347"
1991,"T8Q3","Cyathochaeta diandra",8,"2347"
1991,"T8Q4","Cyathochaeta diandra",10,"2347"
1991,"T8Q5","Cyathochaeta diandra",10,"2347"
1991,"T8Q6","Cyathochaeta diandra",10,"2347"
1991,"T8Q7","Cyathochaeta diandra",4,"2347"
1992,"T1Q1","Cyathochaeta diandra",5,"2347"
1992,"T1Q2","Cyathochaeta diandra",1,"2347"
1992,"T1Q3","Cyathochaeta diandra",4,"2347"
1992,"T1Q4","Cyathochaeta diandra",0,"2347"
1992,"T1Q5","Cyathochaeta diandra",1,"2347"
1992,"T1Q6","Cyathochaeta diandra",1,"2347"
1992,"T1Q7","Cyathochaeta diandra",2,"2347"
1992,"T2Q1","Cyathochaeta diandra",5,"2347"
1992,"T2Q2","Cyathochaeta diandra",5,"2347"
1992,"T2Q3","Cyathochaeta diandra",5,"2347"
1992,"T2Q4","Cyathochaeta diandra",3,"2347"
1992,"T2Q5","Cyathochaeta diandra",0,"2347"
1992,"T2Q6","Cyathochaeta diandra",5,"2347"
1992,"T2Q7","Cyathochaeta diandra",4,"2347"
1992,"T3Q1","Cyathochaeta diandra",0,"2347"
1992,"T3Q2","Cyathochaeta diandra",1,"2347"
1992,"T3Q3","Cyathochaeta diandra",1,"2347"
1992,"T3Q4","Cyathochaeta diandra",1,"2347"
1992,"T3Q5","Cyathochaeta diandra",3,"2347"
1992,"T3Q6","Cyathochaeta diandra",2,"2347"
1992,"T3Q7","Cyathochaeta diandra",0,"2347"
1992,"T4Q1","Cyathochaeta diandra",5,"2347"
1992,"T4Q2","Cyathochaeta diandra",1,"2347"
1992,"T4Q3","Cyathochaeta diandra",1,"2347"
1992,"T4Q4","Cyathochaeta diandra",0,"2347"
1992,"T4Q5","Cyathochaeta diandra",3,"2347"
1992,"T4Q6","Cyathochaeta diandra",1,"2347"
1992,"T4Q7","Cyathochaeta diandra",3,"2347"
1992,"T5Q1","Cyathochaeta diandra",0,"2347"
1992,"T5Q2","Cyathochaeta diandra",1,"2347"
1992,"T5Q3","Cyathochaeta diandra",2,"2347"
1992,"T5Q4","Cyathochaeta diandra",8,"2347"
1992,"T5Q5","Cyathochaeta diandra",2,"2347"
1992,"T5Q6","Cyathochaeta diandra",7,"2347"
1992,"T5Q7","Cyathochaeta diandra",0,"2347"
1992,"T6Q1","Cyathochaeta diandra",2,"2347"
1992,"T6Q2","Cyathochaeta diandra",5,"2347"
1992,"T6Q3","Cyathochaeta diandra",1,"2347"
1992,"T6Q4","Cyathochaeta diandra",1,"2347"
1992,"T6Q5","Cyathochaeta diandra",4,"2347"
1992,"T6Q6","Cyathochaeta diandra",7,"2347"
1992,"T6Q7","Cyathochaeta diandra",3,"2347"
1992,"T7Q1","Cyathochaeta diandra",14,"2347"
1992,"T7Q2","Cyathochaeta diandra",11,"2347"
1992,"T7Q3","Cyathochaeta diandra",12,"2347"
1992,"T7Q4","Cyathochaeta diandra",12,"2347"
1992,"T7Q5","Cyathochaeta diandra",8,"2347"
1992,"T7Q6","Cyathochaeta diandra",3,"2347"
1992,"T7Q7","Cyathochaeta diandra",11,"2347"
1992,"T8Q1","Cyathochaeta diandra",19,"2347"
1992,"T8Q2","Cyathochaeta diandra",17,"2347"
1992,"T8Q3","Cyathochaeta diandra",8,"2347"
1992,"T8Q4","Cyathochaeta diandra",9,"2347"
1992,"T8Q5","Cyathochaeta diandra",9,"2347"
1992,"T8Q6","Cyathochaeta diandra",10,"2347"
1992,"T8Q7","Cyathochaeta diandra",4,"2347"
1993,"T1Q1","Cyathochaeta diandra",4,"2347"
1993,"T1Q2","Cyathochaeta diandra",1,"2347"
1993,"T1Q3","Cyathochaeta diandra",4,"2347"
1993,"T1Q4","Cyathochaeta diandra",0,"2347"
1993,"T1Q5","Cyathochaeta diandra",2,"2347"
1993,"T1Q6","Cyathochaeta diandra",1,"2347"
1993,"T1Q7","Cyathochaeta diandra",1,"2347"
1993,"T2Q1","Cyathochaeta diandra",6,"2347"
1993,"T2Q2","Cyathochaeta diandra",5,"2347"
1993,"T2Q3","Cyathochaeta diandra",4,"2347"
1993,"T2Q4","Cyathochaeta diandra",3,"2347"
1993,"T2Q5","Cyathochaeta diandra",0,"2347"
1993,"T2Q6","Cyathochaeta diandra",5,"2347"
1993,"T2Q7","Cyathochaeta diandra",4,"2347"
1993,"T3Q1","Cyathochaeta diandra",0,"2347"
1993,"T3Q2","Cyathochaeta diandra",1,"2347"
1993,"T3Q3","Cyathochaeta diandra",1,"2347"
1993,"T3Q4","Cyathochaeta diandra",1,"2347"
1993,"T3Q5","Cyathochaeta diandra",3,"2347"
1993,"T3Q6","Cyathochaeta diandra",2,"2347"
1993,"T3Q7","Cyathochaeta diandra",0,"2347"
1993,"T4Q1","Cyathochaeta diandra",5,"2347"
1993,"T4Q2","Cyathochaeta diandra",2,"2347"
1993,"T4Q3","Cyathochaeta diandra",0,"2347"
1993,"T4Q4","Cyathochaeta diandra",0,"2347"
1993,"T4Q5","Cyathochaeta diandra",3,"2347"
1993,"T4Q6","Cyathochaeta diandra",3,"2347"
1993,"T4Q7","Cyathochaeta diandra",3,"2347"
1993,"T5Q1","Cyathochaeta diandra",1,"2347"
1993,"T5Q2","Cyathochaeta diandra",1,"2347"
1993,"T5Q3","Cyathochaeta diandra",0,"2347"
1993,"T5Q4","Cyathochaeta diandra",6,"2347"
1993,"T5Q5","Cyathochaeta diandra",1,"2347"
1993,"T5Q6","Cyathochaeta diandra",5,"2347"
1993,"T5Q7","Cyathochaeta diandra",0,"2347"
1993,"T6Q1","Cyathochaeta diandra",1,"2347"
1993,"T6Q2","Cyathochaeta diandra",5,"2347"
1993,"T6Q3","Cyathochaeta diandra",1,"2347"
1993,"T6Q4","Cyathochaeta diandra",1,"2347"
1993,"T6Q5","Cyathochaeta diandra",3,"2347"
1993,"T6Q6","Cyathochaeta diandra",6,"2347"
1993,"T6Q7","Cyathochaeta diandra",2,"2347"
1993,"T7Q1","Cyathochaeta diandra",14,"2347"
1993,"T7Q2","Cyathochaeta diandra",11,"2347"
1993,"T7Q3","Cyathochaeta diandra",12,"2347"
1993,"T7Q4","Cyathochaeta diandra",9,"2347"
1993,"T7Q5","Cyathochaeta diandra",6,"2347"
1993,"T7Q6","Cyathochaeta diandra",3,"2347"
1993,"T7Q7","Cyathochaeta diandra",10,"2347"
1993,"T8Q1","Cyathochaeta diandra",12,"2347"
1993,"T8Q2","Cyathochaeta diandra",15,"2347"
1993,"T8Q3","Cyathochaeta diandra",7,"2347"
1993,"T8Q4","Cyathochaeta diandra",8,"2347"
1993,"T8Q5","Cyathochaeta diandra",7,"2347"
1993,"T8Q6","Cyathochaeta diandra",8,"2347"
1993,"T8Q7","Cyathochaeta diandra",3,"2347"
1994,"T1Q1","Cyathochaeta diandra",7,"2347"
1994,"T1Q2","Cyathochaeta diandra",2,"2347"
1994,"T1Q3","Cyathochaeta diandra",8,"2347"
1994,"T1Q4","Cyathochaeta diandra",0,"2347"
1994,"T1Q5","Cyathochaeta diandra",1,"2347"
1994,"T1Q6","Cyathochaeta diandra",1,"2347"
1994,"T1Q7","Cyathochaeta diandra",1,"2347"
1994,"T2Q1","Cyathochaeta diandra",9,"2347"
1994,"T2Q2","Cyathochaeta diandra",7,"2347"
1994,"T2Q3","Cyathochaeta diandra",12,"2347"
1994,"T2Q4","Cyathochaeta diandra",3,"2347"
1994,"T2Q5","Cyathochaeta diandra",0,"2347"
1994,"T2Q6","Cyathochaeta diandra",7,"2347"
1994,"T2Q7","Cyathochaeta diandra",3,"2347"
1994,"T3Q1","Cyathochaeta diandra",0,"2347"
1994,"T3Q2","Cyathochaeta diandra",2,"2347"
1994,"T3Q3","Cyathochaeta diandra",1,"2347"
1994,"T3Q4","Cyathochaeta diandra",1,"2347"
1994,"T3Q5","Cyathochaeta diandra",4,"2347"
1994,"T3Q6","Cyathochaeta diandra",0,"2347"
1994,"T3Q7","Cyathochaeta diandra",0,"2347"
1994,"T4Q1","Cyathochaeta diandra",4,"2347"
1994,"T4Q2","Cyathochaeta diandra",4,"2347"
1994,"T4Q3","Cyathochaeta diandra",1,"2347"
1994,"T4Q4","Cyathochaeta diandra",0,"2347"
1994,"T4Q5","Cyathochaeta diandra",9,"2347"
1994,"T4Q6","Cyathochaeta diandra",6,"2347"
1994,"T4Q7","Cyathochaeta diandra",2,"2347"
1994,"T5Q1","Cyathochaeta diandra",1,"2347"
1994,"T5Q2","Cyathochaeta diandra",1,"2347"
1994,"T5Q3","Cyathochaeta diandra",2,"2347"
1994,"T5Q4","Cyathochaeta diandra",10,"2347"
1994,"T5Q5","Cyathochaeta diandra",3,"2347"
1994,"T5Q6","Cyathochaeta diandra",11,"2347"
1994,"T5Q7","Cyathochaeta diandra",0,"2347"
1994,"T6Q1","Cyathochaeta diandra",3,"2347"
1994,"T6Q2","Cyathochaeta diandra",6,"2347"
1994,"T6Q3","Cyathochaeta diandra",4,"2347"
1994,"T6Q4","Cyathochaeta diandra",2,"2347"
1994,"T6Q5","Cyathochaeta diandra",4,"2347"
1994,"T6Q6","Cyathochaeta diandra",16,"2347"
1994,"T6Q7","Cyathochaeta diandra",1,"2347"
1994,"T7Q1","Cyathochaeta diandra",20,"2347"
1994,"T7Q2","Cyathochaeta diandra",10,"2347"
1994,"T7Q3","Cyathochaeta diandra",13,"2347"
1994,"T7Q4","Cyathochaeta diandra",12,"2347"
1994,"T7Q5","Cyathochaeta diandra",10,"2347"
1994,"T7Q6","Cyathochaeta diandra",5,"2347"
1994,"T7Q7","Cyathochaeta diandra",13,"2347"
1994,"T8Q1","Cyathochaeta diandra",21,"2347"
1994,"T8Q2","Cyathochaeta diandra",11,"2347"
1994,"T8Q3","Cyathochaeta diandra",8,"2347"
1994,"T8Q4","Cyathochaeta diandra",7,"2347"
1994,"T8Q5","Cyathochaeta diandra",7,"2347"
1994,"T8Q6","Cyathochaeta diandra",11,"2347"
1994,"T8Q7","Cyathochaeta diandra",6,"2347"
1999,"T1Q1","Cyathochaeta diandra",8,"2347"
1999,"T1Q2","Cyathochaeta diandra",2,"2347"
1999,"T1Q3","Cyathochaeta diandra",10,"2347"
1999,"T1Q4","Cyathochaeta diandra",0,"2347"
1999,"T1Q5","Cyathochaeta diandra",1,"2347"
1999,"T1Q6","Cyathochaeta diandra",4,"2347"
1999,"T1Q7","Cyathochaeta diandra",1,"2347"
1999,"T2Q1","Cyathochaeta diandra",12,"2347"
1999,"T2Q2","Cyathochaeta diandra",9,"2347"
1999,"T2Q3","Cyathochaeta diandra",8,"2347"
1999,"T2Q4","Cyathochaeta diandra",4,"2347"
1999,"T2Q5","Cyathochaeta diandra",0,"2347"
1999,"T2Q6","Cyathochaeta diandra",7,"2347"
1999,"T2Q7","Cyathochaeta diandra",3,"2347"
1999,"T3Q1","Cyathochaeta diandra",0,"2347"
1999,"T3Q2","Cyathochaeta diandra",2,"2347"
1999,"T3Q3","Cyathochaeta diandra",0,"2347"
1999,"T3Q4","Cyathochaeta diandra",1,"2347"
1999,"T3Q5","Cyathochaeta diandra",3,"2347"
1999,"T3Q6","Cyathochaeta diandra",1,"2347"
1999,"T3Q7","Cyathochaeta diandra",0,"2347"
1999,"T4Q1","Cyathochaeta diandra",2,"2347"
1999,"T4Q2","Cyathochaeta diandra",6,"2347"
1999,"T4Q3","Cyathochaeta diandra",2,"2347"
1999,"T4Q4","Cyathochaeta diandra",1,"2347"
1999,"T4Q5","Cyathochaeta diandra",8,"2347"
1999,"T4Q6","Cyathochaeta diandra",5,"2347"
1999,"T4Q7","Cyathochaeta diandra",3,"2347"
1999,"T5Q1","Cyathochaeta diandra",0,"2347"
1999,"T5Q2","Cyathochaeta diandra",0,"2347"
1999,"T5Q3","Cyathochaeta diandra",2,"2347"
1999,"T5Q4","Cyathochaeta diandra",5,"2347"
1999,"T5Q5","Cyathochaeta diandra",3,"2347"
1999,"T5Q6","Cyathochaeta diandra",7,"2347"
1999,"T5Q7","Cyathochaeta diandra",0,"2347"
1999,"T6Q1","Cyathochaeta diandra",3,"2347"
1999,"T6Q2","Cyathochaeta diandra",4,"2347"
1999,"T6Q3","Cyathochaeta diandra",3,"2347"
1999,"T6Q4","Cyathochaeta diandra",1,"2347"
1999,"T6Q5","Cyathochaeta diandra",4,"2347"
1999,"T6Q6","Cyathochaeta diandra",11,"2347"
1999,"T6Q7","Cyathochaeta diandra",1,"2347"
1999,"T7Q1","Cyathochaeta diandra",15,"2347"
1999,"T7Q2","Cyathochaeta diandra",11,"2347"
1999,"T7Q3","Cyathochaeta diandra",15,"2347"
1999,"T7Q4","Cyathochaeta diandra",8,"2347"
1999,"T7Q5","Cyathochaeta diandra",7,"2347"
1999,"T7Q6","Cyathochaeta diandra",4,"2347"
1999,"T7Q7","Cyathochaeta diandra",13,"2347"
1999,"T8Q1","Cyathochaeta diandra",14,"2347"
1999,"T8Q2","Cyathochaeta diandra",10,"2347"
1999,"T8Q3","Cyathochaeta diandra",7,"2347"
1999,"T8Q4","Cyathochaeta diandra",6,"2347"
1999,"T8Q5","Cyathochaeta diandra",7,"2347"
1999,"T8Q6","Cyathochaeta diandra",9,"2347"
1999,"T8Q7","Cyathochaeta diandra",4,"2347"
2002,"T1Q1","Cyathochaeta diandra",14,"2347"
2002,"T1Q2","Cyathochaeta diandra",6,"2347"
2002,"T1Q3","Cyathochaeta diandra",13,"2347"
2002,"T1Q4","Cyathochaeta diandra",1,"2347"
2002,"T1Q5","Cyathochaeta diandra",3,"2347"
2002,"T1Q6","Cyathochaeta diandra",5,"2347"
2002,"T1Q7","Cyathochaeta diandra",2,"2347"
2002,"T2Q1","Cyathochaeta diandra",14,"2347"
2002,"T2Q2","Cyathochaeta diandra",9,"2347"
2002,"T2Q3","Cyathochaeta diandra",11,"2347"
2002,"T2Q4","Cyathochaeta diandra",5,"2347"
2002,"T2Q5","Cyathochaeta diandra",4,"2347"
2002,"T2Q6","Cyathochaeta diandra",8,"2347"
2002,"T2Q7","Cyathochaeta diandra",15,"2347"
2002,"T3Q1","Cyathochaeta diandra",0,"2347"
2002,"T3Q2","Cyathochaeta diandra",2,"2347"
2002,"T3Q3","Cyathochaeta diandra",0,"2347"
2002,"T3Q4","Cyathochaeta diandra",0,"2347"
2002,"T3Q5","Cyathochaeta diandra",1,"2347"
2002,"T3Q6","Cyathochaeta diandra",1,"2347"
2002,"T3Q7","Cyathochaeta diandra",0,"2347"
2002,"T4Q1","Cyathochaeta diandra",2,"2347"
2002,"T4Q2","Cyathochaeta diandra",6,"2347"
2002,"T4Q3","Cyathochaeta diandra",2,"2347"
2002,"T4Q4","Cyathochaeta diandra",3,"2347"
2002,"T4Q5","Cyathochaeta diandra",5,"2347"
2002,"T4Q6","Cyathochaeta diandra",2,"2347"
2002,"T4Q7","Cyathochaeta diandra",1,"2347"
2002,"T5Q1","Cyathochaeta diandra",0,"2347"
2002,"T5Q2","Cyathochaeta diandra",0,"2347"
2002,"T5Q3","Cyathochaeta diandra",1,"2347"
2002,"T5Q4","Cyathochaeta diandra",3,"2347"
2002,"T5Q5","Cyathochaeta diandra",3,"2347"
2002,"T5Q6","Cyathochaeta diandra",7,"2347"
2002,"T5Q7","Cyathochaeta diandra",0,"2347"
2002,"T6Q1","Cyathochaeta diandra",3,"2347"
2002,"T6Q2","Cyathochaeta diandra",4,"2347"
2002,"T6Q3","Cyathochaeta diandra",2,"2347"
2002,"T6Q4","Cyathochaeta diandra",4,"2347"
2002,"T6Q5","Cyathochaeta diandra",1,"2347"
2002,"T6Q6","Cyathochaeta diandra",12,"2347"
2002,"T6Q7","Cyathochaeta diandra",1,"2347"
2002,"T7Q1","Cyathochaeta diandra",7,"2347"
2002,"T7Q2","Cyathochaeta diandra",10,"2347"
2002,"T7Q3","Cyathochaeta diandra",12,"2347"
2002,"T7Q4","Cyathochaeta diandra",12,"2347"
2002,"T7Q5","Cyathochaeta diandra",19,"2347"
2002,"T7Q6","Cyathochaeta diandra",4,"2347"
2002,"T7Q7","Cyathochaeta diandra",22,"2347"
2002,"T8Q1","Cyathochaeta diandra",13,"2347"
2002,"T8Q2","Cyathochaeta diandra",8,"2347"
2002,"T8Q3","Cyathochaeta diandra",6,"2347"
2002,"T8Q4","Cyathochaeta diandra",11,"2347"
2002,"T8Q5","Cyathochaeta diandra",6,"2347"
2002,"T8Q6","Cyathochaeta diandra",13,"2347"
2002,"T8Q7","Cyathochaeta diandra",6,"2347"
2007,"T1Q1","Cyathochaeta diandra",8,"2347"
2007,"T1Q2","Cyathochaeta diandra",11,"2347"
2007,"T1Q3","Cyathochaeta diandra",18,"2347"
2007,"T1Q4","Cyathochaeta diandra",3,"2347"
2007,"T1Q5","Cyathochaeta diandra",7,"2347"
2007,"T1Q6","Cyathochaeta diandra",8,"2347"
2007,"T1Q7","Cyathochaeta diandra",5,"2347"
2007,"T2Q1","Cyathochaeta diandra",20,"2347"
2007,"T2Q2","Cyathochaeta diandra",18,"2347"
2007,"T2Q3","Cyathochaeta diandra",14,"2347"
2007,"T2Q4","Cyathochaeta diandra",8,"2347"
2007,"T2Q5","Cyathochaeta diandra",2,"2347"
2007,"T2Q6","Cyathochaeta diandra",19,"2347"
2007,"T2Q7","Cyathochaeta diandra",21,"2347"
2007,"T3Q1","Cyathochaeta diandra",0,"2347"
2007,"T3Q2","Cyathochaeta diandra",0,"2347"
2007,"T3Q3","Cyathochaeta diandra",0,"2347"
2007,"T3Q4","Cyathochaeta diandra",0,"2347"
2007,"T3Q5","Cyathochaeta diandra",0,"2347"
2007,"T3Q6","Cyathochaeta diandra",0,"2347"
2007,"T3Q7","Cyathochaeta diandra",0,"2347"
2007,"T4Q1","Cyathochaeta diandra",1,"2347"
2007,"T4Q2","Cyathochaeta diandra",15,"2347"
2007,"T4Q3","Cyathochaeta diandra",7,"2347"
2007,"T4Q4","Cyathochaeta diandra",4,"2347"
2007,"T4Q5","Cyathochaeta diandra",14,"2347"
2007,"T4Q6","Cyathochaeta diandra",2,"2347"
2007,"T4Q7","Cyathochaeta diandra",1,"2347"
2007,"T5Q1","Cyathochaeta diandra",0,"2347"
2007,"T5Q2","Cyathochaeta diandra",0,"2347"
2007,"T5Q3","Cyathochaeta diandra",2,"2347"
2007,"T5Q4","Cyathochaeta diandra",4,"2347"
2007,"T5Q5","Cyathochaeta diandra",0,"2347"
2007,"T5Q6","Cyathochaeta diandra",0,"2347"
2007,"T5Q7","Cyathochaeta diandra",0,"2347"
2007,"T6Q1","Cyathochaeta diandra",0,"2347"
2007,"T6Q2","Cyathochaeta diandra",4,"2347"
2007,"T6Q3","Cyathochaeta diandra",6,"2347"
2007,"T6Q4","Cyathochaeta diandra",1,"2347"
2007,"T6Q5","Cyathochaeta diandra",1,"2347"
2007,"T6Q6","Cyathochaeta diandra",0,"2347"
2007,"T6Q7","Cyathochaeta diandra",18,"2347"
2007,"T7Q1","Cyathochaeta diandra",12,"2347"
2007,"T7Q2","Cyathochaeta diandra",8,"2347"
2007,"T7Q3","Cyathochaeta diandra",20,"2347"
2007,"T7Q4","Cyathochaeta diandra",11,"2347"
2007,"T7Q5","Cyathochaeta diandra",17,"2347"
2007,"T7Q6","Cyathochaeta diandra",0,"2347"
2007,"T7Q7","Cyathochaeta diandra",14,"2347"
2007,"T8Q1","Cyathochaeta diandra",28,"2347"
2007,"T8Q2","Cyathochaeta diandra",3,"2347"
2007,"T8Q3","Cyathochaeta diandra",6,"2347"
2007,"T8Q4","Cyathochaeta diandra",5,"2347"
2007,"T8Q5","Cyathochaeta diandra",4,"2347"
2007,"T8Q6","Cyathochaeta diandra",20,"2347"
2007,"T8Q7","Cyathochaeta diandra",7,"2347"
2011,"T1Q1","Cyathochaeta diandra",1,"2347"
2011,"T1Q2","Cyathochaeta diandra",3,"2347"
2011,"T1Q3","Cyathochaeta diandra",5,"2347"
2011,"T1Q4","Cyathochaeta diandra",2,"2347"
2011,"T1Q5","Cyathochaeta diandra",7,"2347"
2011,"T1Q6","Cyathochaeta diandra",6,"2347"
2011,"T1Q7","Cyathochaeta diandra",0,"2347"
2011,"T2Q1","Cyathochaeta diandra",25,"2347"
2011,"T2Q2","Cyathochaeta diandra",22,"2347"
2011,"T2Q3","Cyathochaeta diandra",22,"2347"
2011,"T2Q4","Cyathochaeta diandra",10,"2347"
2011,"T2Q5","Cyathochaeta diandra",4,"2347"
2011,"T2Q6","Cyathochaeta diandra",4,"2347"
2011,"T2Q7","Cyathochaeta diandra",1,"2347"
2011,"T3Q1","Cyathochaeta diandra",0,"2347"
2011,"T3Q2","Cyathochaeta diandra",1,"2347"
2011,"T3Q3","Cyathochaeta diandra",0,"2347"
2011,"T3Q4","Cyathochaeta diandra",0,"2347"
2011,"T3Q5","Cyathochaeta diandra",0,"2347"
2011,"T3Q6","Cyathochaeta diandra",0,"2347"
2011,"T3Q7","Cyathochaeta diandra",1,"2347"
2011,"T4Q1","Cyathochaeta diandra",2,"2347"
2011,"T4Q2","Cyathochaeta diandra",13,"2347"
2011,"T4Q3","Cyathochaeta diandra",3,"2347"
2011,"T4Q4","Cyathochaeta diandra",9,"2347"
2011,"T4Q5","Cyathochaeta diandra",5,"2347"
2011,"T4Q6","Cyathochaeta diandra",1,"2347"
2011,"T4Q7","Cyathochaeta diandra",2,"2347"
2011,"T5Q1","Cyathochaeta diandra",1,"2347"
2011,"T5Q2","Cyathochaeta diandra",0,"2347"
2011,"T5Q3","Cyathochaeta diandra",2,"2347"
2011,"T5Q4","Cyathochaeta diandra",8,"2347"
2011,"T5Q5","Cyathochaeta diandra",0,"2347"
2011,"T5Q6","Cyathochaeta diandra",0,"2347"
2011,"T5Q7","Cyathochaeta diandra",2,"2347"
2011,"T6Q1","Cyathochaeta diandra",1,"2347"
2011,"T6Q2","Cyathochaeta diandra",4,"2347"
2011,"T6Q3","Cyathochaeta diandra",1,"2347"
2011,"T6Q4","Cyathochaeta diandra",1,"2347"
2011,"T6Q5","Cyathochaeta diandra",5,"2347"
2011,"T6Q6","Cyathochaeta diandra",0,"2347"
2011,"T6Q7","Cyathochaeta diandra",0,"2347"
2011,"T7Q1","Cyathochaeta diandra",3,"2347"
2011,"T7Q2","Cyathochaeta diandra",13,"2347"
2011,"T7Q3","Cyathochaeta diandra",26,"2347"
2011,"T7Q4","Cyathochaeta diandra",11,"2347"
2011,"T7Q5","Cyathochaeta diandra",6,"2347"
2011,"T7Q6","Cyathochaeta diandra",0,"2347"
2011,"T7Q7","Cyathochaeta diandra",7,"2347"
2011,"T8Q1","Cyathochaeta diandra",18,"2347"
2011,"T8Q2","Cyathochaeta diandra",2,"2347"
2011,"T8Q3","Cyathochaeta diandra",4,"2347"
2011,"T8Q4","Cyathochaeta diandra",2,"2347"
2011,"T8Q5","Cyathochaeta diandra",2,"2347"
2011,"T8Q6","Cyathochaeta diandra",8,"2347"
2011,"T8Q7","Cyathochaeta diandra",8,"2347"
2014,"T1Q1","Cyathochaeta diandra",0,"2347"
2014,"T1Q2","Cyathochaeta diandra",1,"2347"
2014,"T1Q3","Cyathochaeta diandra",3,"2347"
2014,"T1Q4","Cyathochaeta diandra",0,"2347"
2014,"T1Q5","Cyathochaeta diandra",4,"2347"
2014,"T1Q6","Cyathochaeta diandra",6,"2347"
2014,"T1Q7","Cyathochaeta diandra",2,"2347"
2014,"T2Q1","Cyathochaeta diandra",11,"2347"
2014,"T2Q2","Cyathochaeta diandra",5,"2347"
2014,"T2Q3","Cyathochaeta diandra",7,"2347"
2014,"T2Q4","Cyathochaeta diandra",3,"2347"
2014,"T2Q5","Cyathochaeta diandra",1,"2347"
2014,"T2Q6","Cyathochaeta diandra",2,"2347"
2014,"T2Q7","Cyathochaeta diandra",2,"2347"
2014,"T3Q1","Cyathochaeta diandra",0,"2347"
2014,"T3Q2","Cyathochaeta diandra",1,"2347"
2014,"T3Q3","Cyathochaeta diandra",0,"2347"
2014,"T3Q4","Cyathochaeta diandra",0,"2347"
2014,"T3Q5","Cyathochaeta diandra",0,"2347"
2014,"T3Q6","Cyathochaeta diandra",0,"2347"
2014,"T3Q7","Cyathochaeta diandra",4,"2347"
2014,"T4Q1","Cyathochaeta diandra",2,"2347"
2014,"T4Q2","Cyathochaeta diandra",9,"2347"
2014,"T4Q3","Cyathochaeta diandra",1,"2347"
2014,"T4Q4","Cyathochaeta diandra",3,"2347"
2014,"T4Q5","Cyathochaeta diandra",3,"2347"
2014,"T4Q6","Cyathochaeta diandra",0,"2347"
2014,"T4Q7","Cyathochaeta diandra",1,"2347"
2014,"T5Q1","Cyathochaeta diandra",0,"2347"
2014,"T5Q2","Cyathochaeta diandra",0,"2347"
2014,"T5Q3","Cyathochaeta diandra",3,"2347"
2014,"T5Q4","Cyathochaeta diandra",6,"2347"
2014,"T5Q5","Cyathochaeta diandra",0,"2347"
2014,"T5Q6","Cyathochaeta diandra",2,"2347"
2014,"T5Q7","Cyathochaeta diandra",0,"2347"
2014,"T6Q1","Cyathochaeta diandra",1,"2347"
2014,"T6Q2","Cyathochaeta diandra",1,"2347"
2014,"T6Q3","Cyathochaeta diandra",0,"2347"
2014,"T6Q4","Cyathochaeta diandra",0,"2347"
2014,"T6Q5","Cyathochaeta diandra",2,"2347"
2014,"T6Q7","Cyathochaeta diandra",0,"2347"
2014,"T7Q1","Cyathochaeta diandra",0,"2347"
2014,"T7Q2","Cyathochaeta diandra",3,"2347"
2014,"T7Q3","Cyathochaeta diandra",9,"2347"
2014,"T7Q4","Cyathochaeta diandra",0,"2347"
2014,"T7Q5","Cyathochaeta diandra",0,"2347"
2014,"T7Q6","Cyathochaeta diandra",0,"2347"
2014,"T7Q7","Cyathochaeta diandra",0,"2347"
2014,"T8Q1","Cyathochaeta diandra",3,"2347"
2014,"T8Q2","Cyathochaeta diandra",0,"2347"
2014,"T8Q3","Cyathochaeta diandra",1,"2347"
2014,"T8Q4","Cyathochaeta diandra",2,"2347"
2014,"T8Q5","Cyathochaeta diandra",0,"2347"
2014,"T8Q6","Cyathochaeta diandra",0,"2347"
2014,"T8Q7","Cyathochaeta diandra",0,"2347"
1990,"T1Q1","Drosera auriculata",0,"2556"
1990,"T1Q2","Drosera auriculata",0,"2556"
1990,"T1Q3","Drosera auriculata",0,"2556"
1990,"T1Q4","Drosera auriculata",0,"2556"
1990,"T1Q5","Drosera auriculata",0,"2556"
1990,"T1Q6","Drosera auriculata",0,"2556"
1990,"T1Q7","Drosera auriculata",0,"2556"
1990,"T2Q1","Drosera auriculata",0,"2556"
1990,"T2Q2","Drosera auriculata",0,"2556"
1990,"T2Q3","Drosera auriculata",0,"2556"
1990,"T2Q4","Drosera auriculata",0,"2556"
1990,"T2Q5","Drosera auriculata",0,"2556"
1990,"T2Q6","Drosera auriculata",0,"2556"
