"lakeid","year4","sta","depth","taxon","rep","number_indiv"
"TR",1984,4,10.00,"LEPTODORA",5,0
"TR",1984,4,10.00,"MYSIS",1,0
"TR",1984,4,10.00,"MYSIS",2,0
"TR",1984,4,10.00,"MYSIS",4,0
"TR",1984,4,10.00,"MYSIS",5,0
"TR",1984,5,15.00,"CHAOBORUS LARVAE",1,142
"TR",1984,5,15.00,"LEPTODORA",1,118
"TR",1984,8,18.00,"CHAOBORUS LARVAE",1,27
"TR",1984,8,18.00,"CHAOBORUS LARVAE",2,3
"TR",1984,8,18.00,"CHAOBORUS LARVAE",3,27
"TR",1984,8,18.00,"LEPTODORA",1,116
"TR",1984,8,18.00,"LEPTODORA",3,122
"TR",1984,8,18.00,"MYSIS",1,58
"TR",1984,8,18.00,"MYSIS",2,24
"TR",1984,8,18.00,"MYSIS",3,36
"TR",1984,6,20.00,"CHAOBORUS LARVAE",1,27
"TR",1984,6,20.00,"MYSIS",1,36
"TR",1984,7,25.00,"CHAOBORUS LARVAE",1,21
"TR",1984,7,25.00,"CHAOBORUS LARVAE",2,17
"TR",1984,7,25.00,"CHAOBORUS LARVAE",3,24
"TR",1984,7,25.00,"CHAOBORUS LARVAE",4,37
"TR",1984,7,25.00,"LEPTODORA",1,132
"TR",1984,7,25.00,"LEPTODORA",2,119
"TR",1984,7,25.00,"LEPTODORA",4,153
"TR",1984,7,25.00,"MYSIS",1,31
"TR",1984,7,25.00,"MYSIS",2,32
"TR",1984,7,25.00,"MYSIS",4,22
"TR",1984,2,30.00,"CHAOBORUS LARVAE",1,60
"TR",1984,2,30.00,"CHAOBORUS LARVAE",2,25
"TR",1984,2,30.00,"CHAOBORUS LARVAE",3,27
"TR",1984,2,30.00,"LEPTODORA",1,92
"TR",1984,2,30.00,"LEPTODORA",3,22
"TR",1984,2,30.00,"MYSIS",1,10
"TR",1984,2,30.00,"MYSIS",2,1
"TR",1984,2,30.00,"MYSIS",3,5
"TR",1985,4,10.00,"CHAOBORUS LARVAE",1,39
"TR",1985,4,10.00,"CHAOBORUS LARVAE",2,19
"TR",1985,4,10.00,"CHAOBORUS LARVAE",3,34
"TR",1985,4,10.00,"LEPTODORA",2,45
"TR",1985,4,10.00,"LEPTODORA",3,93
"TR",1985,4,10.00,"MYSIS",1,0
"TR",1985,4,10.00,"MYSIS",2,0
"TR",1985,5,14.00,"CHAOBORUS LARVAE",1,30
"TR",1985,5,14.00,"CHAOBORUS LARVAE",2,27
"TR",1985,5,14.00,"CHAOBORUS LARVAE",3,28
"TR",1985,5,14.00,"LEPTODORA",1,47
"TR",1985,5,14.00,"LEPTODORA",2,24
"TR",1985,5,14.00,"MYSIS",1,59
"TR",1985,5,14.00,"MYSIS",2,78
"TR",1985,5,14.00,"MYSIS",3,128
"TR",1985,6,21.00,"CHAOBORUS LARVAE",1,35
"TR",1985,6,21.00,"CHAOBORUS LARVAE",2,22
"TR",1985,6,21.00,"CHAOBORUS LARVAE",3,22
"TR",1985,6,21.00,"LEPTODORA",2,18
"TR",1985,6,21.00,"LEPTODORA",3,20
"TR",1985,6,21.00,"MYSIS",1,68
"TR",1985,6,21.00,"MYSIS",3,83
"TR",1985,7,24.00,"CHAOBORUS LARVAE",1,33
"TR",1985,7,24.00,"CHAOBORUS LARVAE",2,25
"TR",1985,7,24.00,"CHAOBORUS LARVAE",3,27
"TR",1985,7,24.00,"LEPTODORA",1,17
"TR",1985,7,24.00,"LEPTODORA",3,29
"TR",1985,7,24.00,"MYSIS",1,52
"TR",1985,7,24.00,"MYSIS",2,62
"TR",1985,7,24.00,"MYSIS",3,67
"TR",1985,2,29.00,"CHAOBORUS LARVAE",1,18
"TR",1985,2,29.00,"CHAOBORUS LARVAE",2,21
"TR",1985,2,29.00,"CHAOBORUS LARVAE",3,14
"TR",1985,2,29.00,"CHAOBORUS LARVAE",4,19
"TR",1985,2,29.00,"CHAOBORUS LARVAE",5,26
"TR",1985,2,29.00,"LEPTODORA",2,63
"TR",1985,2,29.00,"LEPTODORA",3,106
"TR",1985,2,29.00,"LEPTODORA",5,158
"TR",1985,2,29.00,"MYSIS",1,16
"TR",1985,2,29.00,"MYSIS",2,36
"TR",1985,2,29.00,"MYSIS",3,33
"TR",1985,2,29.00,"MYSIS",5,22
"TR",1986,4,10.00,"CHAOBORUS LARVAE",1,62
"TR",1986,4,10.00,"CHAOBORUS LARVAE",2,18
"TR",1986,4,10.00,"CHAOBORUS LARVAE",3,13
"TR",1986,4,10.00,"LEPTODORA",1,87
"TR",1986,4,10.00,"LEPTODORA",2,41
"TR",1986,4,10.00,"LEPTODORA",3,80
"TR",1986,4,10.00,"MYSIS",1,0
"TR",1986,4,10.00,"MYSIS",2,0
"TR",1986,5,16.00,"CHAOBORUS LARVAE",1,3
"TR",1986,5,16.00,"CHAOBORUS LARVAE",2,5
"TR",1986,5,16.00,"CHAOBORUS LARVAE",3,9
"TR",1986,5,16.00,"LEPTODORA",1,54
"TR",1986,5,16.00,"LEPTODORA",2,29
"TR",1986,5,16.00,"MYSIS",1,49
"TR",1986,5,16.00,"MYSIS",2,49
"TR",1986,5,16.00,"MYSIS",3,66
"TR",1986,6,20.00,"CHAOBORUS LARVAE",1,10
"TR",1986,6,20.00,"CHAOBORUS LARVAE",2,5
"TR",1986,6,20.00,"CHAOBORUS LARVAE",3,7
"TR",1986,6,20.00,"LEPTODORA",2,30
"TR",1986,6,20.00,"LEPTODORA",3,24
"TR",1986,6,20.00,"MYSIS",1,50
"TR",1986,6,20.00,"MYSIS",3,44
"TR",1986,7,25.00,"CHAOBORUS LARVAE",1,14
"TR",1986,7,25.00,"CHAOBORUS LARVAE",2,12
"TR",1986,7,25.00,"CHAOBORUS LARVAE",3,14
"TR",1986,7,25.00,"LEPTODORA",1,58
"TR",1986,7,25.00,"LEPTODORA",3,53
"TR",1986,7,25.00,"MYSIS",1,21
"TR",1986,7,25.00,"MYSIS",2,21
"TR",1986,7,25.00,"MYSIS",3,17
"TR",1986,2,31.50,"CHAOBORUS LARVAE",1,47
"TR",1986,2,31.50,"CHAOBORUS LARVAE",2,19
"TR",1986,2,31.50,"CHAOBORUS LARVAE",3,25
"TR",1986,2,31.50,"CHAOBORUS LARVAE",4,22
"TR",1986,2,31.50,"CHAOBORUS LARVAE",5,29
"TR",1986,2,31.50,"LEPTODORA",2,58
"TR",1986,2,31.50,"LEPTODORA",3,68
"TR",1986,2,31.50,"LEPTODORA",5,75
"TR",1986,2,31.50,"MYSIS",1,1
"TR",1986,2,31.50,"MYSIS",2,1
"TR",1986,2,31.50,"MYSIS",3,0
"TR",1986,2,31.50,"MYSIS",5,4
"TR",1987,4,10.00,"CHAOBORUS LARVAE",1,27
"TR",1987,4,10.00,"CHAOBORUS LARVAE",2,35
"TR",1987,4,10.00,"CHAOBORUS LARVAE",3,35
"TR",1987,4,10.00,"CHAOBORUS PUPAE",1,3
"TR",1987,4,10.00,"CHAOBORUS PUPAE",2,4
"TR",1987,4,10.00,"CHAOBORUS PUPAE",3,6
"TR",1987,4,10.00,"LEPTODORA",1,23
"TR",1987,4,10.00,"LEPTODORA",2,31
"TR",1987,4,10.00,"MYSIS",1,0
"TR",1987,4,10.00,"MYSIS",2,0
"TR",1987,4,10.00,"MYSIS",3,0
"TR",1987,5,15.00,"CHAOBORUS LARVAE",1,36
"TR",1987,5,15.00,"CHAOBORUS LARVAE",2,29
"TR",1987,5,15.00,"CHAOBORUS LARVAE",3,23
"TR",1987,5,15.00,"CHAOBORUS PUPAE",1,5
"TR",1987,5,15.00,"CHAOBORUS PUPAE",2,8
"TR",1987,5,15.00,"CHAOBORUS PUPAE",3,4
"TR",1987,5,15.00,"LEPTODORA",2,48
"TR",1987,5,15.00,"LEPTODORA",3,37
"TR",1987,5,15.00,"MYSIS",1,15
"TR",1987,5,15.00,"MYSIS",3,2
"TR",1987,6,20.00,"CHAOBORUS LARVAE",1,13
"TR",1987,6,20.00,"CHAOBORUS LARVAE",2,15
"TR",1987,6,20.00,"CHAOBORUS LARVAE",3,24
"TR",1987,6,20.00,"CHAOBORUS PUPAE",1,4
"TR",1987,6,20.00,"CHAOBORUS PUPAE",2,9
"TR",1987,6,20.00,"CHAOBORUS PUPAE",3,6
"TR",1987,6,20.00,"LEPTODORA",1,57
"TR",1987,6,20.00,"LEPTODORA",3,49
"TR",1987,6,20.00,"MYSIS",1,17
"TR",1987,6,20.00,"MYSIS",2,8
"TR",1987,6,20.00,"MYSIS",3,6
"TR",1987,7,25.00,"CHAOBORUS LARVAE",1,13
"TR",1987,7,25.00,"CHAOBORUS LARVAE",2,20
"TR",1987,7,25.00,"CHAOBORUS LARVAE",3,34
"TR",1987,7,25.00,"CHAOBORUS PUPAE",1,7
"TR",1987,7,25.00,"CHAOBORUS PUPAE",2,6
"TR",1987,7,25.00,"CHAOBORUS PUPAE",3,4
"TR",1987,7,25.00,"LEPTODORA",2,51
"TR",1987,7,25.00,"LEPTODORA",3,51
"TR",1987,7,25.00,"MYSIS",2,12
"TR",1987,7,25.00,"MYSIS",3,9
"TR",1987,2,31.00,"CHAOBORUS LARVAE",2,34
"TR",1987,2,31.00,"CHAOBORUS LARVAE",3,17
"TR",1987,2,31.00,"CHAOBORUS LARVAE",4,28
"TR",1987,2,31.00,"CHAOBORUS LARVAE",5,24
"TR",1987,2,31.00,"CHAOBORUS PUPAE",1,3
"TR",1987,2,31.00,"CHAOBORUS PUPAE",2,3
"TR",1987,2,31.00,"CHAOBORUS PUPAE",3,2
"TR",1987,2,31.00,"CHAOBORUS PUPAE",4,3
"TR",1987,2,31.00,"CHAOBORUS PUPAE",5,3
"TR",1987,2,31.00,"LEPTODORA",1,48
"TR",1987,2,31.00,"LEPTODORA",2,77
"TR",1987,2,31.00,"LEPTODORA",4,79
"TR",1987,2,31.00,"LEPTODORA",5,74
"TR",1987,2,31.00,"MYSIS",2,0
"TR",1987,2,31.00,"MYSIS",3,0
"TR",1987,2,31.00,"MYSIS",4,0
"TR",1988,4,9.00,"CHAOBORUS LARVAE",1,4
"TR",1988,4,9.00,"CHAOBORUS LARVAE",2,6
"TR",1988,4,9.00,"CHAOBORUS LARVAE",3,3
"TR",1988,4,9.00,"CHAOBORUS PUPAE",1,4
"TR",1988,4,9.00,"CHAOBORUS PUPAE",2,3
"TR",1988,4,9.00,"CHAOBORUS PUPAE",3,4
"TR",1988,4,9.00,"LEPTODORA",1,119
"TR",1988,4,9.00,"LEPTODORA",2,126
"TR",1988,4,9.00,"MYSIS",1,14
"TR",1988,4,9.00,"MYSIS",2,17
"TR",1988,4,9.00,"MYSIS",3,3
"TR",1988,5,15.00,"CHAOBORUS LARVAE",1,12
"TR",1988,5,15.00,"CHAOBORUS LARVAE",2,11
"TR",1988,5,15.00,"CHAOBORUS LARVAE",3,8
"TR",1988,5,15.00,"CHAOBORUS PUPAE",1,6
"TR",1988,5,15.00,"CHAOBORUS PUPAE",2,5
"TR",1988,5,15.00,"CHAOBORUS PUPAE",3,9
"TR",1988,5,15.00,"LEPTODORA",1,47
"TR",1988,5,15.00,"LEPTODORA",3,47
"TR",1988,5,15.00,"MYSIS",1,55
"CR",1986,1,19.00,"CHAOBORUS LARVAE",5,0
"CR",1986,1,19.00,"CHAOBORUS PUPAE",1,1
"CR",1986,1,19.00,"CHAOBORUS PUPAE",2,1
"CR",1986,1,19.00,"CHAOBORUS PUPAE",3,1
"CR",1986,1,19.00,"CHAOBORUS PUPAE",4,0
"CR",1986,1,19.00,"CHAOBORUS PUPAE",5,0
"CR",1986,1,19.00,"LEPTODORA",2,119
"CR",1986,1,19.00,"LEPTODORA",3,200
"CR",1986,1,19.00,"LEPTODORA",5,156
"CR",1986,1,19.00,"MYSIS",1,0
"CR",1986,1,19.00,"MYSIS",2,0
"CR",1986,1,19.00,"MYSIS",3,0
"CR",1986,1,19.00,"MYSIS",5,0
"CR",1987,1,18.00,"MYSIS",1,0
"CR",1987,1,18.00,"MYSIS",2,0
"CR",1987,1,18.00,"MYSIS",4,0
"CR",1987,1,18.00,"MYSIS",5,0
"CR",1987,1,19.00,"CHAOBORUS LARVAE",1,3
"CR",1987,1,19.00,"CHAOBORUS LARVAE",2,0
"CR",1987,1,19.00,"CHAOBORUS LARVAE",3,2
"CR",1987,1,19.00,"CHAOBORUS LARVAE",4,2
"CR",1987,1,19.00,"CHAOBORUS LARVAE",5,1
"CR",1987,1,19.00,"CHAOBORUS PUPAE",2,1
"CR",1987,1,19.00,"CHAOBORUS PUPAE",3,0
"CR",1987,1,19.00,"CHAOBORUS PUPAE",4,0
"CR",1987,1,19.00,"CHAOBORUS PUPAE",5,0
"CR",1987,1,19.00,"LEPTODORA",1,431
"CR",1987,1,19.00,"LEPTODORA",2,518
"CR",1987,1,19.00,"LEPTODORA",3,975
"CR",1987,1,19.00,"LEPTODORA",5,163
"CR",1988,1,18.00,"CHAOBORUS LARVAE",1,0
"CR",1988,1,18.00,"CHAOBORUS LARVAE",2,1
"CR",1988,1,18.00,"CHAOBORUS LARVAE",3,1
"CR",1988,1,18.00,"CHAOBORUS LARVAE",4,0
"CR",1988,1,18.00,"CHAOBORUS LARVAE",5,0
"CR",1988,1,18.00,"CHAOBORUS PUPAE",1,1
"CR",1988,1,18.00,"CHAOBORUS PUPAE",2,0
"CR",1988,1,18.00,"CHAOBORUS PUPAE",3,0
"CR",1988,1,18.00,"CHAOBORUS PUPAE",4,0
"CR",1988,1,18.00,"CHAOBORUS PUPAE",5,0
"CR",1988,1,18.00,"LEPTODORA",1,106
"CR",1988,1,18.00,"LEPTODORA",3,135
"CR",1988,1,18.00,"LEPTODORA",4,135
"CR",1988,1,18.00,"MYSIS",1,0
"CR",1988,1,18.00,"MYSIS",2,0
"CR",1988,1,18.00,"MYSIS",3,0
"CR",1988,1,18.00,"MYSIS",4,0
"CR",1988,1,18.00,"MYSIS",5,0
"CR",1989,1,20.00,"CHAOBORUS LARVAE",1,20
"CR",1989,1,20.00,"CHAOBORUS LARVAE",2,10
"CR",1989,1,20.00,"CHAOBORUS LARVAE",3,26
"CR",1989,1,20.00,"CHAOBORUS LARVAE",4,41
"CR",1989,1,20.00,"CHAOBORUS LARVAE",5,4
"CR",1989,1,20.00,"LEPTODORA",2,78
"CR",1989,1,20.00,"LEPTODORA",3,120
"CR",1989,1,20.00,"LEPTODORA",5,0
"CR",1989,1,20.00,"MYSIS",1,0
"CR",1989,1,20.00,"MYSIS",2,0
"CR",1989,1,20.00,"MYSIS",3,0
"CR",1989,1,20.00,"MYSIS",5,1
"CR",1990,1,17.00,"CHAOBORUS LARVAE",1,8
"CR",1990,1,17.00,"CHAOBORUS LARVAE",2,4
"CR",1990,1,17.00,"CHAOBORUS LARVAE",3,2
"CR",1990,1,17.00,"CHAOBORUS LARVAE",5,4
"CR",1990,1,17.00,"LEPTODORA",1,112
"CR",1990,1,17.00,"LEPTODORA",2,147
"CR",1990,1,17.00,"LEPTODORA",3,87
"CR",1990,1,17.00,"LEPTODORA",4,127
"CR",1990,1,17.00,"LEPTODORA",5,33
"CR",1990,1,17.00,"MYSIS",1,0
"CR",1990,1,17.00,"MYSIS",2,0
"CR",1990,1,17.00,"MYSIS",3,0
"CR",1990,1,17.00,"MYSIS",5,0
"CR",1991,1,19.00,"CHAOBORUS LARVAE",1,1
"CR",1991,1,19.00,"CHAOBORUS LARVAE",2,1
"CR",1991,1,19.00,"CHAOBORUS LARVAE",3,0
"CR",1991,1,19.00,"CHAOBORUS LARVAE",4,1
"CR",1991,1,19.00,"CHAOBORUS LARVAE",5,3
"CR",1991,1,19.00,"LEPTODORA",1,110
"CR",1991,1,19.00,"LEPTODORA",3,149
"CR",1991,1,19.00,"LEPTODORA",4,120
"CR",1991,1,19.00,"LEPTODORA",5,130
"CR",1991,1,19.00,"MYSIS",2,0
"CR",1991,1,19.00,"MYSIS",3,0
"CR",1991,1,19.00,"MYSIS",4,0
"CR",1992,1,19.00,"CHAOBORUS LARVAE",1,1
"CR",1992,1,19.00,"CHAOBORUS LARVAE",2,1
"CR",1992,1,19.00,"CHAOBORUS LARVAE",3,0
"CR",1992,1,19.00,"CHAOBORUS LARVAE",4,1
"CR",1992,1,19.00,"CHAOBORUS LARVAE",5,1
"CR",1992,1,19.00,"LEPTODORA",1,427
"CR",1992,1,19.00,"LEPTODORA",3,488
"CR",1992,1,19.00,"LEPTODORA",4,519
"CR",1992,1,19.00,"LEPTODORA",5,484
"CR",1992,1,19.00,"MYSIS",2,0
"CR",1992,1,19.00,"MYSIS",3,0
"CR",1992,1,19.00,"MYSIS",4,0
"CR",1993,1,19.00,"CHAOBORUS LARVAE",1,10
"CR",1993,1,19.00,"CHAOBORUS LARVAE",2,1
"CR",1993,1,19.00,"CHAOBORUS LARVAE",3,1
"CR",1993,1,19.00,"CHAOBORUS LARVAE",4,1
"CR",1993,1,19.00,"LEPTODORA",1,34
"CR",1993,1,19.00,"LEPTODORA",2,36
"CR",1993,1,19.00,"LEPTODORA",4,58
"CR",1993,1,19.00,"MYSIS",1,0
"CR",1993,1,19.00,"MYSIS",2,0
"CR",1993,1,19.00,"MYSIS",3,0
"CR",1993,1,19.00,"MYSIS",4,0
"CR",1994,1,19.00,"CHAOBORUS LARVAE",1,2
"CR",1994,1,19.00,"CHAOBORUS LARVAE",2,1
"CR",1994,1,19.00,"CHAOBORUS LARVAE",3,0
"CR",1994,1,19.00,"CHAOBORUS LARVAE",4,0
"CR",1994,1,19.00,"CHAOBORUS LARVAE",5,0
"CR",1994,1,19.00,"LEPTODORA",1,164
"CR",1994,1,19.00,"LEPTODORA",2,238
"CR",1994,1,19.00,"LEPTODORA",3,390
"CR",1994,1,19.00,"LEPTODORA",5,194
"CR",1994,1,19.00,"MYSIS",1,0
"CR",1994,1,19.00,"MYSIS",2,0
"CR",1994,1,19.00,"MYSIS",3,0
"CR",1994,1,19.00,"MYSIS",5,0
"CR",1995,1,17.00,"CHAOBORUS LARVAE",1,7
"CR",1995,1,17.00,"CHAOBORUS LARVAE",2,5
"CR",1995,1,17.00,"CHAOBORUS LARVAE",3,8
"CR",1995,1,17.00,"CHAOBORUS LARVAE",4,11
"CR",1995,1,17.00,"CHAOBORUS LARVAE",5,15
"CR",1995,1,17.00,"LEPTODORA",1,405
"CR",1995,1,17.00,"LEPTODORA",3,694
"CR",1995,1,17.00,"LEPTODORA",4,597
"CR",1995,1,17.00,"MYSIS",1,0
"CR",1995,1,17.00,"MYSIS",2,0
"CR",1995,1,17.00,"MYSIS",3,0
"CR",1995,1,17.00,"MYSIS",4,0
"CR",1995,1,17.00,"MYSIS",5,0
"CR",1996,1,19.00,"CHAOBORUS LARVAE",1,2
"CR",1996,1,19.00,"CHAOBORUS LARVAE",2,1
"CR",1996,1,19.00,"CHAOBORUS LARVAE",3,0
"CR",1996,1,19.00,"CHAOBORUS LARVAE",4,0
"CR",1996,1,19.00,"CHAOBORUS LARVAE",5,1
"CR",1996,1,19.00,"LEPTODORA",2,46
"CR",1996,1,19.00,"LEPTODORA",3,18
"CR",1996,1,19.00,"LEPTODORA",5,10
"CR",1996,1,19.00,"MYSIS",1,0
"CR",1996,1,19.00,"MYSIS",2,0
"CR",1996,1,19.00,"MYSIS",3,0
"CR",1996,1,19.00,"MYSIS",5,0
"CR",1997,1,19.00,"CHAOBORUS LARVAE",1,4
"CR",1997,1,19.00,"CHAOBORUS LARVAE",2,9
"CR",1997,1,19.00,"CHAOBORUS LARVAE",3,9
"CR",1997,1,19.00,"CHAOBORUS LARVAE",4,5
"CR",1997,1,19.00,"CHAOBORUS LARVAE",5,6
"CR",1997,1,19.00,"LEPTODORA",1,64
"CR",1997,1,19.00,"LEPTODORA",2,90
"CR",1997,1,19.00,"LEPTODORA",4,118
"CR",1997,1,19.00,"LEPTODORA",5,146
"CR",1997,1,19.00,"MYSIS",1,0
"CR",1997,1,19.00,"MYSIS",2,0
"CR",1997,1,19.00,"MYSIS",4,0
"CR",1997,1,19.00,"MYSIS",5,0
"CR",1999,1,19.00,"CHAOBORUS LARVAE",1,27
"CR",1999,1,19.00,"CHAOBORUS LARVAE",2,43
"CR",1999,1,19.00,"CHAOBORUS LARVAE",3,11
"CR",1999,1,19.00,"CHAOBORUS LARVAE",4,9
"CR",1999,1,19.00,"CHAOBORUS LARVAE",5,7
"CR",1999,1,19.00,"LEPTODORA",2,314
"CR",1999,1,19.00,"LEPTODORA",3,242
"CR",1999,1,19.00,"LEPTODORA",4,438
"CR",1999,1,19.00,"MYSIS",1,0
"CR",1999,1,19.00,"MYSIS",2,0
"CR",1999,1,19.00,"MYSIS",3,0
"CR",1999,1,19.00,"MYSIS",4,0
"CR",2000,1,19.00,"CHAOBORUS LARVAE",1,3
"CR",2000,1,19.00,"CHAOBORUS LARVAE",2,1
"CR",2000,1,19.00,"CHAOBORUS LARVAE",3,3
"CR",2000,1,19.00,"CHAOBORUS LARVAE",4,7
"CR",2000,1,19.00,"CHAOBORUS LARVAE",5,5
"CR",2000,1,19.00,"LEPTODORA",1,269
"CR",2000,1,19.00,"LEPTODORA",3,311
"CR",2000,1,19.00,"LEPTODORA",4,259
"CR",2000,1,19.00,"LEPTODORA",5,501
"CR",2000,1,19.00,"MYSIS",2,0
"CR",2000,1,19.00,"MYSIS",3,0
"CR",2000,1,19.00,"MYSIS",5,0
"CR",2001,1,19.00,"CHAOBORUS LARVAE",1,105
"CR",2001,1,19.00,"CHAOBORUS LARVAE",2,21
"CR",2001,1,19.00,"CHAOBORUS LARVAE",3,27
"CR",2001,1,19.00,"CHAOBORUS LARVAE",4,18
"CR",2001,1,19.00,"CHAOBORUS LARVAE",5,10
"CR",2001,1,19.00,"LEPTODORA",1,136
"CR",2001,1,19.00,"LEPTODORA",3,56
"CR",2001,1,19.00,"LEPTODORA",5,85
"CR",2001,1,19.00,"MYSIS",1,0
"CR",2001,1,19.00,"MYSIS",2,0
"CR",2001,1,19.00,"MYSIS",4,0
"CR",2001,1,19.00,"MYSIS",5,0
"CR",2002,1,19.50,"CHAOBORUS LARVAE",1,0
"CR",2002,1,19.50,"CHAOBORUS LARVAE",2,0
"CR",2002,1,19.50,"CHAOBORUS LARVAE",3,0
"CR",2002,1,19.50,"CHAOBORUS LARVAE",4,2
"CR",2002,1,19.50,"CHAOBORUS LARVAE",5,1
"CR",2002,1,19.50,"CHAOBORUS PUPAE",1,0
"CR",2002,1,19.50,"CHAOBORUS PUPAE",2,0
"CR",2002,1,19.50,"CHAOBORUS PUPAE",3,0
"CR",2002,1,19.50,"CHAOBORUS PUPAE",4,0
"CR",2002,1,19.50,"CHAOBORUS PUPAE",5,0
"CR",2002,1,19.50,"LEPTODORA",1,128
"CR",2002,1,19.50,"LEPTODORA",3,109
"CR",2002,1,19.50,"LEPTODORA",4,406
"CR",2002,1,19.50,"MYSIS",1,0
"CR",2002,1,19.50,"MYSIS",2,0
"CR",2002,1,19.50,"MYSIS",3,0
"CR",2002,1,19.50,"MYSIS",4,0
"CR",2002,1,19.50,"MYSIS",5,0
"SP",1983,1,19.90,"CHAOBORUS LARVAE",1,0
"SP",1983,1,19.90,"CHAOBORUS LARVAE",2,3
"SP",1983,1,19.90,"CHAOBORUS LARVAE",3,4
"SP",1983,1,19.90,"CHAOBORUS LARVAE",4,4
"SP",1983,1,19.90,"CHAOBORUS LARVAE",5,1
"SP",1983,1,19.90,"LEPTODORA",2,1
"SP",1983,1,19.90,"LEPTODORA",3,0
"SP",1983,1,19.90,"LEPTODORA",5,2
"SP",1983,1,19.90,"MYSIS",1,0
"SP",1983,1,19.90,"MYSIS",2,0
"SP",1983,1,19.90,"MYSIS",4,0
"SP",1983,1,19.90,"MYSIS",5,0
"SP",1984,1,18.50,"CHAOBORUS LARVAE",1,20
"SP",1984,1,18.50,"CHAOBORUS LARVAE",2,16
"SP",1984,1,18.50,"CHAOBORUS LARVAE",3,25
"SP",1984,1,18.50,"CHAOBORUS LARVAE",4,20
"SP",1984,1,18.50,"LEPTODORA",1,279
"SP",1984,1,18.50,"LEPTODORA",3,216
"SP",1984,1,18.50,"LEPTODORA",4,339
"SP",1984,1,18.50,"MYSIS",1,0
"SP",1984,1,18.50,"MYSIS",2,0
"SP",1984,1,18.50,"MYSIS",4,0
"SP",1985,1,18.00,"CHAOBORUS LARVAE",1,30
"SP",1985,1,18.00,"CHAOBORUS LARVAE",2,25
"SP",1985,1,18.00,"CHAOBORUS LARVAE",3,40
"SP",1985,1,18.00,"CHAOBORUS LARVAE",4,30
"SP",1985,1,18.00,"CHAOBORUS LARVAE",5,38
"SP",1985,1,18.00,"LEPTODORA",1,0
"SP",1985,1,18.00,"LEPTODORA",3,0
"SP",1985,1,18.00,"LEPTODORA",4,0
"SP",1985,1,18.00,"MYSIS",1,0
"SP",1985,1,18.00,"MYSIS",2,0
"SP",1985,1,18.00,"MYSIS",3,0
"SP",1985,1,18.00,"MYSIS",4,0
"SP",1985,1,18.00,"MYSIS",5,0
"SP",1986,1,19.00,"CHAOBORUS LARVAE",1,16
"SP",1986,1,19.00,"CHAOBORUS LARVAE",2,5
"SP",1986,1,19.00,"CHAOBORUS LARVAE",3,8
"SP",1986,1,19.00,"CHAOBORUS LARVAE",4,3
"SP",1986,1,19.00,"CHAOBORUS LARVAE",5,3
"SP",1986,1,19.00,"LEPTODORA",2,47
"SP",1986,1,19.00,"LEPTODORA",3,46
"SP",1986,1,19.00,"LEPTODORA",5,27
"SP",1986,1,19.00,"MYSIS",1,0
"SP",1986,1,19.00,"MYSIS",2,0
"SP",1986,1,19.00,"MYSIS",4,0
"SP",1986,1,19.00,"MYSIS",5,0
"SP",1987,1,17.00,"CHAOBORUS LARVAE",1,0
"SP",1987,1,17.00,"CHAOBORUS LARVAE",2,1
"SP",1987,1,17.00,"CHAOBORUS LARVAE",3,0
"SP",1987,1,17.00,"CHAOBORUS LARVAE",4,1
"SP",1987,1,17.00,"CHAOBORUS LARVAE",5,0
"SP",1987,1,17.00,"CHAOBORUS PUPAE",1,0
"SP",1987,1,17.00,"CHAOBORUS PUPAE",2,0
"SP",1987,1,17.00,"CHAOBORUS PUPAE",3,0
"SP",1987,1,17.00,"CHAOBORUS PUPAE",4,0
"SP",1987,1,17.00,"LEPTODORA",1,37
"SP",1987,1,17.00,"LEPTODORA",3,51
"SP",1987,1,17.00,"LEPTODORA",4,23
"SP",1987,1,17.00,"LEPTODORA",5,15
"SP",1987,1,17.00,"MYSIS",1,0
"SP",1987,1,17.00,"MYSIS",2,0
"SP",1987,1,17.00,"MYSIS",3,0
"SP",1987,1,17.00,"MYSIS",4,0
"SP",1988,1,17.00,"CHAOBORUS LARVAE",1,19
"SP",1988,1,17.00,"CHAOBORUS LARVAE",2,5
"SP",1988,1,17.00,"CHAOBORUS LARVAE",3,16
"SP",1988,1,17.00,"CHAOBORUS LARVAE",4,7
"SP",1988,1,17.00,"CHAOBORUS LARVAE",5,11
"SP",1988,1,17.00,"CHAOBORUS PUPAE",1,1
"SP",1988,1,17.00,"CHAOBORUS PUPAE",2,1
"SP",1988,1,17.00,"CHAOBORUS PUPAE",3,2
"SP",1988,1,17.00,"CHAOBORUS PUPAE",4,2
"SP",1988,1,17.00,"CHAOBORUS PUPAE",5,3
"SP",1988,1,17.00,"LEPTODORA",1,24
"SP",1988,1,17.00,"LEPTODORA",2,4
"SP",1988,1,17.00,"LEPTODORA",4,3
"SP",1988,1,17.00,"LEPTODORA",5,11
"SP",1988,1,17.00,"MYSIS",2,0
"SP",1988,1,17.00,"MYSIS",3,0
"SP",1988,1,17.00,"MYSIS",4,0
"SP",1989,1,17.00,"CHAOBORUS LARVAE",1,1
"SP",1989,1,17.00,"CHAOBORUS LARVAE",2,11
"SP",1989,1,17.00,"CHAOBORUS LARVAE",3,5
"SP",1989,1,17.00,"CHAOBORUS LARVAE",4,2
