"survey_id","site_code","location_type","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","cloud_cover","survey_notes","human_activity_notes","wind","precipitation","disturbances","sight_obstruct","noise_level","site_condition","non_bird_species","additional_bird_observations"
"2467","PN-1B","riparian",2004-10-08,"07:05:00","07:20:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2463","AA-17","ESCA",2004-10-08,"10:15:00","10:30:00","BiHi",NA,NA,NA,NA,NA,NA,"light",NA,"FALSE",100,"high",NA,NA,NA
"2465","PN-2A","riparian",2004-10-08,"08:45:00","09:00:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2464","AD-10","ESCA",2004-10-08,"09:25:00","09:40:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",NA,"high",NA,NA,NA
"2468","AC-16","ESCA",2004-10-08,"06:30:00","06:45:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","TRUE",0,"high",NA,NA,NA
"2591","T-19","ESCA",2004-10-09,"09:25:00","09:40:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2530","Y-19","ESCA",2004-10-09,"07:20:00","07:35:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","TRUE",20,"high",NA,"dog",NA
"2531","X-18","ESCA",2004-10-09,"08:15:00","08:30:00","JiJo",NA,NA,NA,NA,"construction across street, seed feeder to west attracting HOFI and HOSP",NA,"none","none","TRUE",40,"high",NA,NA,NA
"2532","PE-1D","riparian",2004-10-09,"09:00:00","09:15:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"high",NA,"gray fox",NA
"2590","G-15","ESCA",2004-10-09,"08:30:00","08:45:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2589","I-17","ESCA",2004-10-09,"07:45:00","08:00:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2588","M-16","ESCA",2004-10-09,"07:10:00","07:25:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2534","EE-15A","riparian",2004-10-10,"08:50:00","09:05:00","JiJo",NA,NA,NA,NA,"recently sprayed for mesquitoes",NA,"none","none","FALSE",75,"low",NA,NA,NA
"2533","V-20","ESCA",2004-10-10,"07:00:00","07:15:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",2,"low",NA,NA,NA
"2462","AB-19","ESCA",2004-10-11,"08:00:00","08:15:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2461","AA-20","ESCA",2004-10-11,"07:30:00","07:45:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2569","PE-10B","riparian",2004-10-11,"06:45:00","07:00:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"low",NA,NA,NA
"2568","P-16","ESCA",2004-10-11,"08:20:00","08:35:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",35,"none",NA,"cat",NA
"2567","S-16","ESCA",2004-10-11,"08:50:00","09:10:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"low",NA,NA,NA
"2566","P-18","ESCA",2004-10-11,"07:35:00","07:50:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2535","W-15","ESCA",2004-10-11,"06:45:00","07:00:00","JiJo",NA,NA,NA,NA,"brush pile in little wash attracting CBTH, ABTO, VERD",NA,"none","none","TRUE",10,"high",NA,NA,NA
"2537","W-17","ESCA",2004-10-11,"08:15:00","08:30:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","TRUE",75,"high",NA,NA,NA
"2460","PE-11A","riparian",2004-10-11,"08:25:00","08:40:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2538","V-18","ESCA",2004-10-11,"09:25:00","09:40:00","JiJo",NA,NA,NA,NA,"backhoe operating nearby - big hole dug out w/ boxed trees in them, piles of dirt obstructing view",NA,"none","none","TRUE",25,"high",NA,NA,NA
"2536","V-16","ESCA",2004-10-11,"07:35:00","07:50:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","TRUE",30,"high",NA,"cat",NA
"2453","NDV-X","NDV",2004-10-13,"09:25:00","09:40:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2454","NDV-N","NDV",2004-10-13,"09:45:00","10:00:00","BiHi",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"2455","NDV-C","NDV",2004-10-13,"09:10:00","09:25:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2457","NDV-M","NDV",2004-10-13,"08:35:00","08:50:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2458","AE-23","ESCA",2004-10-13,"07:50:00","08:05:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2459","Z-23","ESCA",2004-10-13,"07:10:00","07:25:00","BiHi",NA,NA,NA,NA,"access gate now in place",NA,"none","none","FALSE",0,"low",NA,NA,NA
"2456","NDV-O","NDV",2004-10-13,"08:50:00","09:05:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2452","AD-21","ESCA",2004-10-13,"10:05:00","10:20:00","BiHi",NA,NA,NA,NA,"road being widened, sign for public hearing - all four corners to be developed",NA,"light","none","FALSE",0,"high",NA,NA,NA
"2587","U-8","ESCA",2004-10-14,"07:55:00","08:10:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2571","N-12","ESCA",2004-10-14,"08:05:00","08:20:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2572","EN-4B","riparian",2004-10-14,"08:25:00","08:40:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2573","F-8","ESCA",2004-10-14,"08:00:00","08:15:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2570","I-11","ESCA",2004-10-14,"07:10:00","07:25:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2500","AE-23","ESCA",2004-10-15,"07:45:00","08:00:00","JiJo",NA,NA,NA,NA,"construction on houses ro SE, small pond at edge of mesquites",NA,"none","none","TRUE",5,"high",NA,NA,NA
"2447","G-15","ESCA",2004-10-15,"07:20:00","07:35:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2498","AD-21","ESCA",2004-10-15,"06:45:00","07:00:00","JiJo",NA,NA,NA,NA,"2 machines baling hay to east, so noisy couldn't hear birds well",NA,"none","none","TRUE",5,"high",NA,"dog",NA
"2499","NDV-O","NDV",2004-10-15,"08:45:00","09:00:00","JiJo",NA,NA,NA,NA,"backhoe & 3 construction workers by site",NA,"none","none","TRUE",30,"high",NA,NA,NA
"2501","NDV-X","NDV",2004-10-15,"09:45:00","10:00:00","JiJo",NA,NA,NA,NA,"7 construction workers on break near site; house w/ seed feeder attracting modo, and many hosp",NA,"none","none","TRUE",30,"high",NA,NA,NA
"2502","NDV-N","NDV",2004-10-15,"09:25:00","09:40:00","JiJo",NA,NA,NA,NA,"trees all cut down",NA,"none","none","TRUE",20,"high",NA,NA,NA
"2503","NDV-C","NDV",2004-10-15,"09:05:00","09:20:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",25,"high",NA,NA,NA
"2504","NDV-M","NDV",2004-10-15,"10:05:00","10:20:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",30,"high",NA,NA,NA
"2510","AC-16","ESCA",2004-10-16,"08:55:00","09:10:00","JiJo",NA,NA,NA,NA,"DUPLICATE ENTRY!!!! IGNORE UNTIL I GET IT DELETED!!!",NA,"none","none","FALSE",40,"high",NA,NA,NA
"2507","AC-16","ESCA",2004-10-16,"08:55:00","09:10:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",40,"high",NA,NA,NA
"2506","PN-1B","riparian",2004-10-16,"07:20:00","07:35:00","JiJo",NA,NA,NA,NA,"water level low enough for small mudflats in cattails",NA,"none","none","TRUE",40,"low",NA,NA,NA
"2505","AA-17","ESCA",2004-10-16,"09:25:00","09:40:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","TRUE",40,"high",NA,NA,NA
"2586","X-8","ESCA",2004-10-16,"07:00:00","07:15:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2449","EN-4B","riparian",2004-10-17,"08:50:00","09:05:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2564","L-7","ESCA",2004-10-18,"07:25:00","07:40:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2508","AF-12","ESCA",2004-10-18,"07:05:00","07:20:00","JiJo",NA,NA,NA,NA,"noise ranked high due to low flying aircraft",NA,"none","none","FALSE",1,"high",NA,NA,NA
"2479","P-16","ESCA",2004-10-18,"08:40:00","08:55:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2512","PN-2A","riparian",2004-10-18,"08:00:00","08:15:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",20,"low",NA,NA,NA
"2513","AD-10","ESCA",2004-10-18,"09:10:00","09:25:00","JiJo",NA,NA,NA,NA,"noise level high due to machine painting road stripes",NA,"light","none","FALSE",5,"high",NA,NA,NA
"2444","M-16","ESCA",2004-10-18,"09:10:00","09:25:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2443","PE-10B","riparian",2004-10-18,"07:30:00","07:45:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"high",NA,NA,NA
"2442","T-19","ESCA",2004-10-18,"06:55:00","07:10:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"high",NA,NA,NA
"2478","P-18","ESCA",2004-10-18,"08:00:00","08:15:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2563","Q-7","ESCA",2004-10-18,"08:45:00","09:00:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2565","O-9","ESCA",2004-10-18,"08:05:00","08:20:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2446","S-16","ESCA",2004-10-18,"10:20:00","10:35:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2445","I-17","ESCA",2004-10-18,"09:40:00","09:55:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2450","F-8","ESCA",2004-10-19,"09:20:00","09:35:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2451","N-12","ESCA",2004-10-19,"10:15:00","10:30:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2448","I-11","ESCA",2004-10-19,"08:05:00","08:20:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2516","AB-19","ESCA",2004-10-20,"10:25:00","10:40:00","JiJo",NA,NA,NA,NA,"noise ranked high due to two barking dogs very near observer?hard to hear birds",NA,"light","none","FALSE",25,"high",NA,"dog",NA
"2514","PE-11A","riparian",2004-10-20,"09:15:00","09:30:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","TRUE",25,"low",NA,"cat",NA
"2560","EN-7B","riparian",2004-10-23,"08:35:00","08:50:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2517","I-17","ESCA",2004-10-23,"07:55:00","08:10:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",5,"high",NA,NA,NA
"2518","G-15","ESCA",2004-10-23,"08:50:00","09:05:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",2,"high",NA,NA,NA
"2519","T-19","ESCA",2004-10-23,"10:40:00","10:55:00","LaRi",NA,NA,NA,NA,"horses; kids riding horses - flushed some birds",NA,"none","none","TRUE",20,"high",NA,NA,NA
"2515","M-16","ESCA",2004-10-23,"06:50:00","07:05:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",45,"high",NA,NA,NA
"5938","T-19","ESCA",2004-10-23,"10:40:00","10:55:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","TRUE",20,"high","kids riding horses - flushed some birds","humans, horses",NA
"2558","W-6","ESCA",2004-10-23,"07:00:00","07:15:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2559","PN-7A","riparian",2004-10-23,"08:05:00","08:20:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",20,"none",NA,NA,NA
"2486","I-11","ESCA",2004-10-24,"07:50:00","08:05:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",1,"low",NA,NA,NA
"2485","EN-4B","riparian",2004-10-24,"08:50:00","09:05:00","JiJo",NA,NA,NA,NA,"washes muddy but no pools of water",NA,"none","none","FALSE",10,"high",NA,NA,NA
"2562","Z-23","ESCA",2004-10-24,"07:45:00","08:00:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2483","N-12","ESCA",2004-10-24,"10:35:00","10:50:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",20,"high",NA,NA,NA
"2484","F-8","ESCA",2004-10-24,"09:30:00","09:45:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",2,"low",NA,"gray fox",NA
"2561","AD-21","ESCA",2004-10-24,"06:50:00","07:05:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2488","PE-10B","riparian",2004-10-25,"08:30:00","08:45:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",5,"high",NA,"dog",NA
"2440","O-9","ESCA",2004-10-25,"08:15:00","08:30:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2441","L-7","ESCA",2004-10-25,"07:30:00","07:45:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2554","R-12","ESCA",2004-10-25,"07:40:00","07:55:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",5,"low",NA,NA,NA
"2555","T-13","ESCA",2004-10-25,"08:20:00","08:35:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"none",NA,"cat",NA
"2556","T-11","ESCA",2004-10-25,"08:45:00","09:00:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,"dog",NA
"2557","EE-6A","riparian",2004-10-25,"07:10:00","07:25:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",30,"high",NA,NA,NA
"2438","U-8","ESCA",2004-10-25,"09:50:00","10:05:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2490","S-16","ESCA",2004-10-25,"10:00:00","10:15:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",30,"high",NA,NA,NA
"2489","P-16","ESCA",2004-10-25,"09:20:00","09:35:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","TRUE",40,"high",NA,"cat",NA
"2487","P-18","ESCA",2004-10-25,"07:25:00","07:40:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",1,"high",NA,NA,NA
"2439","Q-7","ESCA",2004-10-25,"09:00:00","09:15:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2551","PE-13A","riparian",2004-10-26,"08:00:00","08:15:00","RoJo",NA,NA,NA,NA,"visitor center under construction - parking lot closed",NA,"none","none","FALSE",0,"none",NA,NA,NA
"2553","U-13","ESCA",2004-10-26,"07:35:00","07:50:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2550","U-12","ESCA",2004-10-26,"08:25:00","08:40:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2552","EE-7C","riparian",2004-10-26,"07:00:00","07:15:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",30,"low",NA,NA,NA
"2492","AA-20","ESCA",2004-10-26,"08:15:00","08:30:00","JiJo",NA,NA,NA,NA,"had to start count over due to home owner at #711 wanting observer ID",NA,"none","none","TRUE",30,"high",NA,NA,NA
"2491","Z-23","ESCA",2004-10-26,"06:50:00","07:05:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",5,"high",NA,NA,NA
"2434","X-8","ESCA",2004-10-27,"09:30:00","09:45:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2436","W-6","ESCA",2004-10-27,"08:40:00","08:55:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2435","EN-7B","riparian",2004-10-27,"08:05:00","08:20:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2437","PN-7A","riparian",2004-10-27,"07:35:00","07:50:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2539","Y-19","ESCA",2004-10-31,"08:20:00","08:35:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"none",NA,NA,NA
"2540","EE-15A","riparian",2004-10-31,"08:45:00","09:00:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",95,"low",NA,NA,NA
"2493","L-7","ESCA",2004-10-31,"08:00:00","08:15:00","JiJo",NA,NA,NA,NA,"people shooting NE & SW",NA,"none","none","TRUE",1,"high",NA,NA,NA
"2494","O-9","ESCA",2004-10-31,"09:20:00","09:35:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",1,"low",NA,NA,NA
"2495","Q-7","ESCA",2004-10-31,"10:30:00","10:45:00","JiJo",NA,NA,NA,NA,"low flying aircraft",NA,"none","none","TRUE",2,"high",NA,NA,NA
"2423","X-18","ESCA",2004-10-31,"09:30:00","09:45:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",40,"low",NA,NA,NA
"2426","EE-6A","riparian",2004-11-01,"07:15:00","07:30:00","BiHi",NA,NA,NA,NA,NA,NA,"light",NA,"FALSE",0,"high",NA,NA,NA
"2424","T-13","ESCA",2004-11-01,"08:50:00","09:05:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2427","T-11","ESCA",2004-11-01,"08:20:00","08:35:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2428","R-12","ESCA",2004-11-01,"07:50:00","08:05:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"low",NA,NA,NA
"2431","EE-7C","riparian",2004-11-02,"07:00:00","07:15:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"high",NA,NA,NA
"2496","X-8","ESCA",2004-11-02,"08:00:00","08:15:00","JiJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",5,"low",NA,NA,NA
"2497","U-8","ESCA",2004-11-02,"10:10:00","10:25:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",10,"high",NA,NA,NA
"2548","V-20","ESCA",2004-11-02,"07:40:00","07:55:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2549","V-18","ESCA",2004-11-02,"08:45:00","09:00:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",50,"high",NA,NA,NA
"2433","U-12","ESCA",2004-11-02,"08:15:00","08:30:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2432","U-13","ESCA",2004-11-02,"07:40:00","07:55:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2430","V-14","ESCA",2004-11-02,"09:50:00","10:05:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2429","V-13","ESCA",2004-11-02,"09:25:00","09:40:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"high",NA,NA,NA
"2425","PE-13A","riparian",2004-11-02,"08:45:00","09:00:00","BiHi",NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"2509","EN-7B","riparian",2004-11-04,"09:05:00","09:20:00","JiJo",NA,NA,NA,NA,"DUPLICATE ENTRY!!!!! IGNORE UNTIL I GET IT DELETED!!!!!",NA,"light","none","FALSE",10,"low",NA,NA,NA
"2482","PN-7A","riparian",2004-11-04,"10:15:00","10:30:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",30,"low",NA,NA,NA
"2545","PE-11A","riparian",2004-11-04,"07:20:00","07:35:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2546","AA-20","ESCA",2004-11-04,"08:40:00","08:55:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"high",NA,NA,NA
"2547","AB-19","ESCA",2004-11-04,"08:05:00","08:20:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",25,"none",NA,NA,NA
"2481","W-6","ESCA",2004-11-04,"07:50:00","08:05:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",1,"low",NA,NA,NA
"2480","EN-7B","riparian",2004-11-04,"09:05:00","09:20:00","JiJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",10,"low",NA,NA,NA
"2543","V-16","ESCA",2004-11-05,"08:20:00","08:35:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",65,"low",NA,NA,NA
"2544","V-13","ESCA",2004-11-05,"08:55:00","09:10:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",20,"low",NA,NA,NA
"2541","W-17","ESCA",2004-11-05,"09:30:00","09:45:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",40,"low",NA,NA,NA
"2542","W-15","ESCA",2004-11-05,"07:45:00","08:00:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",20,"none",NA,NA,NA
"2688","T-19","ESCA",2005-01-01,"10:10:00","10:25:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"low",NA,NA,NA
"2741","X-8","ESCA",2005-01-01,"07:45:00","08:00:00","JiJo",NA,NA,NA,NA,"Soil saturated, much herbaceous growth afterrains",NA,"none","none","FALSE",5,"low",NA,"coyote",NA
"2684","I-17","ESCA",2005-01-01,"08:25:00","08:40:00","RoJo",NA,NA,NA,NA,"Very moist from dew.",NA,"none","none","FALSE",0,"high",NA,NA,NA
"2740","U-8","ESCA",2005-01-01,"09:25:00","09:40:00","JiJo",NA,NA,NA,NA,"land NW at bottom of mesa bulldozed flat, bare dirt devoid of vegetation, was natural last October",NA,"none","none","FALSE",10,"low",NA,NA,NA
"2686","G-15","ESCA",2005-01-01,"07:45:00","08:00:00","RoJo",NA,NA,NA,NA,"Very moist from rain and dew",NA,"none","none","FALSE",0,"low",NA,NA,NA
"2687","M-16","ESCA",2005-01-01,"09:00:00","09:15:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",10,"low",NA,NA,NA
"2690","EN-4B","riparian",2005-01-02,"09:30:00","09:45:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2739","L-7","ESCA",2005-01-02,"08:10:00","08:25:00","JiJo",NA,NA,NA,NA,"addl bird species - 2 large flocks (730) WCSP; non-bird species - feral burros; lush growth from rains",NA,"none","none","FALSE",1,"low",NA,NA,"WCSP"
"2692","F-8","ESCA",2005-01-02,"09:00:00","09:15:00","RoJo",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"none",NA,NA,NA
"2691","I-11","ESCA",2005-01-02,"07:50:00","08:05:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2689","N-12","ESCA",2005-01-02,"10:20:00","10:35:00","RoJo",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"none",NA,NA,NA
"2737","Q-7","ESCA",2005-01-02,"10:30:00","10:45:00","JiJo",NA,NA,NA,NA,"lush growth from rains",NA,"none","none","FALSE",2,"high",NA,NA,NA
"2738","O-9","ESCA",2005-01-02,"09:20:00","09:35:00","JiJo",NA,NA,NA,NA,"lush growth from rains",NA,"none","none","FALSE",1,"low",NA,"jack rabbit",NA
"2627","U-13","ESCA",2005-01-05,"10:20:00","10:35:00","BiHi",NA,NA,NA,NA,"lush vegetation",NA,"light","none","FALSE",0,"low",NA,NA,NA
"2628","U-12","ESCA",2005-01-05,"10:55:00","11:10:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2629","T-13","ESCA",2005-01-05,"08:45:00","09:00:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2630","T-11","ESCA",2005-01-05,"09:20:00","09:35:00","BiHi",NA,NA,NA,NA,NA,NA,"light","none","FALSE",0,"high",NA,NA,NA
"2631","R-12","ESCA",2005-01-05,"08:05:00","08:20:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2644","EE-6A","riparian",2005-01-05,"07:35:00","07:50:00","BiHi",NA,NA,NA,NA,"river very high ~ 120ft across",NA,"none","none","FALSE",0,"high",NA,"coyote",NA
"2626","EE-7C","riparian",2005-01-05,"09:45:00","10:00:00","BiHi",NA,NA,NA,NA,"heavy stream flow?added to noise level",NA,"light","none","FALSE",0,"high",NA,NA,NA
"2624","V-13","ESCA",2005-01-06,"07:35:00","07:50:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"high",NA,NA,NA
"2623","V-16","ESCA",2005-01-06,"09:45:00","10:00:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2742","PN-7A","riparian",2005-01-06,"10:30:00","10:45:00","JiJo",NA,NA,NA,NA,"Cave Creek flowing in two parallel channels, water noisy",NA,"none","none","FALSE",30,"high",NA,NA,NA
"2622","PE-13A","riparian",2005-01-06,"08:10:00","08:25:00","BiHi",NA,NA,NA,NA,"retention basin full of water",NA,"none","none","FALSE",0,"high",NA,NA,NA
"2621","W-15","ESCA",2005-01-06,"09:15:00","09:30:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"low",NA,NA,NA
"2620","W-17","ESCA",2005-01-06,"10:20:00","10:35:00","BiHi",NA,NA,NA,NA,NA,NA,"none","none","FALSE",0,"high",NA,NA,NA
"2744","W-6","ESCA",2005-01-06,"08:25:00","08:40:00","JiJo",NA,NA,NA,NA,"humans, dogs",NA,"none","none","FALSE",1,"low",NA,NA,NA
