YEAR,SQUARE,SITE_ID,SAMPLE_DATE,SPECIES_CODE,NAME,ABUNDANCE,LC07,LC07_NUM,EZ_DESC_07,COUNTRY,COUNTY07
2007,NRKWUV,1,31-May-07,48240402,"Plectrocnemia conspersa (Curtis, 1834)",3,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",7,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,45630101,"Elmis aenea (Müller, 1806)",36,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,41130101,"Leuctra fusca (Linnaeus, 1758)",23,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,40410201,"Serratella ignita (Poda, 1761)",331,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,40130204,"Heptagenia sulphurea (Müller, 1776)",2,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,37140206,"Gammarus pulex (Linnaeus, 1758)",25,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,17130200,Pisidium sp.,1,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,40510204,"Caenis rivulorum Eaton, 1884",24,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,4051020Z,Caenis luctuosa group,1,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,41120202,"Amphinemura sulcicollis (Stephens, 1836)",2,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,45630301,"Limnius volckmari (Panzer, 1793)",14,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,48250209,"Hydropsyche siltalai Döhler, 1963",2,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,50350000,Ceratopogonidae,11,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,50400000,Chironomidae,236,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,45630604,"Oulimnius tuberculatus (Müller, 1806)",2,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,40210202,"Paraleptophlebia submarginata (Stephens, 18",2,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,40130400,Ecdyonurus sp.,19,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,5110201,"Polycelis felina (Dalyell, 1814)",3,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,20000000,Oligochaeta,14,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,24000000,Hydracarina,7,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,4012011Z,Baetis scambus group,89,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",73,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,45141500,Oreodytes sp.,2,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,45141502,"Oreodytes sanmarkii (C.R. Sahlberg, 1826)",1,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,41130102,"Leuctra geniculata (Stephens, 1836)",19,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,NRKWUV,1,31-May-07,45630201,"Esolus parallelepipedus (Müller, 1806)",16,17w2,18,Uplands (Wales),WAL,Mid Glamorgan
2007,ZUFRRX,2,03-Jul-07,45351302,"Anacaena globulus (Paykull, 1829)",3,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,50830000,Ephydridae,1,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,50310103,"Dixa nebulosa Meigen, 1830",1,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,45330142,"Helophorus (Meghelophorus) grandis Illiger,",30,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,36110101,"Asellus aquaticus (Linnaeus, 1758)",2,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,20000000,Oligochaeta,19,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,22310300,Trocheta sp.,4,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,43210102,"Hydrometra stagnorum (Linnaeus, 1758)",1,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,45330152,Helophorus (Rhopalohelophorus) brevipalpis,347,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,4533016A,"Helophorus (Helophorus) obscurus Mulsant, 1",37,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,16220000,Lymnaeidae,3,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,16230211,"Anisus (Anisus) leucostoma (Millet, 1813)",4,5w,41,Lowlands (Wales),WAL,Gwent
2007,ZUFRRX,2,03-Jul-07,50400000,Chironomidae,9,5w,41,Lowlands (Wales),WAL,Gwent
2007,BXXDRJ,1,03-Sep-07,50220100,Ptychoptera sp.,6,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,37140206,"Gammarus pulex (Linnaeus, 1758)",752,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,20000000,Oligochaeta,7,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,17130200,Pisidium sp.,365,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,50350000,Ceratopogonidae,4,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,50400000,Chironomidae,13,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,50310102,"Dixa maculata Meigen, 1818",6,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,50132100,Eloeophila sp.,2,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,45510Z00,Elodes group,3,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,BXXDRJ,1,03-Sep-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",284,1e,1,Westerly lowlands (England),ENG,Oxfordshire
2007,CLLBKV,1,31-Oct-07,40210202,"Paraleptophlebia submarginata (Stephens, 18",1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,5071X000,Clinocerinae,1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,50400000,Chironomidae,89,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,5036038Z,Simulium (Simulium) ornatum group,13,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,50360300,Simulium sp.,2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,50132100,Eloeophila sp.,1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,483Z0000,Limnephilidae (including Apataniidae),1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,48370201,Sericostoma personatum (Spence in Kirby & S,1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,48341100,Potamophylax sp.,2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,48250206,"Hydropsyche instabilis (Curtis, 1834)",1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,48110100,Rhyacophila sp.,1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,45630301,"Limnius volckmari (Panzer, 1793)",2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,45630101,"Elmis aenea (Müller, 1806)",2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,45150401,"Orectochilus villosus (O.F. Müller, 1776)",1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,41230301,"Siphonoperla torrentium (Pictet, 1841)",3,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,41210401,"Isoperla grammatica (Poda, 1761)",4,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,41130100,Leuctra sp.,3,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,4112040Z,Nemoura cambrica group,3,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,40210301,"Habrophlebia fusca (Curtis, 1834)",2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,40130400,Ecdyonurus sp.,20,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,40130100,Rhithrogena sp.,12,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",41,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,37140206,"Gammarus pulex (Linnaeus, 1758)",111,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,24000000,Hydracarina,1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,20000000,Oligochaeta,20,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,41130101,"Leuctra fusca (Linnaeus, 1758)",1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,45410202,"Hydraena gracilis Germar, 1824",1,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,5036032Z,Simulium (Nevermannia) cryophilum group,3,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,5071YW00,Chelifera group,2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,CLLBKV,1,31-Oct-07,48380101,"Odontocerum albicorne (Scopoli, 1763)",2,15w,44,Lowlands (Wales),WAL,Dyfed
2007,UGXHSQ,1,11-Oct-07,41130103,"Leuctra hippopus Kempny, 1899",21,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,5036034Z,Simulium (Eusimulium) aureum group,2,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,5071X000,Clinocerinae,2,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,50400000,Chironomidae,27,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,50310105,"Dixa puberula Loew, 1849",1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,50140500,Dicranota sp.,5,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,48370201,Sericostoma personatum (Spence in Kirby & S,1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,48340X00,Potamophylax group,2,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,48240501,"Polycentropus flavomaculatus (Pictet, 1834)",8,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,48130300,Hydroptila sp.,1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",13,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,45630604,"Oulimnius tuberculatus (Müller, 1806)",8,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,45630301,"Limnius volckmari (Panzer, 1793)",21,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,45630101,"Elmis aenea (Müller, 1806)",48,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,45410202,"Hydraena gracilis Germar, 1824",2,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,41210201,"Perlodes microcephalus (Pictet, 1833)",10,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,41120202,"Amphinemura sulcicollis (Stephens, 1836)",1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,41120101,"Protonemura meyeri (Pictet, 1841)",4,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,40130400,Ecdyonurus sp.,6,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,40120111,"Baetis vernus Curtis, 1834",1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",31,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,20000000,Oligochaeta,29,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,5110101,"Planaria torva (Müller, 1774)",1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,45141502,"Oreodytes sanmarkii (C.R. Sahlberg, 1826)",3,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,45630600,Oulimnius sp.,3,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,48130400,Oxyethira sp.,2,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,24000000,Hydracarina,1,17w2,18,Uplands (Wales),WAL,Powys
2007,UGXHSQ,1,11-Oct-07,483Z0000,Limnephilidae (including Apataniidae),7,17w2,18,Uplands (Wales),WAL,Powys
2007,RRUXQW,1,16-May-07,48380101,"Odontocerum albicorne (Scopoli, 1763)",1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,5036032Z,Simulium (Nevermannia) cryophilum group,1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48341301,"Chaetopteryx villosa (Fabricius, 1798)",2,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48330101,"Crunoecia irrorata (Curtis, 1834)",1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48250209,"Hydropsyche siltalai Döhler, 1963",11,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48250206,"Hydropsyche instabilis (Curtis, 1834)",1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,45630301,"Limnius volckmari (Panzer, 1793)",1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,41130106,"Leuctra nigra (Olivier, 1811)",6,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,40120501,"Alainites muticus (Linnaeus, 1758)",93,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,20000000,Oligochaeta,5,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,17130200,Pisidium sp.,14,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,50400000,Chironomidae,15,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,50132100,Eloeophila sp.,1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,50140500,Dicranota sp.,1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,5071YX00,Hemerodromia group,2,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,45510Z00,Elodes group,2,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,45630101,"Elmis aenea (Müller, 1806)",5,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,41220101,"Dinocras cephalotes (Curtis, 1827)",10,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48210101,"Philopotamus montanus (Donovan, 1813)",4,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48110100,Rhyacophila sp.,1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48210200,Wormaldia sp.,9,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48240402,"Plectrocnemia conspersa (Curtis, 1834)",1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48341101,"Potamophylax cingulatus (Stephens, 1837)",2,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48340601,"Halesus digitatus (Schrank, 1781)",4,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,40410201,"Serratella ignita (Poda, 1761)",21,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,37140206,"Gammarus pulex (Linnaeus, 1758)",43,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",74,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,40130100,Rhithrogena sp.,19,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,40130400,Ecdyonurus sp.,1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48341100,Potamophylax sp.,1,17w2,18,Uplands (Wales),WAL,Gwent
2007,RRUXQW,1,16-May-07,48120200,Agapetus sp.,12,17w2,18,Uplands (Wales),WAL,Gwent
2007,GUBLQO,1,29-Oct-07,5071X000,Clinocerinae,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,50400000,Chironomidae,172,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,50140500,Dicranota sp.,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,48370201,Sericostoma personatum (Spence in Kirby & S,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,48250209,"Hydropsyche siltalai Döhler, 1963",3,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,45630604,"Oulimnius tuberculatus (Müller, 1806)",2,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,45141901,"Platambus maculatus (Linnaeus, 1758)",8,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,41120401,"Nemoura avicularis Morton, 1894",4,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,40210202,"Paraleptophlebia submarginata (Stephens, 18",13,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",56,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,24000000,Hydracarina,3,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,22310302,"Trocheta subviridis Dutrochet, 1817",1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,48220100,Lype sp.,2,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,48240103,"Cyrnus trimaculatus (Curtis, 1834)",3,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,483A0100,Athripsodes sp.,4,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,483Z0000,Limnephilidae (including Apataniidae),4,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,50220100,Ptychoptera sp.,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,5036034Z,Simulium (Eusimulium) aureum group,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,5036038Z,Simulium (Simulium) ornatum group,8,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",4,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,20000000,Oligochaeta,54,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,22110101,"Piscicola geometra (Linnaeus, 1761)",3,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,36110101,"Asellus aquaticus (Linnaeus, 1758)",11,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,37140206,"Gammarus pulex (Linnaeus, 1758)",100,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,40120201,"Centroptilum luteolum (Müller, 1776)",2,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,40120702,"Nigrobaetis niger (Linnaeus, 1761)",9,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,40130400,Ecdyonurus sp.,2,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,42140100,Calopteryx sp.,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,42140102,"Calopteryx virgo (Linnaeus, 1758)",2,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,45630101,"Elmis aenea (Müller, 1806)",4,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,45630301,"Limnius volckmari (Panzer, 1793)",4,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,45630600,Oulimnius sp.,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,41120301,"Nemurella picteti Klapálek, 1900",1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,40210301,"Habrophlebia fusca (Curtis, 1834)",1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,4051020Z,Caenis luctuosa group,25,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,41210401,"Isoperla grammatica (Poda, 1761)",2,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,GUBLQO,1,29-Oct-07,5071YX00,Hemerodromia group,1,1e,1,Westerly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,50400000,Chironomidae,87,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,50330100,Anopheles sp.,1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,5031010Z,Dixa maculata complex,3,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,45351302,"Anacaena globulus (Paykull, 1829)",2,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,45142004,"Agabus bipustulatus (Linnaeus, 1767)",1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,20000000,Oligochaeta,7,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,17130200,Pisidium sp.,8,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,43220100,Velia sp.,1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,40210301,"Habrophlebia fusca (Curtis, 1834)",1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,45142011,"Agabus guttatus (Paykull, 1798)",1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,45330152,Helophorus (Rhopalohelophorus) brevipalpis,1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,45142Z00,Agabus group,29,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,40120201,"Centroptilum luteolum (Müller, 1776)",75,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,50210Z00,Pericoma group,3,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,48341001,"Micropterna lateralis (Stephens, 1837)",3,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,48240402,"Plectrocnemia conspersa (Curtis, 1834)",6,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,5036034Z,Simulium (Eusimulium) aureum group,1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,50350000,Ceratopogonidae,1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,508X0000,Anthomyiidae,1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",2,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,BGLCUJ,2,23-Aug-07,16220301,"Galba truncatula (O.F. Müller, 1774)",1,11e,11,Easterly lowlands (England),ENG,Gloucestershire
2007,JUAXZV,1,06-Sep-07,46110102,"Sialis lutaria (Linnaeus, 1758)",2,1e,1,Westerly lowlands (England),ENG,Buckinghamshire
2007,JUAXZV,1,06-Sep-07,42140100,Calopteryx sp.,1,1e,1,Westerly lowlands (England),ENG,Buckinghamshire
2007,JUAXZV,1,06-Sep-07,22310101,"Erpobdella octoculata (Linnaeus, 1758)",12,1e,1,Westerly lowlands (England),ENG,Buckinghamshire
