SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
UEDLDK,CS2007,1,24-Oct-07,Veronica beccabunga,0.1-1%,17w3,19,Uplands (Wales),Mid Glamorgan,WAL
YTAUII,CS2007,1,26-Jun-07,Oenanthe crocata,<0.1%,5w,41,Lowlands (Wales),Gwent,WAL
LAFOCU,CS2007,1,07-Jun-07,Elodea canadensis,0.1-1%,5w,41,Lowlands (Wales),Gwent,WAL
LAFOCU,CS2007,1,07-Jun-07,Glyceria fluitans,0.1-1%,5w,41,Lowlands (Wales),Gwent,WAL
LAFOCU,CS2007,1,07-Jun-07,Iris pseudacorus,0.1-1%,5w,41,Lowlands (Wales),Gwent,WAL
LAFOCU,CS2007,1,07-Jun-07,Oenanthe crocata,2.5-5%,5w,41,Lowlands (Wales),Gwent,WAL
LAFOCU,CS2007,1,07-Jun-07,Rorippa nasturtium-aquaticum,0.1-1%,5w,41,Lowlands (Wales),Gwent,WAL
SIATHT,CS2007,1,23-Oct-07,Fissidens viridulus,<0.1%,1e,1,Westerly lowlands (England),South Gloucestershire Unitary Authority,ENG
SIATHT,CS2007,1,23-Oct-07,Fontinalis antipyretica,0.1-1%,1e,1,Westerly lowlands (England),South Gloucestershire Unitary Authority,ENG
RAGOWO,CS2007,1,27-Sep-07,Agrostis stolonifera,2.5-5%,1e,1,Westerly lowlands (England),Oxfordshire,ENG
RAGOWO,CS2007,1,27-Sep-07,Apium nodiflorum,0.1-1%,1e,1,Westerly lowlands (England),Oxfordshire,ENG
RAGOWO,CS2007,1,27-Sep-07,Solanum dulcamara,<0.1%,1e,1,Westerly lowlands (England),Oxfordshire,ENG
AAVJXT,CS2007,1,01-Jun-07,No species entered,<0.1%,4e,4,Easterly lowlands (England),Thurrock Unitary Authority,ENG
WCDRAN,CS2007,1,02-Nov-07,Agrostis stolonifera,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
WCDRAN,CS2007,1,02-Nov-07,Phragmites australis,>75%,6w,42,Lowlands (Wales),Dyfed,WAL
EARTZW,CS2007,1,07-Nov-07,No species entered,>75%,5w,41,Lowlands (Wales),West Glamorgan,WAL
NRKWUV,CS2007,1,31-May-07,Fontinalis antipyretica,1-2.5%,17w2,18,Uplands (Wales),Mid Glamorgan,WAL
NRKWUV,CS2007,1,31-May-07,Oenanthe crocata,<0.1%,17w2,18,Uplands (Wales),Mid Glamorgan,WAL
ZUFRRX,CS2007,2,03-Jul-07,Agrostis stolonifera,50-75%,5w,41,Lowlands (Wales),Gwent,WAL
ZUFRRX,CS2007,2,03-Jul-07,Apium nodiflorum,0.1-1%,5w,41,Lowlands (Wales),Gwent,WAL
ZUFRRX,CS2007,2,03-Jul-07,Oenanthe crocata,0.1-1%,5w,41,Lowlands (Wales),Gwent,WAL
ZUFRRX,CS2007,2,03-Jul-07,Ranunculus flammula,<0.1%,5w,41,Lowlands (Wales),Gwent,WAL
BXXDRJ,CS2007,1,03-Sep-07,Agrostis stolonifera,<0.1%,1e,1,Westerly lowlands (England),Oxfordshire,ENG
CLLBKV,CS2007,1,31-Oct-07,Amblystegium fluviatile,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
CLLBKV,CS2007,1,31-Oct-07,Brachythecium rivulare,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
CLLBKV,CS2007,1,31-Oct-07,Dichodontium pellucidum,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
CLLBKV,CS2007,1,31-Oct-07,Oenanthe crocata,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
CLLBKV,CS2007,1,31-Oct-07,Veronica beccabunga,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
UGXHSQ,CS2007,1,11-Oct-07,Fontinalis antipyretica,25-50%,17w2,18,Uplands (Wales),Powys,WAL
UGXHSQ,CS2007,1,11-Oct-07,Hygrohypnum ochraceum,10-25%,17w2,18,Uplands (Wales),Powys,WAL
RRUXQW,CS2007,1,16-May-07,No species entered,>75%,17w2,18,Uplands (Wales),Gwent,WAL
GUBLQO,CS2007,1,29-Oct-07,No species entered,<0.1%,1e,1,Westerly lowlands (England),Gloucestershire,ENG
JUAXZV,CS2007,1,06-Sep-07,Alisma plantago-aquatica,<0.1%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2007,1,06-Sep-07,Apium nodiflorum,5-10%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2007,1,06-Sep-07,Carex sp,2.5-5%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2007,1,06-Sep-07,Phalaris arundinacea,25-50%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
JUAXZV,CS2007,1,06-Sep-07,Typha latifolia,<0.1%,1e,1,Westerly lowlands (England),Buckinghamshire,ENG
OSSOAV,CS2007,1,01-Aug-07,No species entered,>75%,3e,3,Easterly lowlands (England),Essex,ENG
TIFMNB,CS2007,1,06-Nov-07,Agrostis stolonifera,<0.1%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Apium nodiflorum,10-25%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Brachythecium rivulare,<0.1%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Cladophora (aggregate),0.1-1%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Lemna minor,2.5-5%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Myosotis scorpioides,<0.1%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Pellia sp,<0.1%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Rhynchostegium riparioides,2.5-5%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Rorippa nasturtium-aquaticum,5-10%,7w,43,Lowlands (Wales),Dyfed,WAL
TIFMNB,CS2007,1,06-Nov-07,Vaucheria sp,0.1-1%,7w,43,Lowlands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Batrachospermum sp,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Pellia sp,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Potamogeton natans,1-2.5%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Ranunculus flammula,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Scapania undulata,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Sphagnum sp,0.1-1%,17w3,19,Uplands (Wales),Dyfed,WAL
MFKQWC,CS2007,1,04-Oct-07,Viola palustris,<0.1%,17w3,19,Uplands (Wales),Dyfed,WAL
SOXGJY,CS2007,1,23-May-07,No species entered,>75%,17e,16,Uplands (England),County of Herefordshire Unitary Authority,ENG
XOJNJF,CS2007,1,19-Oct-07,Apium nodiflorum,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
XOJNJF,CS2007,1,19-Oct-07,Glyceria fluitans,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
XOJNJF,CS2007,1,19-Oct-07,Solanum dulcamara,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
XOJNJF,CS2007,1,19-Oct-07,Veronica beccabunga,<0.1%,11e,11,Easterly lowlands (England),Gloucestershire,ENG
NMWCSX,CS2007,1,21-Aug-07,Agrostis stolonifera,1-2.5%,3e,3,Easterly lowlands (England),Hertfordshire,ENG
NMWCSX,CS2007,1,21-Aug-07,Berula erecta,10-25%,3e,3,Easterly lowlands (England),Hertfordshire,ENG
NMWCSX,CS2007,1,21-Aug-07,Phalaris arundinacea,1-2.5%,3e,3,Easterly lowlands (England),Hertfordshire,ENG
NMWCSX,CS2007,1,21-Aug-07,Rorippa nasturtium-aquaticum,2.5-5%,3e,3,Easterly lowlands (England),Hertfordshire,ENG
ZURCAX,CS2007,1,08-Aug-07,No species entered,<0.1%,3e,3,Easterly lowlands (England),Essex,ENG
VLSKJS,CS2007,1,30-Aug-07,No species entered,>75%,3e,3,Easterly lowlands (England),Essex,ENG
GWTTBV,CS2007,1,14-Aug-07,Fontinalis antipyretica,<0.1%,6w,42,Lowlands (Wales),Dyfed,WAL
BUITKA,CS2007,1,05-Oct-07,Glyceria maxima,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
BUITKA,CS2007,1,05-Oct-07,Myosotis scorpioides,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
BUITKA,CS2007,1,05-Oct-07,Rorippa nasturtium-aquaticum,1-2.5%,15w,44,Lowlands (Wales),Dyfed,WAL
NDGZWZ,CS2007,1,04-Sep-07,No species entered,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
LTVPSQ,CS2007,1,18-Oct-07,Glyceria fluitans,2.5-5%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
LTVPSQ,CS2007,1,18-Oct-07,Lunularia cruciata,<0.1%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
LTVPSQ,CS2007,1,18-Oct-07,Veronica beccabunga,5-10%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
SYFGLR,CS2007,1,24-Oct-07,Iris pseudacorus,<0.1%,1e,1,Westerly lowlands (England),Worcestershire,ENG
VFFKQD,CS2007,2,03-Aug-07,Glyceria maxima,2.5-5%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2007,2,03-Aug-07,Persicaria amphibia,<0.1%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2007,2,03-Aug-07,Phalaris arundinacea,10-25%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
VFFKQD,CS2007,2,03-Aug-07,Sparganium erectum,1-2.5%,9e,9,Easterly lowlands (England),Oxfordshire,ENG
YGQIJY,CS2007,1,23-Aug-07,Agrostis stolonifera,<0.1%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2007,1,23-Aug-07,Apium nodiflorum,25-50%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2007,1,23-Aug-07,Berula erecta,1-2.5%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2007,1,23-Aug-07,Cladophora (aggregate),10-25%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
YGQIJY,CS2007,1,23-Aug-07,Enteromorpha intestinalis,25-50%,11e,11,Easterly lowlands (England),Milton Keynes Unitary Authority,ENG
ELMOEX,CS2007,1,23-May-07,Cladophora (aggregate),<0.1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2007,1,23-May-07,Iris pseudacorus,<0.1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2007,1,23-May-07,Phalaris arundinacea,0.1-1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2007,1,23-May-07,Ranunculus sceleratus,<0.1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
ELMOEX,CS2007,1,23-May-07,Veronica beccabunga,<0.1%,11e,11,Easterly lowlands (England),Bedfordshire,ENG
MGCMFH,CS2007,1,24-Jul-07,Apium nodiflorum,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Callitriche sp,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Cladophora (aggregate),1-2.5%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Lemna minor,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Myosotis scorpioides,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Nuphar lutea,10-25%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Phalaris arundinacea,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Sagittaria sagittifolia,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Sparganium emersum,5-10%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Sparganium erectum,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
MGCMFH,CS2007,1,24-Jul-07,Veronica beccabunga,<0.1%,3e,3,Easterly lowlands (England),Suffolk,ENG
FRDJSC,CS2007,1,17-Oct-07,Agrostis stolonifera,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2007,1,17-Oct-07,Callitriche sp,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2007,1,17-Oct-07,Glyceria fluitans,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2007,1,17-Oct-07,Nuphar lutea,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2007,1,17-Oct-07,Phalaris arundinacea,10-25%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2007,1,17-Oct-07,Ranunculus flammula,<0.1%,15w,44,Lowlands (Wales),Dyfed,WAL
FRDJSC,CS2007,1,17-Oct-07,Ranunculus penicillatus penicillatus,0.1-1%,15w,44,Lowlands (Wales),Dyfed,WAL
RBTFVD,CS2007,1,24-Oct-07,Marsupella emarginata,0.1-1%,17w2,18,Uplands (Wales),Powys,WAL
RBTFVD,CS2007,1,24-Oct-07,Nardia compressa,0.1-1%,17w2,18,Uplands (Wales),Powys,WAL
VFCIBD,CS2007,1,20-Sep-07,Agrostis stolonifera,0.1-1%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
VFCIBD,CS2007,1,20-Sep-07,Pellia sp,0.1-1%,1e,1,Westerly lowlands (England),County of Herefordshire Unitary Authority,ENG
CHQQXO,CS2007,1,05-Oct-07,Apium nodiflorum,0.1-1%,1e,1,Westerly lowlands (England),Worcestershire,ENG
CHQQXO,CS2007,1,05-Oct-07,Glyceria fluitans,<0.1%,1e,1,Westerly lowlands (England),Worcestershire,ENG
CHQQXO,CS2007,1,05-Oct-07,Ranunculus sceleratus,<0.1%,1e,1,Westerly lowlands (England),Worcestershire,ENG
CHQQXO,CS2007,1,05-Oct-07,Solanum dulcamara,<0.1%,1e,1,Westerly lowlands (England),Worcestershire,ENG
CHQQXO,CS2007,1,05-Oct-07,Veronica beccabunga,<0.1%,1e,1,Westerly lowlands (England),Worcestershire,ENG
KDQIHG,CS2007,1,25-Jul-07,Solanum dulcamara,0.1-1%,1e,1,Westerly lowlands (England),Warwickshire,ENG
KDQIHG,CS2007,1,25-Jul-07,Veronica beccabunga,0.1-1%,1e,1,Westerly lowlands (England),Warwickshire,ENG
ZBTLJG,CS2007,1,01-Aug-07,Callitriche sp,<0.1%,1e,1,Westerly lowlands (England),Warwickshire,ENG
ZBTLJG,CS2007,1,01-Aug-07,Glyceria fluitans,2.5-5%,1e,1,Westerly lowlands (England),Warwickshire,ENG
YYKFOS,CS2007,1,10-Oct-07,Iris pseudacorus,1-2.5%,9e,9,Easterly lowlands (England),Warwickshire,ENG
WGFZAS,CS2007,1,29-May-07,No species entered,>75%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Agrostis stolonifera,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Apium nodiflorum,25-50%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Callitriche sp,2.5-5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Lemna minor,0.1-1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Phragmites australis,2.5-5%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Rorippa nasturtium-aquaticum,0.1-1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
AXIHWL,CS2007,2,04-Jun-07,Sparganium erectum,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
QEYKPU,CS2007,1,28-Jun-07,Fontinalis antipyretica,0.1-1%,17w2,18,Uplands (Wales),Powys,WAL
FLWHQO,CS2007,1,11-Oct-07,Rhynchostegium riparioides,<0.1%,17e,16,Uplands (England),Shropshire,ENG
EBWPRA,CS2007,1,18-May-07,Solanum dulcamara,2.5-5%,11e,11,Easterly lowlands (England),Northamptonshire,ENG
EBWPRA,CS2007,1,18-May-07,Veronica beccabunga,<0.1%,11e,11,Easterly lowlands (England),Northamptonshire,ENG
HMPTVZ,CS2007,1,11-Jul-07,Callitriche sp,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2007,1,11-Jul-07,Glyceria maxima,<0.1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2007,1,11-Jul-07,Rorippa nasturtium-aquaticum,0.1-1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2007,1,11-Jul-07,Vaucheria sp,5-10%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
HMPTVZ,CS2007,1,11-Jul-07,Veronica beccabunga,0.1-1%,3e,3,Easterly lowlands (England),Cambridgeshire,ENG
IHJGEC,CS2007,1,11-Sep-07,No species entered,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
TGNTVD,CS2007,1,31-Oct-07,Agrostis stolonifera,<0.1%,15w,44,Lowlands (Wales),Powys,WAL
TGNTVD,CS2007,1,31-Oct-07,Apium nodiflorum,<0.1%,15w,44,Lowlands (Wales),Powys,WAL
TGNTVD,CS2007,1,31-Oct-07,Equisetum fluviatile,<0.1%,15w,44,Lowlands (Wales),Powys,WAL
MDFNRP,CS2007,1,19-Sep-07,Ranunculus flammula,2.5-5%,17e,16,Uplands (England),Shropshire,ENG
XZZAGX,CS2007,1,28-Oct-07,Apium nodiflorum,<0.1%,9e,9,Easterly lowlands (England),West Midlands,ENG
XZZAGX,CS2007,1,28-Oct-07,Phalaris arundinacea,<0.1%,9e,9,Easterly lowlands (England),West Midlands,ENG
XZZAGX,CS2007,1,28-Oct-07,Ranunculus flammula,<0.1%,9e,9,Easterly lowlands (England),West Midlands,ENG
XZZAGX,CS2007,1,28-Oct-07,Rorippa nasturtium-aquaticum,<0.1%,9e,9,Easterly lowlands (England),West Midlands,ENG
OIBBSC,CS2007,1,27-Jun-07,Agrostis stolonifera,<0.1%,11e,11,Easterly lowlands (England),Northamptonshire,ENG
OIBBSC,CS2007,1,27-Jun-07,Vaucheria sp,1-2.5%,11e,11,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2007,1,13-Jun-07,Carex sp,5-10%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2007,1,13-Jun-07,Glyceria maxima,25-50%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2007,1,13-Jun-07,Iris pseudacorus,<0.1%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2007,1,13-Jun-07,Lemna minor,2.5-5%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
IUKPTW,CS2007,1,13-Jun-07,Sparganium erectum,25-50%,12e,12,Easterly lowlands (England),Northamptonshire,ENG
ROACVK,CS2007,1,15-Jun-07,Phalaris arundinacea,1-2.5%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
ROACVK,CS2007,1,15-Jun-07,Rorippa nasturtium-aquaticum,1-2.5%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
ROACVK,CS2007,1,15-Jun-07,Typha latifolia,1-2.5%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
ROACVK,CS2007,1,15-Jun-07,Veronica catenata,0.1-1%,12e,12,Easterly lowlands (England),Cambridgeshire,ENG
AHKTWX,CS2007,1,28-Jun-07,Glyceria fluitans,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
AHKTWX,CS2007,1,28-Jun-07,Phalaris arundinacea,10-25%,3e,3,Easterly lowlands (England),Norfolk,ENG
MZWJCL,CS2007,1,08-Aug-07,Hyocomium armoricum,25-50%,15w,44,Lowlands (Wales),Gwynedd,WAL
MZWJCL,CS2007,1,08-Aug-07,Mnium hornum,<0.1%,15w,44,Lowlands (Wales),Gwynedd,WAL
MZWJCL,CS2007,1,08-Aug-07,Pellia sp,<0.1%,15w,44,Lowlands (Wales),Gwynedd,WAL
MZWJCL,CS2007,1,08-Aug-07,Polytrichum commune,<0.1%,15w,44,Lowlands (Wales),Gwynedd,WAL
RBWKUY,CS2007,2,10-Sep-07,No species entered,<0.1%,17w2,18,Uplands (Wales),Powys,WAL
QPNACB,CS2007,1,19-Oct-07,Rhynchostegium riparioides,<0.1%,10e,10,Westerly lowlands (England),Shropshire,ENG
NHQOBM,CS2007,1,06-Sep-07,Apium nodiflorum,<0.1%,9e,9,Easterly lowlands (England),Leicestershire,ENG
NHQOBM,CS2007,1,06-Sep-07,Ranunculus sceleratus,<0.1%,9e,9,Easterly lowlands (England),Leicestershire,ENG
NYVXXI,CS2007,1,07-Jun-07,Agrostis stolonifera,<0.1%,4e,4,Easterly lowlands (England),Cambridgeshire,ENG
NYVXXI,CS2007,1,07-Jun-07,Callitriche sp,25-50%,4e,4,Easterly lowlands (England),Cambridgeshire,ENG
NYVXXI,CS2007,1,07-Jun-07,Phragmites australis,10-25%,4e,4,Easterly lowlands (England),Cambridgeshire,ENG
NYVXXI,CS2007,1,07-Jun-07,Ranunculus aquatilis,25-50%,4e,4,Easterly lowlands (England),Cambridgeshire,ENG
NYVXXI,CS2007,1,07-Jun-07,Ranunculus sceleratus,0.1-1%,4e,4,Easterly lowlands (England),Cambridgeshire,ENG
NYVXXI,CS2007,1,07-Jun-07,Veronica catenata,0.1-1%,4e,4,Easterly lowlands (England),Cambridgeshire,ENG
IRWYUZ,CS2007,1,13-Jul-07,Ranunculus sceleratus,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2007,1,13-Jul-07,Rorippa nasturtium-aquaticum,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2007,1,13-Jul-07,Veronica anagallis-aquatica,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
IRWYUZ,CS2007,1,13-Jul-07,Veronica beccabunga,<0.1%,3e,3,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2007,1,26-Jun-07,Agrostis stolonifera,<0.1%,4e,4,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2007,1,26-Jun-07,Enteromorpha intestinalis,<0.1%,4e,4,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2007,1,26-Jun-07,Lemna trisulca,25-50%,4e,4,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2007,1,26-Jun-07,Myriophyllum spicatum,10-25%,4e,4,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2007,1,26-Jun-07,Phragmites australis,10-25%,4e,4,Easterly lowlands (England),Norfolk,ENG
YUGUQF,CS2007,1,26-Jun-07,Potamogeton pectinatus,5-10%,4e,4,Easterly lowlands (England),Norfolk,ENG
XZCUFZ,CS2007,1,17-Aug-07,Callitriche sp,<0.1%,7w,43,Lowlands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Batrachospermum sp,1-2.5%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Carex sp,<0.1%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Equisetum fluviatile,5-10%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Potamogeton natans,1-2.5%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Potamogeton pectinatus,1-2.5%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Ranunculus flammula,0.1-1%,17w3,19,Uplands (Wales),Gwynedd,WAL
KFACFB,CS2007,1,24-Aug-07,Viola palustris,<0.1%,17w3,19,Uplands (Wales),Gwynedd,WAL
GXZDXP,CS2007,1,25-Oct-07,Agrostis stolonifera,<0.1%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2007,1,25-Oct-07,Hyocomium armoricum,2.5-5%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2007,1,25-Oct-07,Racomitrium aciculare,50-75%,18w,45,Uplands (Wales),Powys,WAL
GXZDXP,CS2007,1,25-Oct-07,Rhizomnium punctatum,<0.1%,18w,45,Uplands (Wales),Powys,WAL
HLPOPT,CS2007,1,16-Oct-07,Callitriche sp,0.1-1%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2007,1,16-Oct-07,Elodea canadensis,50-75%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2007,1,16-Oct-07,Lemna minor,0.1-1%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2007,1,16-Oct-07,Phalaris arundinacea,10-25%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2007,1,16-Oct-07,Ranunculus sp,10-25%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2007,1,16-Oct-07,Solanum dulcamara,<0.1%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
HLPOPT,CS2007,1,16-Oct-07,Sparganium erectum,1-2.5%,10e,10,Westerly lowlands (England),Telford and Wrekin Unitary Authority,ENG
GPOWBR,CS2007,1,06-Jun-07,No species entered,>75%,10e,10,Westerly lowlands (England),Derbyshire,ENG
ZWSOED,CS2007,1,30-Aug-07,Myosotis scorpioides,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2007,1,30-Aug-07,Phalaris arundinacea,0.1-1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2007,1,30-Aug-07,Rorippa nasturtium-aquaticum,2.5-5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2007,1,30-Aug-07,Solanum dulcamara,<0.1%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2007,1,30-Aug-07,Vaucheria sp,10-25%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
ZWSOED,CS2007,1,30-Aug-07,Veronica beccabunga,2.5-5%,11e,11,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2007,1,21-Jun-07,Apium nodiflorum,2.5-5%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2007,1,21-Jun-07,Callitriche sp,25-50%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
URCWKY,CS2007,1,21-Jun-07,Phalaris arundinacea,<0.1%,12e,12,Easterly lowlands (England),Lincolnshire,ENG
