Date	Site	Exposure	Transect #	Tidal Height	Anthopleura elegantissima	Anthopleura xanthogrammica	Balanus crenatus	Balanus glandula	Bryozoa spp	Cnemidocarpa finmarkiensis	Cthamalus dalli	Halichondria spp	Haliclona spp	Hydrozoa spp	Membraniporta membranacea	Mytilus californianus	Mytilus spp	Ophlitaspongia pennata	Pollicipes polymerus	Schizoporella unicornis	Semibalanus cariosus	Serpula vermicularis	Spirorbis spp	Sponges	Tunicates
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	3	0	0	0	50	0	0	35	0	0	0	0	0	15	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	3.5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	0.5	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	1	0	0	0	0.5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	1.5	0	0	0	70	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	2	0.5	0	0	70	0	0	10	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	2.5	0.5	0	0	55	0	0	15	0	0	0	0	0	15	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	3	0	0	0	55	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"6"	3.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	1.5	20	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	2	5	0	0	45	5	0	10	0	0	0	0	0	5	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	2.5	0	0	0	35	0	0	5	0	0	0	0	0	10	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	3	0	0	0	70	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"7"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	0.5	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	1	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	1.5	25	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	2	10	0	0	40	0	0	100	0	0	0	0	0	5	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	2.5	0	0	0	50	0	0	10	0	0	0	0	0	40	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	3	0	0	0	35	0	0	20	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"8"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	0.5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	1	0	0	0	30	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	1.5	0	0	0	20	0.5	0	20	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	2	0.5	0	0	35	0	0	15	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	2.5	0	0	0	50	0	0	15	0	0	0	0	0	15	0	0	0	20	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	3	0	0	0	70	0	0	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"9"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	5	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	1.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	2	3	0	0	0	0	0	0	0	1	0	0	0	87	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	2.5	2	0	0	0	0	0	0	0	1	0	0	0	95	0	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"1"	3.5	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	1	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	1.5	1	9	0	0	0	0	1	0	0	1	0	0	62	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	2	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	2.5	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	3	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"10"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	2	1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	2.5	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	3	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"11"	3.5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	0.5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	1	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	70	1	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	2	1	3	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	2.5	1	0	0	0	0	0	1	0	0	0	0	3	20	0	4	0	5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"12"	3.5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	1	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	2	1	6	0	0	0	0	0	0	0	0	0	0	33	0	0	0	9	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	2.5	1	0	0	2	0	0	0	0	0	0	0	0	36	0	1	0	5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	3	0	0	0	20	0	0	0	0	0	0	0	0	12	0	3	0	20	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	3.5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	0.5	0	0	1	0	0	0	0	0	0	0	0	0	63	1	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	1	0	0	0	0	0	0	5	0	0	0	0	0	13	0	21	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	21	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	2	2	0	0	1	0	0	0	0	0	0	0	0	72	0	0.5	0	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	2.5	1	0	0	1	0	0	0	0	0	0	0	0	95	0	1	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	3	1	0	0	3	0	0	0	0	0	0	0	0	95	0	0	0	7	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	3.5	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	1	0	0	0	21	0	0	0	5	0	0	0	0	48	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	2	5	0	0	4	0	0	0	0	0	0	0	0	42	0	0	0	10	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	2.5	0.5	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	8	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	3	0	0	0	95	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	3.5	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	1	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	1.5	0	6	0	0	0	0	0	1	0	0	0	0	55	0	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	2	6	0	0	0	0	0	0	0	1	0	0	0	55	0	1	0	9	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	2.5	0	0	0	0	0	0	0	0	0	0	0	76	4	0	2	0	13	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	3	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	3.5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	1	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	1.5	1	5	0	0	0	0	0	0	2	0	0	0	88	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	2	4	7	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	2.5	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	3	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	3.5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	0.5	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	7	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	1	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	1.5	0	2	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	2	3	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	2.5	1	0	0	18	0	0	0	0	0	0	0	46	15	0	1	0	25	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	3	0	0	0	4	0	0	0	0	0	0	0	0	5	0	2	0	10	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	3.5	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	1	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	2	1	0	0	0	0	0	0	1	0	0	0	0	91	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	3	0	0	0	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"5"	3.5	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	1	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	2	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	2.5	3	1	0	3	0	0	0	0	0	0	0	4	13	0	0	0	12	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	3	0	0	0	80	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"6"	3.5	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	0.5	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	1	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	1.5	2	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	2	0.5	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	2.5	2	0	0	0.5	0	0	0	0	0	0	0	0	92	0	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	3	0	0	0	2	0	0	0	0	0	0	0	3	20	0	2	0	20	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"7"	3.5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	0.5	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	1.5	1	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	2	0.5	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	2.5	2	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	5	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	3	0	0	0	90	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"8"	3.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	0.5	0	0	7	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	1	0	0	2	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	1.5	1	0	2	0	0	0	0	0	0	0	0	0	45	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	2	2	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	3	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	2.5	1	0	0	10	0	0	0	0	0	0	0	0	45	0	0	0	6	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	3	0	0	0	45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"9"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	0.5	0	0	1	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	1.5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	2.5	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	42	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"1"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	0.5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	1.5	1	0	0	1	0	0	0	0	0	0	0	0	98	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	2.5	1	0	0	58	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	3	0	0	0	94	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"10"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	0.5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	1	0	0	0	0.5	0.5	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	1.5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	2	0.5	0	0	2	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	2.5	0	0	0	38	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	3	0	0	0	70	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"11"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	1.5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	2	0	0	0	1	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	2.5	0	0	0	90	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	3	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"12"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	0.5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	1.5	0	0	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	2	2	0	0	2	0	0	0	0	0	0	0	0	100	0	0	0	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	2.5	0.5	0	0	35	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	3	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"13"	3.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	1	0	0	0	0	0	0	7	0	0	0	0	0	94	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	1.5	0	0	1	0	0	0	0	0	0	0	0	0	95	0	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	2	0	0	0	2	0	0	0	0	0	0	0	0	100	0	0	0	1	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	2.5	0	0	0	35	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	3	0	0	0	90	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"14"	3.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	0.5	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	1.5	0	0	1	1	0	0	0	0	0	0	0	0	85	0	0	0	2	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	2	0.5	0	0	4	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	2.5	0	0	0	50	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	3	0	0	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"15"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"2"	0.5	0	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0
"01-Aug-01"	"Wizard"	"Sheltered"	"2"	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
