"year","month_year","site_name","site_grid","trip_no","nights","no_traps","total_trap_nights","species","recap_this_trip","captures","captures_100tn","family"
1999,"Aug.99","Plum Pudding","PP0","59",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Aug.99","Plum Pudding","PP1","59",3,36,108,"No captures",NA,2,1.851851852,""
1999,"Aug.99","Plum Pudding","PP1","59",3,36,108,"Lerista labialis",NA,1,0.925925926,"Scincidae"
1999,"Aug.99","Shitty Site","SH4","59",3,36,108,"No captures",NA,2,1.851851852,""
1999,"Aug.99","Shitty Site","SH4","59",3,36,108,"Lerista labialis",NA,1,0.925925926,"Scincidae"
1999,"Aug.99","Tobermorey East","TBE1","59",3,36,108,"Moloch horridus",NA,1,0.925925926,"Agamidae"
1999,"Aug.99","Tobermorey East","TBE1","59",3,36,108,"No captures",NA,2,1.851851852,""
1999,"Aug.99","Tobermorey East","TBE2","59",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Aug.99","Tobermorey East","TBE2","59",3,36,108,"No captures",NA,2,1.851851852,""
1999,"Aug.99","Tobermorey West","TBW3","59",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Aug.99","Tobermorey West","TBW3","59",3,36,108,"Menetia greyii",NA,1,0.925925926,"Scincidae"
1999,"Aug.99","Tobermorey West","TBW3","59",3,36,108,"Ctenotus leae",NA,1,0.925925926,"Scincidae"
1999,"Aug.99","Tobermorey West","TBW4","59",3,36,108,"No captures",NA,3,2.777777778,""
1999,"Oct.99","Cravens Peak","CP1","60",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Oct.99","Cravens Peak","CP1","60",3,36,108,"Pygopus nigriceps",NA,1,0.925925926,"Pygopodidae"
1999,"Oct.99","Cravens Peak","CP1","60",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Cravens Peak","CP1","60",3,36,108,"Lerista labialis",NA,3,2.777777778,"Scincidae"
1999,"Oct.99","Cravens Peak","CP2","60",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Oct.99","Cravens Peak","CP2","60",3,36,108,"Diplodactylus conspicillatus",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Cravens Peak","CP2","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Cravens Peak","CP2","60",3,36,108,"Egernia inornata",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Cravens Peak","CP2","60",3,36,108,"Lerista labialis",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Ctenotus dux",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Egernia inornata",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Varanus eremius",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Lerista labialis",NA,13,12.03703704,"Scincidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Eremiascincus fasciolatus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Carlo","CS2","60",3,36,108,"Varanus brevicauda",NA,3,2.777777778,"Varanidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Diporiphora winneckei",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Diplodactylus conspicillatus",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Eremiascincus fasciolatus",NA,2,1.851851852,"Scincidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Ctenotus leae",NA,2,1.851851852,"Scincidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Lerista labialis",NA,22,20.37037037,"Scincidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Ctenotus dux",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Carlo","CS5","60",3,36,108,"Moloch horridus",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Field River North","FRN1","60",3,36,108,"Moloch horridus",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Field River North","FRN1","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Field River North","FRN1","60",3,36,108,"Ctenotus pantherinus",NA,2,1.851851852,"Scincidae"
1999,"Oct.99","Field River North","FRN1","60",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
1999,"Oct.99","Field River North","FRN1","60",3,36,108,"Morethia ruficauda",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Field River North","FRN2","60",3,36,108,"Notaden nichollsi",NA,1,0.925925926,"Limnodynastidae"
1999,"Oct.99","Field River North","FRN2","60",3,36,108,"Lerista labialis",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Field River North","FRN2","60",3,36,108,"Ramphotyphlops endoterus",NA,3,2.777777778,"Typhlopidae"
1999,"Oct.99","Field River North","FRN2","60",3,36,108,"Nephrurus levis",NA,2,1.851851852,"Carphodactylidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Notaden nichollsi",NA,4,3.703703704,"Limnodynastidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Diplodactylus stenodactylus",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Eremiascincus fasciolatus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Lerista labialis",NA,7,6.481481481,"Scincidae"
1999,"Oct.99","Field River South","FRS2","60",3,36,108,"Diplodactylus ciliaris",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Lerista labialis",NA,4,3.703703704,"Scincidae"
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Eremiascincus fasciolatus",NA,2,1.851851852,"Scincidae"
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Unknown",NA,1,0.925925926,""
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Notaden nichollsi",NA,17,15.74074074,"Limnodynastidae"
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Ctenotus dux",NA,4,3.703703704,"Scincidae"
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Kunnamuka Swamp East","KSE2","60",3,36,108,"Rhynchoedura ornata",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"Lerista labialis",NA,3,2.777777778,"Scincidae"
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"Varanus eremius",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"Ctenophorus isolepis",NA,2,1.851851852,"Agamidae"
1999,"Oct.99","Main Camp","MC1","60",3,36,108,"Ctenotus ariadnae",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC10","60",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Main Camp","MC10","60",3,36,108,"Ramphotyphlops endoterus",NA,2,1.851851852,"Typhlopidae"
1999,"Oct.99","Main Camp","MC10","60",3,36,108,"Notaden nichollsi",NA,2,1.851851852,"Limnodynastidae"
1999,"Oct.99","Main Camp","MC10","60",3,36,108,"Lerista labialis",NA,2,1.851851852,"Scincidae"
1999,"Oct.99","Main Camp","MC10","60",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Main Camp","MC11","60",3,36,108,"Lerista labialis",NA,9,8.333333333,"Scincidae"
1999,"Oct.99","Main Camp","MC11","60",3,36,108,"Notaden nichollsi",NA,1,0.925925926,"Limnodynastidae"
1999,"Oct.99","Main Camp","MC11","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"Eremiascincus fasciolatus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"Ctenotus dux",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"Lerista labialis",NA,5,4.62962963,"Scincidae"
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"Notaden nichollsi",NA,1,0.925925926,"Limnodynastidae"
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"Diplodactylus conspicillatus",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Main Camp","MC2","60",3,36,108,"Diporiphora winneckei",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"Ctenophorus isolepis",NA,2,1.851851852,"Agamidae"
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"Snakes",NA,1,0.925925926,""
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"Menetia greyii",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"Ctenotus dux",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"Lerista labialis",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Main Camp","MC4","60",3,36,108,"Nephrurus levis",NA,2,1.851851852,"Carphodactylidae"
1999,"Oct.99","Plum Pudding","PP0","60",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
1999,"Oct.99","Plum Pudding","PP0","60",3,36,108,"Ctenotus calurus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Plum Pudding","PP0","60",3,36,108,"Diplodactylus ciliaris",NA,2,1.851851852,"Diplodactylidae"
1999,"Oct.99","Plum Pudding","PP0","60",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Plum Pudding","PP0","60",3,36,108,"Lerista labialis",NA,2,1.851851852,"Scincidae"
1999,"Oct.99","Plum Pudding","PP0","60",3,36,108,"Suta punctata",NA,1,0.925925926,"Elapidae"
1999,"Oct.99","Plum Pudding","PP1","60",3,36,108,"Lerista labialis",NA,6,5.555555556,"Scincidae"
1999,"Oct.99","Plum Pudding","PP1","60",3,36,108,"Notaden nichollsi",NA,3,2.777777778,"Limnodynastidae"
1999,"Oct.99","Tobermorey East","TBE1","60",3,36,108,"Ctenotus ariadnae",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Tobermorey East","TBE1","60",3,36,108,"Lerista labialis",NA,8,7.407407407,"Scincidae"
1999,"Oct.99","Tobermorey East","TBE1","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Tobermorey East","TBE1","60",3,36,108,"Notaden nichollsi",NA,16,14.81481481,"Limnodynastidae"
1999,"Oct.99","Tobermorey East","TBE1","60",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
1999,"Oct.99","Tobermorey East","TBE2","60",3,36,108,"Lerista labialis",NA,6,5.555555556,"Scincidae"
1999,"Oct.99","Tobermorey East","TBE2","60",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Oct.99","Tobermorey East","TBE2","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Varanus gouldii",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Moloch horridus",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Menetia greyii",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Lerista labialis",NA,6,5.555555556,"Scincidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Rhynchoedura ornata",NA,1,0.925925926,"Diplodactylidae"
1999,"Oct.99","Tobermorey West","TBW3","60",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Tobermorey West","TBW4","60",3,36,108,"Tiliqua multifasciata",NA,1,0.925925926,"Scincidae"
1999,"Oct.99","Tobermorey West","TBW4","60",3,36,108,"Ramphotyphlops endoterus",NA,3,2.777777778,"Typhlopidae"
1999,"Oct.99","Tobermorey West","TBW4","60",3,36,108,"Lerista labialis",NA,8,7.407407407,"Scincidae"
1999,"Oct.99","Tobermorey West","TBW4","60",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Oct.99","Tobermorey West","TBW4","60",3,36,108,"Rhynchoedura ornata",NA,1,0.925925926,"Diplodactylidae"
1999,"Nov.99","Carlo","CS2","61",3,36,108,"Notaden nichollsi",NA,4,3.703703704,"Limnodynastidae"
1999,"Nov.99","Carlo","CS2","61",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Nov.99","Carlo","CS2","61",3,36,108,"Lerista labialis",NA,10,9.259259259,"Scincidae"
1999,"Nov.99","Carlo","CS2","61",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Carlo","CS2","61",3,36,108,"Ctenotus dux",NA,2,1.851851852,"Scincidae"
1999,"Nov.99","Carlo","CS5","61",3,36,108,"No captures",NA,1,0.925925926,""
1999,"Nov.99","Carlo","CS5","61",3,36,108,"Varanus eremius",NA,1,0.925925926,"Varanidae"
1999,"Nov.99","Carlo","CS5","61",3,36,108,"Notaden nichollsi",NA,1,0.925925926,"Limnodynastidae"
1999,"Nov.99","Carlo","CS5","61",3,36,108,"Lerista labialis",NA,10,9.259259259,"Scincidae"
1999,"Nov.99","Carlo","CS5","61",3,36,108,"Ctenotus dux",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Field River North","FRN1","61",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Field River North","FRN1","61",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Nov.99","Field River North","FRN1","61",3,36,108,"Lerista labialis",NA,2,1.851851852,"Scincidae"
1999,"Nov.99","Field River North","FRN1","61",3,36,108,"Lophognathus longirostris",NA,1,0.925925926,"Agamidae"
1999,"Nov.99","Field River North","FRN1","61",3,36,108,"Ramphotyphlops endoterus",NA,2,1.851851852,"Typhlopidae"
1999,"Nov.99","Field River North","FRN2","61",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Field River North","FRN2","61",3,36,108,"Lerista labialis",NA,3,2.777777778,"Scincidae"
1999,"Nov.99","Field River North","FRN2","61",3,36,108,"Heteronotia binoei",NA,1,0.925925926,"Gekkonidae"
1999,"Nov.99","Field River North","FRN2","61",3,36,108,"Notaden nichollsi",NA,7,6.481481481,"Limnodynastidae"
1999,"Nov.99","Field River North","FRN2","61",3,36,108,"Varanus brevicauda",NA,3,2.777777778,"Varanidae"
1999,"Nov.99","Field River South","FRS2","61",3,36,108,"Notaden nichollsi",NA,4,3.703703704,"Limnodynastidae"
1999,"Nov.99","Field River South","FRS2","61",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Field River South","FRS2","61",3,36,108,"Lerista labialis",NA,3,2.777777778,"Scincidae"
1999,"Nov.99","Field River South","FRS2","61",3,36,108,"Varanus gouldii",NA,1,0.925925926,"Varanidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Neobatrachus centralis",NA,1,0.925925926,"Limnodynastidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Ctenotus dux",NA,2,1.851851852,"Scincidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Notaden nichollsi",NA,106,98.14814815,"Limnodynastidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Diplodactylus stenodactylus",NA,1,0.925925926,"Diplodactylidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Eremiascincus fasciolatus",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Ctenotus calurus",NA,1,0.925925926,"Scincidae"
1999,"Nov.99","Kunnamuka Swamp East","KSE2","61",3,36,108,"Ctenophorus isolepis",NA,2,1.851851852,"Agamidae"
1999,"Dec.99","Cravens Peak","CP1","62",3,36,108,"Notoscincus ornatus",NA,2,1.851851852,"Scincidae"
1999,"Dec.99","Cravens Peak","CP1","62",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Dec.99","Cravens Peak","CP1","62",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Dec.99","Cravens Peak","CP1","62",3,36,108,"Notaden nichollsi",NA,2,1.851851852,"Limnodynastidae"
1999,"Dec.99","Cravens Peak","CP1","62",3,36,108,"Varanus gouldii",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Cravens Peak","CP1","62",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Egernia inornata",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Ctenotus dux",NA,3,2.777777778,"Scincidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Ctenotus calurus",NA,2,1.851851852,"Scincidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Ctenotus piankai",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Notaden nichollsi",NA,7,6.481481481,"Limnodynastidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Ctenotus ariadnae",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Cravens Peak","CP2","62",3,36,108,"Diplodactylus conspicillatus",NA,1,0.925925926,"Diplodactylidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Delma tincta",NA,1,0.925925926,"Pygopodidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Varanus gouldii",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Varanus eremius",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Ctenophorus isolepis",NA,2,1.851851852,"Agamidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Ctenotus leae",NA,2,1.851851852,"Scincidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Lerista labialis",NA,5,4.62962963,"Scincidae"
1999,"Dec.99","Main Camp","MC1","62",3,36,108,"Menetia greyii",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Ctenotus lateralis",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Notaden nichollsi",NA,4,3.703703704,"Limnodynastidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Simoselaps fasciolatus",NA,2,1.851851852,"Elapidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Lerista labialis",NA,5,4.62962963,"Scincidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Ctenotus leae",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Ctenotus ariadnae",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Ramphotyphlops endoterus",NA,2,1.851851852,"Typhlopidae"
1999,"Dec.99","Main Camp","MC10","62",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Diporiphora winneckei",NA,2,1.851851852,"Agamidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Ctenotus leae",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Moloch horridus",NA,1,0.925925926,"Agamidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Menetia greyii",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Lerista labialis",NA,10,9.259259259,"Scincidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC11","62",3,36,108,"Notaden nichollsi",NA,2,1.851851852,"Limnodynastidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Notaden nichollsi",NA,1,0.925925926,"Limnodynastidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Egernia inornata",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Ctenotus dux",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Ctenophorus isolepis",NA,4,3.703703704,"Agamidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Nephrurus levis",NA,2,1.851851852,"Carphodactylidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Tiliqua multifasciata",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Gehyra variegata",NA,1,0.925925926,"Gekkonidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Ctenotus ariadnae",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Ctenotus pantherinus",NA,3,2.777777778,"Scincidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Varanus eremius",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Lerista labialis",NA,12,11.11111111,"Scincidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Diplodactylus conspicillatus",NA,1,0.925925926,"Diplodactylidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Pogona vitticeps",NA,1,0.925925926,"Agamidae"
1999,"Dec.99","Main Camp","MC2","62",3,36,108,"Delma tincta",NA,1,0.925925926,"Pygopodidae"
1999,"Dec.99","Main Camp","MC4","62",3,36,108,"Lerista labialis",NA,15,13.88888889,"Scincidae"
1999,"Dec.99","Main Camp","MC4","62",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
1999,"Dec.99","Main Camp","MC4","62",3,36,108,"Ctenophorus isolepis",NA,1,0.925925926,"Agamidae"
1999,"Dec.99","Main Camp","MC4","62",3,36,108,"Varanus gouldii",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Main Camp","MC4","62",3,36,108,"Diporiphora winneckei",NA,1,0.925925926,"Agamidae"
1999,"Dec.99","Main Camp","MC4","62",3,36,108,"Ctenotus pantherinus",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Plum Pudding","PP0","62",3,36,108,"Ctenotus dux",NA,4,3.703703704,"Scincidae"
1999,"Dec.99","Plum Pudding","PP0","62",3,36,108,"Notaden nichollsi",NA,29,26.85185185,"Limnodynastidae"
1999,"Dec.99","Plum Pudding","PP0","62",3,36,108,"Varanus brevicauda",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Plum Pudding","PP0","62",3,36,108,"Lerista labialis",NA,12,11.11111111,"Scincidae"
1999,"Dec.99","Plum Pudding","PP0","62",3,36,108,"Diplodactylus conspicillatus",NA,1,0.925925926,"Diplodactylidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Ctenotus leonhardii",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Eremiascincus fasciolatus",NA,1,0.925925926,"Scincidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Lerista labialis",NA,9,8.333333333,"Scincidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Notaden nichollsi",NA,19,17.59259259,"Limnodynastidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Ctenotus dux",NA,4,3.703703704,"Scincidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Diplodactylus ciliaris",NA,2,1.851851852,"Diplodactylidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Simoselaps fasciolatus",NA,1,0.925925926,"Elapidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Varanus gouldii",NA,1,0.925925926,"Varanidae"
1999,"Dec.99","Plum Pudding","PP1","62",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
2000,"Apr.00","Cravens Peak","CP1","63",3,36,108,"Varanus eremius",NA,1,0.925925926,"Varanidae"
2000,"Apr.00","Cravens Peak","CP1","63",3,36,108,"Lerista labialis",NA,3,2.777777778,"Scincidae"
2000,"Apr.00","Cravens Peak","CP1","63",3,36,108,"Nephrurus levis",NA,1,0.925925926,"Carphodactylidae"
2000,"Apr.00","Cravens Peak","CP2","63",3,36,108,"Ctenotus piankai",NA,3,2.777777778,"Scincidae"
2000,"Apr.00","Cravens Peak","CP2","63",3,36,108,"Ramphotyphlops endoterus",NA,1,0.925925926,"Typhlopidae"
2000,"Apr.00","Cravens Peak","CP2","63",3,36,108,"Heteronotia binoei",NA,1,0.925925926,"Gekkonidae"
2000,"Apr.00","Cravens Peak","CP2","63",3,36,108,"Notaden nichollsi",NA,1,0.925925926,"Limnodynastidae"
